TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
117.0,6000.0,2.0,LLP,1.0,1.0,stimuli/fractals/92c.jpg,-225.0,225.0,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,-225,225,-225,75,-75,225,375,-75
118.0,2000.0,2.0,LLP,1.0,3.0,stimuli/fractals/81b.jpg,-375.0,-225.0,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-375,-225,-375,-75,-225,-225,375,-225
119.0,500.0,2.0,LLP,2.0,0.0,stimuli/fractals/92c.jpg,-225.0,75.0,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,-225,225,-225,75,-75,225,375,-75
120.0,1000.0,2.0,ERP,2.0,0.0,stimuli/fractals/101a.jpg,-375.0,75.0,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101b.jpg,-375,75,-375,225,-375,-75,375,75
121.0,3000.0,2.0,LLP,1.0,2.0,stimuli/fractals/15c.jpg,225.0,-75.0,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225,-75,75,-75,375,-75,-375,225
122.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/81b.jpg,-375.0,-75.0,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-375,-225,-375,-75,-225,-225,375,-225
123.0,2000.0,2.0,ERP,1.0,1.0,stimuli/fractals/131a.jpg,-375.0,225.0,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375,225,-375,75,-225,225,-75,-225
124.0,2000.0,2.0,LLP,2.0,0.0,stimuli/fractals/15c.jpg,75.0,-75.0,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225,-75,75,-75,375,-75,-375,225
125.0,1000.0,2.0,ERP,2.0,0.0,stimuli/fractals/131a.jpg,-375.0,225.0,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375,225,-375,75,-225,225,-75,-225
126.0,1000.0,2.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
127.0,500.0,2.0,ERP,1.0,1.0,stimuli/fractals/113c.jpg,375.0,75.0,stimuli/fractals/113c.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113a.jpg,375,75,375,225,375,-75,-375,-225
128.0,3000.0,2.0,OLP,1.0,3.0,stimuli/fractals/118a.jpg,-375.0,-225.0,stimuli/fractals/118a.jpg,stimuli/fractals/118b.jpg,stimuli/fractals/118c.jpg,-375,-225,-225,-225,-375,-75,225,225
129.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/113c.jpg,375.0,75.0,stimuli/fractals/113c.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113a.jpg,375,75,375,225,375,-75,-375,-225
130.0,2000.0,2.0,LLP,1.0,2.0,stimuli/fractals/30c.jpg,225.0,-75.0,stimuli/fractals/30c.jpg,stimuli/fractals/30a.jpg,stimuli/fractals/30b.jpg,225,-75,225,75,75,-75,-225,225
131.0,1000.0,2.0,LLP,1.0,3.0,stimuli/fractals/67b.jpg,225.0,75.0,stimuli/fractals/67b.jpg,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,225,75,75,75,375,75,-375,-75
132.0,1000.0,2.0,OLP,2.0,0.0,stimuli/fractals/118b.jpg,-375.0,-225.0,stimuli/fractals/118a.jpg,stimuli/fractals/118b.jpg,stimuli/fractals/118c.jpg,-375,-225,-225,-225,-375,-75,225,225
133.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/30c.jpg,225.0,75.0,stimuli/fractals/30c.jpg,stimuli/fractals/30a.jpg,stimuli/fractals/30b.jpg,225,-75,225,75,75,-75,-225,225
134.0,3000.0,2.0,ERP,1.0,1.0,stimuli/fractals/82a.jpg,-225.0,-225.0,stimuli/fractals/82a.jpg,stimuli/fractals/82c.jpg,stimuli/fractals/82b.jpg,-225,-225,-225,-75,-75,-225,225,75
135.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/67b.jpg,75.0,75.0,stimuli/fractals/67b.jpg,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,225,75,75,75,375,75,-375,-75
136.0,3000.0,2.0,ERP,2.0,0.0,stimuli/fractals/82a.jpg,-225.0,-225.0,stimuli/fractals/82a.jpg,stimuli/fractals/82c.jpg,stimuli/fractals/82b.jpg,-225,-225,-225,-75,-75,-225,225,75
137.0,2000.0,2.0,ERP,1.0,5.0,stimuli/fractals/78b.jpg,-225.0,225.0,stimuli/fractals/78b.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78a.jpg,-225,225,-75,225,-225,75,375,75
138.0,1000.0,2.0,LLP,1.0,5.0,stimuli/fractals/79b.jpg,75.0,-225.0,stimuli/fractals/79b.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79c.jpg,75,-225,225,-225,-75,-225,-375,225
139.0,2000.0,2.0,LLP,1.0,2.0,stimuli/fractals/110a.jpg,225.0,225.0,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,225,225,225,75,75,225,-225,-75
140.0,4000.0,2.0,OLP,1.0,4.0,stimuli/fractals/77a.jpg,-225.0,-225.0,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,-225,-225,-225,-75,-375,-225,225,225
141.0,1000.0,2.0,LLP,1.0,4.0,stimuli/fractals/132b.jpg,75.0,225.0,stimuli/fractals/132b.jpg,stimuli/fractals/132c.jpg,stimuli/fractals/132a.jpg,75,225,225,225,-75,225,-375,-225
142.0,3000.0,2.0,LLP,2.0,0.0,stimuli/fractals/110a.jpg,225.0,75.0,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,225,225,225,75,75,225,-225,-75
143.0,2000.0,2.0,ERP,2.0,0.0,stimuli/fractals/78b.jpg,-225.0,225.0,stimuli/fractals/78b.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78a.jpg,-225,225,-75,225,-225,75,375,75
144.0,2000.0,2.0,LLP,2.0,0.0,stimuli/fractals/79b.jpg,225.0,-225.0,stimuli/fractals/79b.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79c.jpg,75,-225,225,-225,-75,-225,-375,225
145.0,3000.0,2.0,OLP,2.0,0.0,stimuli/fractals/77c.jpg,-225.0,-225.0,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,-225,-225,-225,-75,-375,-225,225,225
146.0,500.0,2.0,LLP,2.0,0.0,stimuli/fractals/132b.jpg,225.0,225.0,stimuli/fractals/132b.jpg,stimuli/fractals/132c.jpg,stimuli/fractals/132a.jpg,75,225,225,225,-75,225,-375,-225
147.0,3000.0,2.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
148.0,1000.0,2.0,LLP,1.0,3.0,stimuli/fractals/39a.jpg,-375.0,-225.0,stimuli/fractals/39a.jpg,stimuli/fractals/39c.jpg,stimuli/fractals/39b.jpg,-375,-225,-375,-75,-225,-225,375,-75
149.0,500.0,2.0,OLP,1.0,1.0,stimuli/fractals/134b.jpg,-75.0,75.0,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,-75,75,-75,225,-75,-75,375,-225
150.0,1000.0,2.0,ERP,1.0,2.0,stimuli/fractals/100b.jpg,-75.0,225.0,stimuli/fractals/100b.jpg,stimuli/fractals/100a.jpg,stimuli/fractals/100c.jpg,-75,225,-225,225,75,225,375,-225
151.0,2000.0,2.0,OLP,2.0,0.0,stimuli/fractals/134a.jpg,-75.0,75.0,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,-75,75,-75,225,-75,-75,375,-225
152.0,1000.0,2.0,LLP,2.0,0.0,stimuli/fractals/39a.jpg,-375.0,-75.0,stimuli/fractals/39a.jpg,stimuli/fractals/39c.jpg,stimuli/fractals/39b.jpg,-375,-225,-375,-75,-225,-225,375,-75
153.0,4000.0,2.0,ERP,2.0,0.0,stimuli/fractals/100b.jpg,-75.0,225.0,stimuli/fractals/100b.jpg,stimuli/fractals/100a.jpg,stimuli/fractals/100c.jpg,-75,225,-225,225,75,225,375,-225
154.0,1000.0,2.0,LLP,1.0,3.0,stimuli/fractals/64c.jpg,375.0,225.0,stimuli/fractals/64c.jpg,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,375,225,375,75,225,225,-225,-225
155.0,3000.0,2.0,ERP,1.0,1.0,stimuli/fractals/71b.jpg,-75.0,225.0,stimuli/fractals/71b.jpg,stimuli/fractals/71c.jpg,stimuli/fractals/71a.jpg,-75,225,75,225,-75,75,375,-75
156.0,6000.0,2.0,LLP,1.0,5.0,stimuli/fractals/5b.jpg,225.0,225.0,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,stimuli/fractals/5c.jpg,225,225,375,225,75,225,-375,-225
157.0,4000.0,2.0,ERP,2.0,0.0,stimuli/fractals/71b.jpg,-75.0,225.0,stimuli/fractals/71b.jpg,stimuli/fractals/71c.jpg,stimuli/fractals/71a.jpg,-75,225,75,225,-75,75,375,-75
158.0,6000.0,2.0,LLP,2.0,0.0,stimuli/fractals/64c.jpg,375.0,75.0,stimuli/fractals/64c.jpg,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,375,225,375,75,225,225,-225,-225
159.0,1000.0,2.0,ERP,1.0,4.0,stimuli/fractals/130a.jpg,-375.0,-225.0,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,-375,-225,-225,-225,-375,-75,75,75
160.0,500.0,2.0,OLP,1.0,4.0,stimuli/fractals/85a.jpg,375.0,-225.0,stimuli/fractals/85a.jpg,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,375,-225,375,-75,225,-225,-375,225
161.0,1000.0,2.0,ERP,1.0,5.0,stimuli/fractals/117b.jpg,225.0,75.0,stimuli/fractals/117b.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117a.jpg,225,75,225,225,375,75,-375,-225
162.0,3000.0,2.0,LLP,2.0,0.0,stimuli/fractals/5b.jpg,375.0,225.0,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,stimuli/fractals/5c.jpg,225,225,375,225,75,225,-375,-225
163.0,2000.0,2.0,OLP,1.0,2.0,stimuli/fractals/107b.jpg,375.0,-225.0,stimuli/fractals/107b.jpg,stimuli/fractals/107c.jpg,stimuli/fractals/107a.jpg,375,-225,225,-225,375,-75,-225,75
164.0,500.0,2.0,ERP,2.0,0.0,stimuli/fractals/130a.jpg,-375.0,-225.0,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,-375,-225,-225,-225,-375,-75,75,75
165.0,1000.0,2.0,OLP,2.0,0.0,stimuli/fractals/85b.jpg,375.0,-225.0,stimuli/fractals/85a.jpg,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,375,-225,375,-75,225,-225,-375,225
166.0,5000.0,2.0,OLP,2.0,0.0,stimuli/fractals/107c.jpg,375.0,-225.0,stimuli/fractals/107b.jpg,stimuli/fractals/107c.jpg,stimuli/fractals/107a.jpg,375,-225,225,-225,375,-75,-225,75
167.0,3000.0,2.0,ERP,2.0,0.0,stimuli/fractals/117b.jpg,225.0,75.0,stimuli/fractals/117b.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117a.jpg,225,75,225,225,375,75,-375,-225
168.0,3000.0,2.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
169.0,1000.0,3.0,LLP,1.0,1.0,stimuli/fractals/141c.jpg,-225.0,-225.0,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141a.jpg,-225,-225,-225,-75,-75,-225,225,225
170.0,4000.0,3.0,LLP,1.0,4.0,stimuli/fractals/87a.jpg,-225.0,75.0,stimuli/fractals/87a.jpg,stimuli/fractals/87c.jpg,stimuli/fractals/87b.jpg,-225,75,-225,-75,-375,75,375,-225
171.0,5000.0,3.0,LLP,2.0,0.0,stimuli/fractals/141c.jpg,-225.0,-75.0,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141a.jpg,-225,-225,-225,-75,-75,-225,225,225
172.0,3000.0,3.0,LLP,1.0,3.0,stimuli/fractals/48a.jpg,375.0,-75.0,stimuli/fractals/48a.jpg,stimuli/fractals/48c.jpg,stimuli/fractals/48b.jpg,375,-75,225,-75,375,75,-375,225
173.0,1000.0,3.0,LLP,1.0,3.0,stimuli/fractals/28c.jpg,375.0,225.0,stimuli/fractals/28c.jpg,stimuli/fractals/28b.jpg,stimuli/fractals/28a.jpg,375,225,375,75,225,225,-375,-225
174.0,4000.0,3.0,ERP,1.0,4.0,stimuli/fractals/54c.jpg,375.0,-75.0,stimuli/fractals/54c.jpg,stimuli/fractals/54a.jpg,stimuli/fractals/54b.jpg,375,-75,225,-75,375,75,-225,225
175.0,2000.0,3.0,LLP,2.0,0.0,stimuli/fractals/87a.jpg,-225.0,-75.0,stimuli/fractals/87a.jpg,stimuli/fractals/87c.jpg,stimuli/fractals/87b.jpg,-225,75,-225,-75,-375,75,375,-225
176.0,500.0,3.0,LLP,2.0,0.0,stimuli/fractals/48a.jpg,225.0,-75.0,stimuli/fractals/48a.jpg,stimuli/fractals/48c.jpg,stimuli/fractals/48b.jpg,375,-75,225,-75,375,75,-375,225
177.0,1000.0,3.0,LLP,2.0,0.0,stimuli/fractals/28c.jpg,375.0,75.0,stimuli/fractals/28c.jpg,stimuli/fractals/28b.jpg,stimuli/fractals/28a.jpg,375,225,375,75,225,225,-375,-225
178.0,2000.0,3.0,LLP,1.0,5.0,stimuli/fractals/137b.jpg,-225.0,75.0,stimuli/fractals/137b.jpg,stimuli/fractals/137a.jpg,stimuli/fractals/137c.jpg,-225,75,-225,-75,-375,75,225,-225
179.0,8000.0,3.0,ERP,2.0,0.0,stimuli/fractals/54c.jpg,375.0,-75.0,stimuli/fractals/54c.jpg,stimuli/fractals/54a.jpg,stimuli/fractals/54b.jpg,375,-75,225,-75,375,75,-225,225
180.0,4000.0,3.0,LLP,1.0,1.0,stimuli/fractals/17a.jpg,225.0,225.0,stimuli/fractals/17a.jpg,stimuli/fractals/17c.jpg,stimuli/fractals/17b.jpg,225,225,375,225,225,75,-225,-75
181.0,7000.0,3.0,LLP,1.0,5.0,stimuli/fractals/60c.jpg,-225.0,-75.0,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,stimuli/fractals/60b.jpg,-225,-75,-225,75,-75,-75,375,75
182.0,3000.0,3.0,LLP,2.0,0.0,stimuli/fractals/17a.jpg,375.0,225.0,stimuli/fractals/17a.jpg,stimuli/fractals/17c.jpg,stimuli/fractals/17b.jpg,225,225,375,225,225,75,-225,-75
183.0,6000.0,3.0,OLP,1.0,2.0,stimuli/fractals/106b.jpg,-225.0,-225.0,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,-225,-225,-75,-225,-375,-225,225,225
184.0,1000.0,3.0,LLP,2.0,0.0,stimuli/fractals/137b.jpg,-225.0,-75.0,stimuli/fractals/137b.jpg,stimuli/fractals/137a.jpg,stimuli/fractals/137c.jpg,-225,75,-225,-75,-375,75,225,-225
185.0,6000.0,3.0,LLP,1.0,2.0,stimuli/fractals/62a.jpg,-225.0,-225.0,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,stimuli/fractals/62b.jpg,-225,-225,-75,-225,-375,-225,375,75
186.0,500.0,3.0,OLP,2.0,0.0,stimuli/fractals/106a.jpg,-225.0,-225.0,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,-225,-225,-75,-225,-375,-225,225,225
187.0,1000.0,3.0,LLP,2.0,0.0,stimuli/fractals/60c.jpg,-225.0,75.0,stimuli/fractals/60c.jpg,stimuli/fractals/60a.jpg,stimuli/fractals/60b.jpg,-225,-75,-225,75,-75,-75,375,75
188.0,5000.0,3.0,LLP,2.0,0.0,stimuli/fractals/62a.jpg,-75.0,-225.0,stimuli/fractals/62a.jpg,stimuli/fractals/62c.jpg,stimuli/fractals/62b.jpg,-225,-225,-75,-225,-375,-225,375,75
189.0,5000.0,3.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
190.0,500.0,3.0,OLP,1.0,2.0,stimuli/fractals/135a.jpg,75.0,225.0,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,stimuli/fractals/135b.jpg,75,225,-75,225,225,225,-375,-225
191.0,1000.0,3.0,ERP,1.0,5.0,stimuli/fractals/133a.jpg,-375.0,-75.0,stimuli/fractals/133a.jpg,stimuli/fractals/133b.jpg,stimuli/fractals/133c.jpg,-375,-75,-375,-225,-225,-75,375,225
192.0,1000.0,3.0,LLP,1.0,5.0,stimuli/fractals/115a.jpg,75.0,-75.0,stimuli/fractals/115a.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115c.jpg,75,-75,-75,-75,75,-225,-375,225
193.0,1000.0,3.0,OLP,2.0,0.0,stimuli/fractals/135c.jpg,75.0,225.0,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,stimuli/fractals/135b.jpg,75,225,-75,225,225,225,-375,-225
194.0,2000.0,3.0,OLP,1.0,1.0,stimuli/fractals/105b.jpg,-225.0,-75.0,stimuli/fractals/105b.jpg,stimuli/fractals/105c.jpg,stimuli/fractals/105a.jpg,-225,-75,-225,75,-225,-225,375,-225
195.0,1000.0,3.0,OLP,1.0,4.0,stimuli/fractals/19c.jpg,375.0,75.0,stimuli/fractals/19c.jpg,stimuli/fractals/19b.jpg,stimuli/fractals/19a.jpg,375,75,225,75,375,-75,-225,225
196.0,4000.0,3.0,OLP,2.0,0.0,stimuli/fractals/105c.jpg,-225.0,-75.0,stimuli/fractals/105b.jpg,stimuli/fractals/105c.jpg,stimuli/fractals/105a.jpg,-225,-75,-225,75,-225,-225,375,-225
197.0,500.0,3.0,ERP,2.0,0.0,stimuli/fractals/133a.jpg,-375.0,-75.0,stimuli/fractals/133a.jpg,stimuli/fractals/133b.jpg,stimuli/fractals/133c.jpg,-375,-75,-375,-225,-225,-75,375,225
198.0,2000.0,3.0,LLP,2.0,0.0,stimuli/fractals/115a.jpg,-75.0,-75.0,stimuli/fractals/115a.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115c.jpg,75,-75,-75,-75,75,-225,-375,225
199.0,2000.0,3.0,OLP,1.0,2.0,stimuli/fractals/116c.jpg,-375.0,225.0,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,-375,225,-225,225,-375,75,375,225
200.0,1000.0,3.0,OLP,2.0,0.0,stimuli/fractals/19b.jpg,375.0,75.0,stimuli/fractals/19c.jpg,stimuli/fractals/19b.jpg,stimuli/fractals/19a.jpg,375,75,225,75,375,-75,-225,225
201.0,4000.0,3.0,ERP,1.0,3.0,stimuli/fractals/74c.jpg,225.0,-75.0,stimuli/fractals/74c.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,225,-75,75,-75,225,-225,-375,-225
202.0,2000.0,3.0,OLP,2.0,0.0,stimuli/fractals/116b.jpg,-375.0,225.0,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,-375,225,-225,225,-375,75,375,225
203.0,1000.0,3.0,ERP,1.0,3.0,stimuli/fractals/91c.jpg,75.0,75.0,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,stimuli/fractals/91a.jpg,75,75,-75,75,225,75,-375,-225
204.0,2000.0,3.0,OLP,1.0,4.0,stimuli/fractals/72c.jpg,75.0,-225.0,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,75,-225,75,-75,225,-225,375,225
205.0,2000.0,3.0,ERP,2.0,0.0,stimuli/fractals/74c.jpg,225.0,-75.0,stimuli/fractals/74c.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,225,-75,75,-75,225,-225,-375,-225
206.0,7000.0,3.0,LLP,1.0,1.0,stimuli/fractals/3c.jpg,-75.0,-225.0,stimuli/fractals/3c.jpg,stimuli/fractals/3b.jpg,stimuli/fractals/3a.jpg,-75,-225,-75,-75,-225,-225,375,225
207.0,6000.0,3.0,ERP,2.0,0.0,stimuli/fractals/91c.jpg,75.0,75.0,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,stimuli/fractals/91a.jpg,75,75,-75,75,225,75,-375,-225
208.0,2000.0,3.0,LLP,2.0,0.0,stimuli/fractals/3c.jpg,-75.0,-75.0,stimuli/fractals/3c.jpg,stimuli/fractals/3b.jpg,stimuli/fractals/3a.jpg,-75,-225,-75,-75,-225,-225,375,225
209.0,6000.0,3.0,OLP,2.0,0.0,stimuli/fractals/72b.jpg,75.0,-225.0,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,75,-225,75,-75,225,-225,375,225
210.0,3000.0,3.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
211.0,1000.0,3.0,ERP,1.0,2.0,stimuli/fractals/10c.jpg,225.0,-225.0,stimuli/fractals/10c.jpg,stimuli/fractals/10b.jpg,stimuli/fractals/10a.jpg,225,-225,225,-75,375,-225,-375,-75
212.0,2000.0,3.0,OLP,1.0,2.0,stimuli/fractals/1b.jpg,75.0,-225.0,stimuli/fractals/1b.jpg,stimuli/fractals/1c.jpg,stimuli/fractals/1a.jpg,75,-225,225,-225,-75,-225,-375,225
213.0,2000.0,3.0,OLP,1.0,3.0,stimuli/fractals/40a.jpg,225.0,225.0,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40c.jpg,225,225,375,225,225,75,-375,-225
214.0,1000.0,3.0,ERP,2.0,0.0,stimuli/fractals/10c.jpg,225.0,-225.0,stimuli/fractals/10c.jpg,stimuli/fractals/10b.jpg,stimuli/fractals/10a.jpg,225,-225,225,-75,375,-225,-375,-75
215.0,1000.0,3.0,OLP,2.0,0.0,stimuli/fractals/1c.jpg,75.0,-225.0,stimuli/fractals/1b.jpg,stimuli/fractals/1c.jpg,stimuli/fractals/1a.jpg,75,-225,225,-225,-75,-225,-375,225
216.0,5000.0,3.0,ERP,1.0,3.0,stimuli/fractals/143a.jpg,225.0,-225.0,stimuli/fractals/143a.jpg,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,225,-225,75,-225,375,-225,-375,-75
217.0,500.0,3.0,OLP,2.0,0.0,stimuli/fractals/40b.jpg,225.0,225.0,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40c.jpg,225,225,375,225,225,75,-375,-225
218.0,1000.0,3.0,ERP,1.0,5.0,stimuli/fractals/11a.jpg,-225.0,225.0,stimuli/fractals/11a.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11c.jpg,-225,225,-375,225,-75,225,375,75
219.0,4000.0,3.0,OLP,1.0,1.0,stimuli/fractals/13a.jpg,75.0,-225.0,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,75,-225,-75,-225,75,-75,-375,225
220.0,1000.0,3.0,ERP,2.0,0.0,stimuli/fractals/143a.jpg,225.0,-225.0,stimuli/fractals/143a.jpg,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,225,-225,75,-225,375,-225,-375,-75
221.0,3000.0,3.0,OLP,2.0,0.0,stimuli/fractals/13c.jpg,75.0,-225.0,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,75,-225,-75,-225,75,-75,-375,225
222.0,1000.0,3.0,OLP,1.0,4.0,stimuli/fractals/43b.jpg,375.0,-225.0,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,375,-225,225,-225,375,-75,75,225
223.0,2000.0,3.0,ERP,1.0,5.0,stimuli/fractals/136a.jpg,-75.0,-75.0,stimuli/fractals/136a.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136b.jpg,-75,-75,-75,75,-75,-225,375,225
224.0,3000.0,3.0,ERP,2.0,0.0,stimuli/fractals/11a.jpg,-225.0,225.0,stimuli/fractals/11a.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11c.jpg,-225,225,-375,225,-75,225,375,75
225.0,2000.0,3.0,OLP,1.0,4.0,stimuli/fractals/102b.jpg,-225.0,-75.0,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,-225,-75,-225,-225,-75,-75,375,75
226.0,2000.0,3.0,OLP,1.0,1.0,stimuli/fractals/63c.jpg,375.0,225.0,stimuli/fractals/63c.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63b.jpg,375,225,225,225,375,75,-75,-75
227.0,3000.0,3.0,OLP,2.0,0.0,stimuli/fractals/43a.jpg,375.0,-225.0,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,375,-225,225,-225,375,-75,75,225
228.0,4000.0,3.0,OLP,2.0,0.0,stimuli/fractals/63a.jpg,375.0,225.0,stimuli/fractals/63c.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63b.jpg,375,225,225,225,375,75,-75,-75
229.0,5000.0,3.0,ERP,2.0,0.0,stimuli/fractals/136a.jpg,-75.0,-75.0,stimuli/fractals/136a.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136b.jpg,-75,-75,-75,75,-75,-225,375,225
230.0,3000.0,3.0,OLP,2.0,0.0,stimuli/fractals/102a.jpg,-225.0,-75.0,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,-225,-75,-225,-225,-75,-75,375,75
231.0,500.0,3.0,BL,0.0,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225
232.0,7000.0,3.0,ERP,1.0,4.0,stimuli/fractals/41b.jpg,225.0,-225.0,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,225,-225,75,-225,225,-75,-75,225
233.0,1000.0,3.0,OLP,1.0,4.0,stimuli/fractals/26a.jpg,-75.0,-75.0,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,stimuli/fractals/26c.jpg,-75,-75,-75,75,-75,-225,375,225
