TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
90,3000,,5,OBJ,TARGET,stimuli/fractals/78a.jpg,225.0,-75.0,160.0,OLP,stimuli/fractals/78a.jpg,225.0,-75.0,stimuli/fractals/78a.jpg,stimuli/fractals/78b.jpg,stimuli/fractals/78c.jpg,225.0,-75.0,225.0,-225.0,375.0,-75.0,-375.0,225.0
91,3000,,6,LOC,TARGET,stimuli/fractals/12a.jpg,225.0,225.0,141.0,LLP,stimuli/fractals/12a.jpg,225.0,225.0,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,stimuli/fractals/12b.jpg,225.0,225.0,375.0,225.0,225.0,75.0,-225.0,-75.0
92,1000,,6,LOC,FOIL,stimuli/fractals/46a.jpg,-375.0,-225.0,155.0,ERP,stimuli/fractals/46a.jpg,75.0,75.0,stimuli/fractals/46a.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46b.jpg,75.0,75.0,75.0,-75.0,75.0,225.0,-375.0,-225.0
93,4000,,6,LOC,FOIL,stimuli/fractals/97a.jpg,375.0,225.0,163.0,OLP,stimuli/fractals/97a.jpg,-225.0,75.0,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-225.0,75.0,-225.0,-75.0,-375.0,75.0,375.0,225.0
94,1000,,6,LOC,TARGET,stimuli/fractals/102a.jpg,-375.0,75.0,183.0,OLP,stimuli/fractals/102a.jpg,-375.0,75.0,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,stimuli/fractals/102b.jpg,-375.0,75.0,-375.0,-75.0,-375.0,225.0,375.0,-225.0
95,3000,,6,LOC,LURE,stimuli/fractals/15c.jpg,75.0,225.0,159.0,ERP,stimuli/fractals/15c.jpg,225.0,225.0,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225.0,225.0,225.0,75.0,75.0,225.0,-225.0,-225.0
96,1000,,6,LOC,LURE,stimuli/fractals/114b.jpg,225.0,75.0,148.0,LLP,stimuli/fractals/114b.jpg,75.0,75.0,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,stimuli/fractals/114a.jpg,75.0,75.0,75.0,225.0,225.0,75.0,-375.0,-225.0
97,1000,,6,LOC,TARGET,stimuli/fractals/122a.jpg,75.0,75.0,161.0,ERP,stimuli/fractals/122a.jpg,75.0,75.0,stimuli/fractals/122a.jpg,stimuli/fractals/122b.jpg,stimuli/fractals/122c.jpg,75.0,75.0,225.0,75.0,75.0,225.0,-375.0,-225.0
98,1000,,6,LOC,FOIL,stimuli/fractals/70c.jpg,225.0,-225.0,154.0,LLP,stimuli/fractals/70c.jpg,-375.0,-75.0,stimuli/fractals/70c.jpg,stimuli/fractals/70b.jpg,stimuli/fractals/70a.jpg,-375.0,-75.0,-375.0,-225.0,-375.0,75.0,225.0,-225.0
99,1000,,6,LOC,FOIL,stimuli/fractals/79b.jpg,375.0,225.0,174.0,ERP,stimuli/fractals/79b.jpg,-375.0,75.0,stimuli/fractals/79b.jpg,stimuli/fractals/79c.jpg,stimuli/fractals/79a.jpg,-375.0,75.0,-375.0,225.0,-375.0,-75.0,375.0,225.0
100,4000,,6,LOC,LURE,stimuli/fractals/11a.jpg,-375.0,-225.0,156.0,LLP,stimuli/fractals/11a.jpg,-375.0,-75.0,stimuli/fractals/11a.jpg,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,-375.0,-75.0,-375.0,75.0,-375.0,-225.0,375.0,-225.0
101,8000,,6,LOC,LURE,stimuli/fractals/2a.jpg,-75.0,-75.0,169.0,LLP,stimuli/fractals/2a.jpg,-75.0,-225.0,stimuli/fractals/2a.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,-75.0,-225.0,75.0,-225.0,-75.0,-75.0,375.0,75.0
102,6000,,6,LOC,TARGET,stimuli/fractals/121a.jpg,-225.0,75.0,190.0,OLP,stimuli/fractals/121a.jpg,-225.0,75.0,stimuli/fractals/121a.jpg,stimuli/fractals/121b.jpg,stimuli/fractals/121c.jpg,-225.0,75.0,-225.0,225.0,-375.0,75.0,375.0,225.0
103,500,,6,LOC,TARGET,stimuli/fractals/47b.jpg,225.0,-225.0,194.0,OLP,stimuli/fractals/47b.jpg,225.0,-225.0,stimuli/fractals/47b.jpg,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,225.0,-225.0,75.0,-225.0,225.0,-75.0,-375.0,-75.0
104,2000,,6,LOC,LURE,stimuli/fractals/104c.jpg,-375.0,225.0,191.0,ERP,stimuli/fractals/104c.jpg,-375.0,75.0,stimuli/fractals/104c.jpg,stimuli/fractals/104a.jpg,stimuli/fractals/104b.jpg,-375.0,75.0,-225.0,75.0,-375.0,225.0,375.0,75.0
105,3000,,6,LOC,FOIL,stimuli/fractals/137c.jpg,-375.0,225.0,195.0,OLP,stimuli/fractals/137c.jpg,225.0,-75.0,stimuli/fractals/137c.jpg,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,225.0,-75.0,75.0,-75.0,225.0,-225.0,-375.0,225.0
106,3000,,6,LOC,FOIL,stimuli/fractals/134b.jpg,-375.0,-75.0,170.0,LLP,stimuli/fractals/134b.jpg,375.0,75.0,stimuli/fractals/134b.jpg,stimuli/fractals/134c.jpg,stimuli/fractals/134a.jpg,375.0,75.0,225.0,75.0,375.0,-75.0,-375.0,-75.0
107,1000,,6,LOC,FOIL,stimuli/fractals/95a.jpg,375.0,-225.0,201.0,ERP,stimuli/fractals/95a.jpg,-75.0,75.0,stimuli/fractals/95a.jpg,stimuli/fractals/95b.jpg,stimuli/fractals/95c.jpg,-75.0,75.0,-225.0,75.0,75.0,75.0,375.0,-225.0
108,1000,,6,LOC,FOIL,stimuli/fractals/31c.jpg,375.0,-225.0,172.0,LLP,stimuli/fractals/31c.jpg,-375.0,225.0,stimuli/fractals/31c.jpg,stimuli/fractals/31a.jpg,stimuli/fractals/31b.jpg,-375.0,225.0,-225.0,225.0,-375.0,75.0,375.0,-225.0
109,500,,7,OBJ,LURE,stimuli/fractals/91b.jpg,-75.0,225.0,173.0,LLP,stimuli/fractals/91c.jpg,-75.0,225.0,stimuli/fractals/91c.jpg,stimuli/fractals/91a.jpg,stimuli/fractals/91b.jpg,-75.0,225.0,-75.0,75.0,-225.0,225.0,375.0,-75.0
110,2000,,7,OBJ,TARGET,stimuli/fractals/99b.jpg,225.0,225.0,178.0,LLP,stimuli/fractals/99b.jpg,225.0,225.0,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,stimuli/fractals/99c.jpg,225.0,225.0,375.0,225.0,225.0,75.0,-375.0,-225.0
111,2000,,7,OBJ,TARGET,stimuli/fractals/28b.jpg,-225.0,-75.0,199.0,OLP,stimuli/fractals/28b.jpg,-225.0,-75.0,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,-225.0,-75.0,-75.0,-75.0,-225.0,-225.0,225.0,225.0
112,1000,,7,OBJ,FOIL,stimuli/fractals/132b.jpg,-375.0,-75.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
113,1000,,7,OBJ,FOIL,stimuli/fractals/66a.jpg,-225.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
114,2000,,7,OBJ,TARGET,stimuli/fractals/113a.jpg,375.0,75.0,180.0,LLP,stimuli/fractals/113a.jpg,375.0,75.0,stimuli/fractals/113a.jpg,stimuli/fractals/113c.jpg,stimuli/fractals/113b.jpg,375.0,75.0,375.0,-75.0,375.0,225.0,-375.0,-225.0
115,2000,,7,OBJ,TARGET,stimuli/fractals/88c.jpg,-225.0,225.0,181.0,LLP,stimuli/fractals/88c.jpg,-225.0,225.0,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,stimuli/fractals/88b.jpg,-225.0,225.0,-375.0,225.0,-225.0,75.0,375.0,-225.0
116,2000,,7,OBJ,TARGET,stimuli/fractals/74b.jpg,75.0,75.0,204.0,OLP,stimuli/fractals/74b.jpg,75.0,75.0,stimuli/fractals/74b.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74c.jpg,75.0,75.0,225.0,75.0,75.0,-75.0,-375.0,-225.0
117,500,,7,OBJ,LURE,stimuli/fractals/16c.jpg,-375.0,225.0,212.0,OLP,stimuli/fractals/16b.jpg,-375.0,225.0,stimuli/fractals/16b.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16c.jpg,-375.0,225.0,-225.0,225.0,-375.0,75.0,225.0,-75.0
118,4000,,7,OBJ,TARGET,stimuli/fractals/81b.jpg,-75.0,-75.0,203.0,ERP,stimuli/fractals/81b.jpg,-75.0,-75.0,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-75.0,-75.0,-225.0,-75.0,-75.0,-225.0,375.0,225.0
119,2000,,7,OBJ,FOIL,stimuli/fractals/98a.jpg,225.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
120,1000,,7,OBJ,LURE,stimuli/fractals/27b.jpg,225.0,75.0,185.0,LLP,stimuli/fractals/27c.jpg,225.0,75.0,stimuli/fractals/27c.jpg,stimuli/fractals/27a.jpg,stimuli/fractals/27b.jpg,225.0,75.0,375.0,75.0,75.0,75.0,-375.0,225.0
121,1000,,7,OBJ,FOIL,stimuli/fractals/43b.jpg,-375.0,-75.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
122,3000,,7,OBJ,FOIL,stimuli/fractals/140c.jpg,375.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
123,3000,,7,OBJ,FOIL,stimuli/fractals/24b.jpg,-375.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
124,2000,,7,OBJ,LURE,stimuli/fractals/128a.jpg,225.0,-225.0,192.0,LLP,stimuli/fractals/128c.jpg,225.0,-225.0,stimuli/fractals/128c.jpg,stimuli/fractals/128b.jpg,stimuli/fractals/128a.jpg,225.0,-225.0,375.0,-225.0,75.0,-225.0,-375.0,225.0
125,2000,,7,OBJ,LURE,stimuli/fractals/6a.jpg,-375.0,-225.0,211.0,ERP,stimuli/fractals/6b.jpg,-375.0,-225.0,stimuli/fractals/6b.jpg,stimuli/fractals/6c.jpg,stimuli/fractals/6a.jpg,-375.0,-225.0,-225.0,-225.0,-375.0,-75.0,375.0,75.0
126,1000,,7,OBJ,LURE,stimuli/fractals/9b.jpg,75.0,-225.0,206.0,LLP,stimuli/fractals/9c.jpg,75.0,-225.0,stimuli/fractals/9c.jpg,stimuli/fractals/9a.jpg,stimuli/fractals/9b.jpg,75.0,-225.0,225.0,-225.0,75.0,-75.0,-375.0,225.0
127,1000,,8,LOC,FOIL,stimuli/fractals/45b.jpg,225.0,225.0,216.0,ERP,stimuli/fractals/45b.jpg,-225.0,-75.0,stimuli/fractals/45b.jpg,stimuli/fractals/45a.jpg,stimuli/fractals/45c.jpg,-225.0,-75.0,-225.0,-225.0,-75.0,-75.0,225.0,225.0
128,1000,,8,LOC,TARGET,stimuli/fractals/37a.jpg,375.0,75.0,235.0,LLP,stimuli/fractals/37a.jpg,375.0,75.0,stimuli/fractals/37a.jpg,stimuli/fractals/37b.jpg,stimuli/fractals/37c.jpg,375.0,75.0,375.0,-75.0,225.0,75.0,-225.0,225.0
129,1000,,8,LOC,TARGET,stimuli/fractals/22b.jpg,375.0,-225.0,218.0,ERP,stimuli/fractals/22b.jpg,375.0,-225.0,stimuli/fractals/22b.jpg,stimuli/fractals/22a.jpg,stimuli/fractals/22c.jpg,375.0,-225.0,375.0,-75.0,225.0,-225.0,-375.0,225.0
130,2000,,8,LOC,TARGET,stimuli/fractals/61a.jpg,-75.0,-225.0,223.0,ERP,stimuli/fractals/61a.jpg,-75.0,-225.0,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,stimuli/fractals/61b.jpg,-75.0,-225.0,-225.0,-225.0,-75.0,-75.0,-375.0,225.0
131,2000,,8,LOC,LURE,stimuli/fractals/80c.jpg,75.0,75.0,232.0,ERP,stimuli/fractals/80c.jpg,75.0,-75.0,stimuli/fractals/80c.jpg,stimuli/fractals/80a.jpg,stimuli/fractals/80b.jpg,75.0,-75.0,75.0,-225.0,75.0,75.0,-375.0,225.0
132,5000,,8,LOC,FOIL,stimuli/fractals/109a.jpg,-375.0,-225.0,213.0,OLP,stimuli/fractals/109a.jpg,75.0,225.0,stimuli/fractals/109a.jpg,stimuli/fractals/109b.jpg,stimuli/fractals/109c.jpg,75.0,225.0,75.0,75.0,225.0,225.0,-375.0,-225.0
133,2000,,8,LOC,TARGET,stimuli/fractals/120b.jpg,225.0,-225.0,234.0,ERP,stimuli/fractals/120b.jpg,225.0,-225.0,stimuli/fractals/120b.jpg,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,225.0,-225.0,75.0,-225.0,375.0,-225.0,-375.0,-75.0
134,1000,,8,LOC,FOIL,stimuli/fractals/142c.jpg,375.0,-225.0,236.0,ERP,stimuli/fractals/142c.jpg,-225.0,75.0,stimuli/fractals/142c.jpg,stimuli/fractals/142a.jpg,stimuli/fractals/142b.jpg,-225.0,75.0,-225.0,-75.0,-225.0,225.0,375.0,-225.0
135,4000,,8,LOC,TARGET,stimuli/fractals/20c.jpg,-225.0,225.0,219.0,OLP,stimuli/fractals/20c.jpg,-225.0,225.0,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,stimuli/fractals/20b.jpg,-225.0,225.0,-75.0,225.0,-375.0,225.0,375.0,-75.0
136,2000,,8,LOC,TARGET,stimuli/fractals/123c.jpg,75.0,-75.0,243.0,ERP,stimuli/fractals/123c.jpg,75.0,-75.0,stimuli/fractals/123c.jpg,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,75.0,-75.0,-75.0,-75.0,75.0,-225.0,-375.0,225.0
137,1000,,8,LOC,FOIL,stimuli/fractals/25c.jpg,225.0,-225.0,242.0,LLP,stimuli/fractals/25c.jpg,-225.0,75.0,stimuli/fractals/25c.jpg,stimuli/fractals/25a.jpg,stimuli/fractals/25b.jpg,-225.0,75.0,-375.0,75.0,-75.0,75.0,225.0,-225.0
138,2000,,8,LOC,LURE,stimuli/fractals/130a.jpg,-225.0,-225.0,247.0,ERP,stimuli/fractals/130a.jpg,-375.0,-225.0,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,-375.0,-225.0,-375.0,-75.0,-225.0,-225.0,225.0,225.0
139,3000,,8,LOC,LURE,stimuli/fractals/125b.jpg,-225.0,75.0,244.0,LLP,stimuli/fractals/125b.jpg,-225.0,-75.0,stimuli/fractals/125b.jpg,stimuli/fractals/125c.jpg,stimuli/fractals/125a.jpg,-225.0,-75.0,-225.0,-225.0,-225.0,75.0,375.0,225.0
140,500,,8,LOC,TARGET,stimuli/fractals/129b.jpg,225.0,-225.0,249.0,LLP,stimuli/fractals/129b.jpg,225.0,-225.0,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,stimuli/fractals/129c.jpg,225.0,-225.0,375.0,-225.0,75.0,-225.0,-375.0,225.0
141,5000,,8,LOC,LURE,stimuli/fractals/32a.jpg,-225.0,-225.0,222.0,OLP,stimuli/fractals/32a.jpg,-75.0,-225.0,stimuli/fractals/32a.jpg,stimuli/fractals/32b.jpg,stimuli/fractals/32c.jpg,-75.0,-225.0,75.0,-225.0,-225.0,-225.0,-375.0,225.0
142,2000,,8,LOC,TARGET,stimuli/fractals/111c.jpg,-75.0,225.0,225.0,OLP,stimuli/fractals/111c.jpg,-75.0,225.0,stimuli/fractals/111c.jpg,stimuli/fractals/111b.jpg,stimuli/fractals/111a.jpg,-75.0,225.0,-225.0,225.0,-75.0,75.0,-375.0,-225.0
143,1000,,8,LOC,LURE,stimuli/fractals/86b.jpg,375.0,75.0,226.0,OLP,stimuli/fractals/86b.jpg,375.0,225.0,stimuli/fractals/86b.jpg,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,375.0,225.0,225.0,225.0,375.0,75.0,-375.0,225.0
144,500,,8,LOC,LURE,stimuli/fractals/21c.jpg,-225.0,225.0,233.0,OLP,stimuli/fractals/21c.jpg,-375.0,225.0,stimuli/fractals/21c.jpg,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,-375.0,225.0,-375.0,75.0,-225.0,225.0,225.0,-75.0
