TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
81,1000,1,3,OBJ,OLP,1,2,stimuli/fractals/11c.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,0.06944444444444445
82,4000,1,3,OBJ,OLP,1,2,stimuli/fractals/62c.jpg,-0.0390625,0.06944444444444445,stimuli/fractals/62c.jpg,stimuli/fractals/62b.jpg,stimuli/fractals/62a.jpg,-0.0390625,0.06944444444444445,0.0390625,0.06944444444444445,-0.0390625,-0.06944444444444445,0.1953125,-0.2083333333333333
83,1000,1,3,OBJ,ERP,2,0,stimuli/fractals/117b.jpg,-0.1953125,-0.2083333333333333,stimuli/fractals/117b.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117a.jpg,-0.1953125,-0.2083333333333333,-0.1171875,-0.2083333333333333,-0.1953125,-0.06944444444444445,0.0390625,0.06944444444444445
84,3000,1,3,OBJ,OLP,2,0,stimuli/fractals/11b.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,0.06944444444444445
85,500,1,3,OBJ,OLP,2,0,stimuli/fractals/62b.jpg,-0.0390625,0.06944444444444445,stimuli/fractals/62c.jpg,stimuli/fractals/62b.jpg,stimuli/fractals/62a.jpg,-0.0390625,0.06944444444444445,0.0390625,0.06944444444444445,-0.0390625,-0.06944444444444445,0.1953125,-0.2083333333333333
86,3000,1,3,OBJ,OLP,1,1,stimuli/fractals/136a.jpg,-0.0390625,0.06944444444444445,stimuli/fractals/136a.jpg,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,-0.0390625,0.06944444444444445,-0.1171875,0.06944444444444445,-0.0390625,0.2083333333333333,0.1953125,-0.2083333333333333
87,2000,1,3,OBJ,OLP,1,1,stimuli/fractals/4b.jpg,0.0390625,0.2083333333333333,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,-0.0390625,0.2083333333333333,-0.1953125,-0.06944444444444445
88,3000,1,3,OBJ,OLP,2,0,stimuli/fractals/136b.jpg,-0.0390625,0.06944444444444445,stimuli/fractals/136a.jpg,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,-0.0390625,0.06944444444444445,-0.1171875,0.06944444444444445,-0.0390625,0.2083333333333333,0.1953125,-0.2083333333333333
89,3000,1,3,OBJ,OLP,2,0,stimuli/fractals/4c.jpg,0.0390625,0.2083333333333333,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,-0.0390625,0.2083333333333333,-0.1953125,-0.06944444444444445
90,4000,1,3,OBJ,OLP,1,4,stimuli/fractals/80c.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/80c.jpg,stimuli/fractals/80b.jpg,stimuli/fractals/80a.jpg,0.0390625,-0.2083333333333333,0.1171875,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1171875,0.2083333333333333
91,3000,1,3,OBJ,ERP,1,2,stimuli/fractals/144b.jpg,-0.1953125,-0.2083333333333333,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,stimuli/fractals/144a.jpg,-0.1953125,-0.2083333333333333,-0.1953125,-0.06944444444444445,-0.1171875,-0.2083333333333333,0.1171875,0.2083333333333333
92,2000,1,3,OBJ,OLP,1,3,stimuli/fractals/141a.jpg,-0.1953125,-0.06944444444444445,stimuli/fractals/141a.jpg,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,-0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333,-0.1171875,-0.06944444444444445,0.1171875,0.2083333333333333
93,8000,1,3,OBJ,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
94,1000,1,3,OBJ,ERP,2,0,stimuli/fractals/144b.jpg,0.1171875,0.06944444444444445,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,stimuli/fractals/144a.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
95,500,1,3,OBJ,OLP,2,0,stimuli/fractals/80b.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/80c.jpg,stimuli/fractals/80b.jpg,stimuli/fractals/80a.jpg,0.0390625,-0.2083333333333333,0.1171875,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1171875,0.2083333333333333
96,2000,1,3,OBJ,OLP,2,0,stimuli/fractals/141c.jpg,-0.1953125,-0.06944444444444445,stimuli/fractals/141a.jpg,stimuli/fractals/141c.jpg,stimuli/fractals/141b.jpg,-0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333,-0.1171875,-0.06944444444444445,0.1171875,0.2083333333333333
97,2000,1,4,LOC,ERP,1,3,stimuli/fractals/65a.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,0.1171875,-0.2083333333333333,0.1171875,-0.06944444444444445,0.0390625,-0.2083333333333333,-0.1953125,0.2083333333333333
98,6000,1,4,LOC,ERP,1,4,stimuli/fractals/17c.jpg,0.1953125,0.2083333333333333,stimuli/fractals/17c.jpg,stimuli/fractals/17a.jpg,stimuli/fractals/17b.jpg,0.1953125,0.2083333333333333,0.1171875,0.2083333333333333,0.1953125,0.06944444444444445,-0.1171875,-0.2083333333333333
99,4000,1,4,LOC,LLP,1,5,stimuli/fractals/143c.jpg,0.0390625,0.06944444444444445,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,stimuli/fractals/143a.jpg,0.0390625,0.06944444444444445,-0.0390625,0.06944444444444445,0.1171875,0.06944444444444445,-0.1953125,-0.2083333333333333
100,3000,1,4,LOC,LLP,1,1,stimuli/fractals/51c.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,stimuli/fractals/51a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.1171875,-0.2083333333333333,0.1953125,0.2083333333333333
101,6000,1,4,LOC,ERP,2,0,stimuli/fractals/65a.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,0.1171875,-0.2083333333333333,0.1171875,-0.06944444444444445,0.0390625,-0.2083333333333333,-0.1953125,0.2083333333333333
102,2000,1,4,LOC,LLP,2,0,stimuli/fractals/51c.jpg,-0.0390625,-0.2083333333333333,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,stimuli/fractals/51a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.1171875,-0.2083333333333333,0.1953125,0.2083333333333333
103,1000,1,4,LOC,ERP,2,0,stimuli/fractals/17c.jpg,0.1953125,0.2083333333333333,stimuli/fractals/17c.jpg,stimuli/fractals/17a.jpg,stimuli/fractals/17b.jpg,0.1953125,0.2083333333333333,0.1171875,0.2083333333333333,0.1953125,0.06944444444444445,-0.1171875,-0.2083333333333333
104,3000,1,4,LOC,LLP,1,2,stimuli/fractals/29c.jpg,-0.1171875,-0.2083333333333333,stimuli/fractals/29c.jpg,stimuli/fractals/29b.jpg,stimuli/fractals/29a.jpg,-0.1171875,-0.2083333333333333,-0.1171875,-0.06944444444444445,-0.0390625,-0.2083333333333333,0.1171875,0.06944444444444445
105,1000,1,4,LOC,LLP,2,0,stimuli/fractals/143c.jpg,-0.0390625,0.06944444444444445,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,stimuli/fractals/143a.jpg,0.0390625,0.06944444444444445,-0.0390625,0.06944444444444445,0.1171875,0.06944444444444445,-0.1953125,-0.2083333333333333
106,1000,1,4,LOC,ERP,1,1,stimuli/fractals/109c.jpg,0.1171875,0.2083333333333333,stimuli/fractals/109c.jpg,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,0.1171875,0.2083333333333333,0.0390625,0.2083333333333333,0.1953125,0.2083333333333333,-0.1171875,-0.2083333333333333
107,1000,1,4,LOC,LLP,2,0,stimuli/fractals/29c.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/29c.jpg,stimuli/fractals/29b.jpg,stimuli/fractals/29a.jpg,-0.1171875,-0.2083333333333333,-0.1171875,-0.06944444444444445,-0.0390625,-0.2083333333333333,0.1171875,0.06944444444444445
108,5000,1,4,LOC,ERP,2,0,stimuli/fractals/109c.jpg,0.1171875,0.2083333333333333,stimuli/fractals/109c.jpg,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,0.1171875,0.2083333333333333,0.0390625,0.2083333333333333,0.1953125,0.2083333333333333,-0.1171875,-0.2083333333333333
109,2000,1,4,LOC,LLP,1,5,stimuli/fractals/108a.jpg,0.0390625,0.2083333333333333,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,0.1171875,0.2083333333333333,0.1953125,-0.2083333333333333
110,1000,1,4,LOC,LLP,1,2,stimuli/fractals/131a.jpg,-0.1953125,-0.06944444444444445,stimuli/fractals/131a.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,-0.1953125,-0.06944444444444445,-0.1171875,-0.06944444444444445,-0.1953125,-0.2083333333333333,0.1953125,0.2083333333333333
111,2000,1,4,LOC,LLP,1,4,stimuli/fractals/35a.jpg,0.0390625,0.2083333333333333,stimuli/fractals/35a.jpg,stimuli/fractals/35b.jpg,stimuli/fractals/35c.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,-0.0390625,0.2083333333333333,-0.1953125,-0.2083333333333333
112,5000,1,4,LOC,LLP,1,4,stimuli/fractals/89c.jpg,0.1171875,0.06944444444444445,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
113,1000,1,4,LOC,LLP,2,0,stimuli/fractals/131a.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/131a.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,-0.1953125,-0.06944444444444445,-0.1171875,-0.06944444444444445,-0.1953125,-0.2083333333333333,0.1953125,0.2083333333333333
114,1000,1,4,LOC,LLP,1,3,stimuli/fractals/106a.jpg,0.0390625,-0.06944444444444445,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,0.0390625,-0.06944444444444445,0.0390625,-0.2083333333333333,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
115,2000,1,4,LOC,LLP,2,0,stimuli/fractals/108a.jpg,0.0390625,0.06944444444444445,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,0.1171875,0.2083333333333333,0.1953125,-0.2083333333333333
116,5000,1,4,LOC,LLP,2,0,stimuli/fractals/35a.jpg,0.0390625,0.06944444444444445,stimuli/fractals/35a.jpg,stimuli/fractals/35b.jpg,stimuli/fractals/35c.jpg,0.0390625,0.2083333333333333,0.0390625,0.06944444444444445,-0.0390625,0.2083333333333333,-0.1953125,-0.2083333333333333
117,6000,1,4,LOC,LLP,2,0,stimuli/fractals/89c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
118,2000,1,4,LOC,LLP,2,0,stimuli/fractals/106a.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,0.0390625,-0.06944444444444445,0.0390625,-0.2083333333333333,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
119,500,1,4,LOC,ERP,1,3,stimuli/fractals/95c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/95c.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95b.jpg,0.1953125,0.06944444444444445,0.1171875,0.06944444444444445,0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333
120,1000,1,4,LOC,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
121,3000,1,4,LOC,LLP,1,5,stimuli/fractals/107b.jpg,0.1171875,0.06944444444444445,stimuli/fractals/107b.jpg,stimuli/fractals/107c.jpg,stimuli/fractals/107a.jpg,0.1171875,0.06944444444444445,0.1171875,0.2083333333333333,0.1953125,0.06944444444444445,-0.1953125,-0.2083333333333333
122,1000,1,4,LOC,LLP,1,1,stimuli/fractals/115c.jpg,0.1953125,0.2083333333333333,stimuli/fractals/115c.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115a.jpg,0.1953125,0.2083333333333333,0.1953125,0.06944444444444445,0.1171875,0.2083333333333333,-0.1953125,-0.2083333333333333
123,2000,1,4,LOC,ERP,2,0,stimuli/fractals/95c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/95c.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95b.jpg,0.1953125,0.06944444444444445,0.1171875,0.06944444444444445,0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333
124,2000,1,4,LOC,LLP,2,0,stimuli/fractals/115c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/115c.jpg,stimuli/fractals/115b.jpg,stimuli/fractals/115a.jpg,0.1953125,0.2083333333333333,0.1953125,0.06944444444444445,0.1171875,0.2083333333333333,-0.1953125,-0.2083333333333333
125,1000,1,4,LOC,LLP,1,2,stimuli/fractals/77c.jpg,0.1171875,-0.06944444444444445,stimuli/fractals/77c.jpg,stimuli/fractals/77a.jpg,stimuli/fractals/77b.jpg,0.1171875,-0.06944444444444445,0.0390625,-0.06944444444444445,0.1171875,-0.2083333333333333,-0.1953125,-0.2083333333333333
126,1000,1,4,LOC,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
127,500,1,4,LOC,LLP,2,0,stimuli/fractals/107b.jpg,0.1953125,0.06944444444444445,stimuli/fractals/107b.jpg,stimuli/fractals/107c.jpg,stimuli/fractals/107a.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
128,3000,2,4,LOC,LLP,2,0,stimuli/fractals/77c.jpg,0.0390625,-0.06944444444444445,stimuli/fractals/77c.jpg,stimuli/fractals/77a.jpg,stimuli/fractals/77b.jpg,0.1171875,-0.06944444444444445,0.0390625,-0.06944444444444445,0.1171875,-0.2083333333333333,-0.1953125,-0.2083333333333333
129,2000,2,5,OBJ,OLP,1,4,stimuli/fractals/64c.jpg,-0.1953125,0.2083333333333333,stimuli/fractals/64c.jpg,stimuli/fractals/64b.jpg,stimuli/fractals/64a.jpg,-0.1953125,0.2083333333333333,-0.1953125,0.06944444444444445,-0.1171875,0.2083333333333333,0.1953125,-0.06944444444444445
130,2000,2,5,OBJ,OLP,1,2,stimuli/fractals/116a.jpg,0.0390625,-0.06944444444444445,stimuli/fractals/116a.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116c.jpg,0.0390625,-0.06944444444444445,0.1171875,-0.06944444444444445,-0.0390625,-0.06944444444444445,-0.1953125,0.2083333333333333
131,1000,2,5,OBJ,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
132,1000,2,5,OBJ,ERP,1,4,stimuli/fractals/46b.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/46b.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,-0.1171875,-0.06944444444444445,-0.1171875,0.06944444444444445,-0.1953125,-0.06944444444444445,0.1953125,0.06944444444444445
133,1000,2,5,OBJ,OLP,2,0,stimuli/fractals/116b.jpg,0.0390625,-0.06944444444444445,stimuli/fractals/116a.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116c.jpg,0.0390625,-0.06944444444444445,0.1171875,-0.06944444444444445,-0.0390625,-0.06944444444444445,-0.1953125,0.2083333333333333
134,3000,2,5,OBJ,OLP,2,0,stimuli/fractals/64b.jpg,-0.1953125,0.2083333333333333,stimuli/fractals/64c.jpg,stimuli/fractals/64b.jpg,stimuli/fractals/64a.jpg,-0.1953125,0.2083333333333333,-0.1953125,0.06944444444444445,-0.1171875,0.2083333333333333,0.1953125,-0.06944444444444445
135,1000,2,5,OBJ,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
136,3000,2,5,OBJ,OLP,1,2,stimuli/fractals/7b.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,-0.1171875,-0.06944444444444445,-0.1171875,0.06944444444444445,-0.0390625,-0.06944444444444445,0.1953125,0.2083333333333333
137,2000,2,5,OBJ,ERP,2,0,stimuli/fractals/46b.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/46b.jpg,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,-0.1171875,-0.06944444444444445,-0.1171875,0.06944444444444445,-0.1953125,-0.06944444444444445,0.1953125,0.06944444444444445
138,1000,2,5,OBJ,OLP,1,1,stimuli/fractals/31a.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/31a.jpg,stimuli/fractals/31c.jpg,stimuli/fractals/31b.jpg,0.1171875,-0.2083333333333333,0.1953125,-0.2083333333333333,0.1171875,-0.06944444444444445,-0.1953125,-0.06944444444444445
139,2000,2,5,OBJ,OLP,2,0,stimuli/fractals/7a.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,-0.1171875,-0.06944444444444445,-0.1171875,0.06944444444444445,-0.0390625,-0.06944444444444445,0.1953125,0.2083333333333333
140,4000,2,5,OBJ,OLP,2,0,stimuli/fractals/31c.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/31a.jpg,stimuli/fractals/31c.jpg,stimuli/fractals/31b.jpg,0.1171875,-0.2083333333333333,0.1953125,-0.2083333333333333,0.1171875,-0.06944444444444445,-0.1953125,-0.06944444444444445
141,1000,2,5,OBJ,ERP,1,5,stimuli/fractals/124c.jpg,-0.1953125,0.06944444444444445,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,stimuli/fractals/124a.jpg,-0.1953125,0.06944444444444445,-0.1953125,0.2083333333333333,-0.1953125,-0.06944444444444445,0.1953125,0.06944444444444445
142,3000,2,5,OBJ,OLP,1,3,stimuli/fractals/139a.jpg,0.0390625,0.06944444444444445,stimuli/fractals/139a.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139b.jpg,0.0390625,0.06944444444444445,0.0390625,0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,-0.2083333333333333
143,2000,2,5,OBJ,OLP,1,1,stimuli/fractals/126c.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/126c.jpg,stimuli/fractals/126b.jpg,stimuli/fractals/126a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,0.2083333333333333
144,2000,2,5,OBJ,OLP,1,5,stimuli/fractals/79c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/79c.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79b.jpg,0.1953125,0.06944444444444445,0.1953125,-0.06944444444444445,0.1171875,0.06944444444444445,-0.1171875,-0.06944444444444445
145,3000,2,5,OBJ,OLP,2,0,stimuli/fractals/126b.jpg,0.0390625,-0.2083333333333333,stimuli/fractals/126c.jpg,stimuli/fractals/126b.jpg,stimuli/fractals/126a.jpg,0.0390625,-0.2083333333333333,-0.0390625,-0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,0.2083333333333333
146,500,2,5,OBJ,OLP,2,0,stimuli/fractals/139c.jpg,0.0390625,0.06944444444444445,stimuli/fractals/139a.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139b.jpg,0.0390625,0.06944444444444445,0.0390625,0.2083333333333333,0.0390625,-0.06944444444444445,-0.1953125,-0.2083333333333333
147,3000,2,5,OBJ,ERP,2,0,stimuli/fractals/124c.jpg,-0.1953125,0.06944444444444445,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,stimuli/fractals/124a.jpg,-0.1953125,0.06944444444444445,-0.1953125,0.2083333333333333,-0.1953125,-0.06944444444444445,0.1953125,0.06944444444444445
148,1000,2,5,OBJ,OLP,1,4,stimuli/fractals/67c.jpg,-0.0390625,-0.06944444444444445,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,stimuli/fractals/67b.jpg,-0.0390625,-0.06944444444444445,-0.0390625,-0.2083333333333333,-0.1171875,-0.06944444444444445,0.1953125,0.2083333333333333
149,500,2,5,OBJ,OLP,1,1,stimuli/fractals/135c.jpg,0.1953125,-0.2083333333333333,stimuli/fractals/135c.jpg,stimuli/fractals/135a.jpg,stimuli/fractals/135b.jpg,0.1953125,-0.2083333333333333,0.1953125,-0.06944444444444445,0.1171875,-0.2083333333333333,-0.1953125,-0.06944444444444445
150,1000,2,5,OBJ,OLP,2,0,stimuli/fractals/79a.jpg,0.1953125,0.06944444444444445,stimuli/fractals/79c.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79b.jpg,0.1953125,0.06944444444444445,0.1953125,-0.06944444444444445,0.1171875,0.06944444444444445,-0.1171875,-0.06944444444444445
151,2000,2,5,OBJ,OLP,2,0,stimuli/fractals/135a.jpg,0.1953125,-0.2083333333333333,stimuli/fractals/135c.jpg,stimuli/fractals/135a.jpg,stimuli/fractals/135b.jpg,0.1953125,-0.2083333333333333,0.1953125,-0.06944444444444445,0.1171875,-0.2083333333333333,-0.1953125,-0.06944444444444445
152,1000,2,5,OBJ,ERP,1,5,stimuli/fractals/2b.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/2b.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,0.1171875,-0.2083333333333333,0.1171875,-0.06944444444444445,0.1953125,-0.2083333333333333,-0.1953125,-0.06944444444444445
153,4000,2,5,OBJ,OLP,2,0,stimuli/fractals/67a.jpg,-0.0390625,-0.06944444444444445,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,stimuli/fractals/67b.jpg,-0.0390625,-0.06944444444444445,-0.0390625,-0.2083333333333333,-0.1171875,-0.06944444444444445,0.1953125,0.2083333333333333
154,1000,2,5,OBJ,ERP,1,2,stimuli/fractals/105c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/105c.jpg,stimuli/fractals/105b.jpg,stimuli/fractals/105a.jpg,0.1953125,0.06944444444444445,0.1171875,0.06944444444444445,0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333
155,3000,2,5,OBJ,ERP,1,3,stimuli/fractals/96a.jpg,-0.1953125,0.2083333333333333,stimuli/fractals/96a.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96b.jpg,-0.1953125,0.2083333333333333,-0.1171875,0.2083333333333333,-0.1953125,0.06944444444444445,0.1953125,-0.06944444444444445
156,6000,2,5,OBJ,OLP,1,3,stimuli/fractals/39b.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/39b.jpg,stimuli/fractals/39c.jpg,stimuli/fractals/39a.jpg,-0.1171875,-0.06944444444444445,-0.1953125,-0.06944444444444445,-0.1171875,0.06944444444444445,0.1953125,0.2083333333333333
157,4000,2,5,OBJ,ERP,2,0,stimuli/fractals/105c.jpg,0.1953125,0.06944444444444445,stimuli/fractals/105c.jpg,stimuli/fractals/105b.jpg,stimuli/fractals/105a.jpg,0.1953125,0.06944444444444445,0.1171875,0.06944444444444445,0.1953125,-0.06944444444444445,-0.1953125,-0.2083333333333333
158,6000,2,5,OBJ,ERP,2,0,stimuli/fractals/2b.jpg,0.1171875,-0.2083333333333333,stimuli/fractals/2b.jpg,stimuli/fractals/2c.jpg,stimuli/fractals/2a.jpg,0.1171875,-0.2083333333333333,0.1171875,-0.06944444444444445,0.1953125,-0.2083333333333333,-0.1953125,-0.06944444444444445
159,1000,2,5,OBJ,ERP,2,0,stimuli/fractals/96a.jpg,-0.1953125,0.2083333333333333,stimuli/fractals/96a.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96b.jpg,-0.1953125,0.2083333333333333,-0.1171875,0.2083333333333333,-0.1953125,0.06944444444444445,0.1953125,-0.06944444444444445
160,500,2,5,OBJ,OLP,2,0,stimuli/fractals/39c.jpg,-0.1171875,-0.06944444444444445,stimuli/fractals/39b.jpg,stimuli/fractals/39c.jpg,stimuli/fractals/39a.jpg,-0.1171875,-0.06944444444444445,-0.1953125,-0.06944444444444445,-0.1171875,0.06944444444444445,0.1953125,0.2083333333333333
161,1000,2,6,LOC,LLP,1,4,stimuli/fractals/63b.jpg,-0.0390625,-0.2083333333333333,stimuli/fractals/63b.jpg,stimuli/fractals/63c.jpg,stimuli/fractals/63a.jpg,-0.0390625,-0.2083333333333333,-0.1171875,-0.2083333333333333,-0.0390625,-0.06944444444444445,0.1953125,0.2083333333333333
162,3000,2,6,LOC,LLP,1,1,stimuli/fractals/86a.jpg,-0.1171875,0.06944444444444445,stimuli/fractals/86a.jpg,stimuli/fractals/86b.jpg,stimuli/fractals/86c.jpg,-0.1171875,0.06944444444444445,-0.1953125,0.06944444444444445,-0.0390625,0.06944444444444445,0.1953125,-0.2083333333333333
163,2000,2,6,LOC,BL,0,0,stimuli/fractals/92a.jpg,0.1171875,0.06944444444444445,stimuli/fractals/92a.jpg,stimuli/fractals/92c.jpg,stimuli/fractals/92b.jpg,0.1171875,0.06944444444444445,0.1953125,0.06944444444444445,0.1171875,-0.06944444444444445,-0.1953125,0.2083333333333333
