experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,enc_trial_key.rt,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_continue_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,rec_fx_key.rt,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,LLP,2,stimuli/fractals/105c.jpg,225,225,2000,,0.6515,,,0,2,2,2,1,87,2,0,stimuli/fractals/105c.jpg,stimuli/fractals/105a.jpg,stimuli/fractals/105b.jpg,225,75,225,225,375,75,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/44c.jpg,-75,-75,3000,,0.90413,,,0,3,3,3,1,88,2,1,stimuli/fractals/44c.jpg,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,OLP,2,stimuli/fractals/26a.jpg,-225,225,3000,,2.08708,,,0,4,4,4,1,89,2,0,stimuli/fractals/26b.jpg,stimuli/fractals/26a.jpg,stimuli/fractals/26c.jpg,-225,225,-375,225,-225,75,75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/44a.jpg,-75,-75,4000,,0.86153,,,0,5,5,5,1,90,2,0,stimuli/fractals/44c.jpg,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,1,stimuli/fractals/144b.jpg,-375,75,3000,,1.23395,,,0,6,6,6,1,91,2,3,stimuli/fractals/144b.jpg,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,-375,75,-375,225,-225,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/55b.jpg,225,75,2000,,0.8667,,,0,7,7,7,1,92,2,3,stimuli/fractals/55b.jpg,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,225,75,225,225,375,75,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/30a.jpg,-75,-225,8000,,0.88316,,,0,8,8,8,1,93,2,5,stimuli/fractals/30a.jpg,stimuli/fractals/30c.jpg,stimuli/fractals/30b.jpg,-75,-225,75,-225,-225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/72a.jpg,-375,225,1000,,1.164715,,,0,9,9,9,1,94,2,5,stimuli/fractals/72a.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72c.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,2,stimuli/fractals/144b.jpg,-375,75,500,,1.517235,,,0,10,10,10,1,95,2,0,stimuli/fractals/144b.jpg,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,-375,75,-375,225,-225,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,2,stimuli/fractals/55b.jpg,225,75,2000,,2.36653,,,0,11,11,11,1,96,2,0,stimuli/fractals/55b.jpg,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,225,75,225,225,375,75,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/83c.jpg,225,75,2000,,1.425445,,,0,12,12,12,1,97,2,4,stimuli/fractals/83c.jpg,stimuli/fractals/83a.jpg,stimuli/fractals/83b.jpg,225,75,75,75,225,225,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/66a.jpg,375,75,6000,,0.74864,,,0,13,13,13,1,98,2,4,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,stimuli/fractals/66b.jpg,375,75,375,-75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/30c.jpg,-75,-225,4000,,0.639115,,,0,14,14,14,1,99,2,0,stimuli/fractals/30a.jpg,stimuli/fractals/30c.jpg,stimuli/fractals/30b.jpg,-75,-225,75,-225,-225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/72a.jpg,-375,75,3000,,1.75385,,,0,15,15,15,1,100,2,0,stimuli/fractals/72a.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72c.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/76a.jpg,225,-75,6000,,0.640855,,,0,16,16,16,1,101,2,2,stimuli/fractals/76a.jpg,stimuli/fractals/76c.jpg,stimuli/fractals/76b.jpg,225,-75,225,75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/83c.jpg,75,75,2000,,1.986625,,,0,17,17,17,1,102,2,0,stimuli/fractals/83c.jpg,stimuli/fractals/83a.jpg,stimuli/fractals/83b.jpg,225,75,75,75,225,225,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/66a.jpg,375,75,1000,,0.753925,,,0,18,18,18,1,103,2,0,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,stimuli/fractals/66b.jpg,375,75,375,-75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/76a.jpg,225,75,3000,,0.65864,,,0,19,19,19,1,104,2,0,stimuli/fractals/76a.jpg,stimuli/fractals/76c.jpg,stimuli/fractals/76b.jpg,225,-75,225,75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,BL,0,stimuli/fractals/64a.jpg,225,-75,1000,,1.82346,,,0,20,20,20,1,105,2,0,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,stimuli/fractals/64c.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/77a.jpg,225,-225,1000,,0.821905,,,0,21,21,21,1,106,2,4,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,225,-225,75,-225,225,-75,-375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,OLP,1,stimuli/fractals/38a.jpg,-225,75,1000,,0.933875,,,0,22,22,22,1,107,2,5,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,-225,75,-375,75,-75,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/5c.jpg,375,-225,5000,,1.684465,,,0,23,23,23,1,108,2,5,stimuli/fractals/5c.jpg,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,375,-225,375,-75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,1,stimuli/fractals/145a.jpg,225,-75,2000,,1.00455,,,0,24,24,24,1,109,2,2,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,stimuli/fractals/145c.jpg,225,-75,225,-225,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,1,stimuli/fractals/40c.jpg,375,75,1000,,0.817595,,,0,25,25,25,1,110,2,4,stimuli/fractals/40c.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40a.jpg,375,75,375,-75,225,75,-225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/77a.jpg,225,-225,2000,,0.642595,,,0,26,26,26,1,111,2,0,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,225,-225,75,-225,225,-75,-375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,OLP,2,stimuli/fractals/145b.jpg,225,-75,5000,,0.986705,,,0,27,27,27,1,112,2,0,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,stimuli/fractals/145c.jpg,225,-75,225,-225,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,OLP,2,stimuli/fractals/38b.jpg,-225,75,1000,,1.045565,,,0,28,28,28,1,113,2,0,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,-225,75,-375,75,-75,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,2,stimuli/fractals/5c.jpg,375,-75,1000,,0.70668,,,0,29,29,29,1,114,2,0,stimuli/fractals/5c.jpg,stimuli/fractals/5b.jpg,stimuli/fractals/5a.jpg,375,-225,375,-75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,ERP,2,stimuli/fractals/40c.jpg,375,75,2000,,1.21351,,,0,30,30,30,1,115,2,0,stimuli/fractals/40c.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40a.jpg,375,75,375,-75,225,75,-225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/127a.jpg,-375,75,5000,,1.083415,,,0,31,31,31,1,116,2,3,stimuli/fractals/127a.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127b.jpg,-375,75,-375,225,-375,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/93c.jpg,-225,225,6000,,0.759575,,,0,32,32,32,1,117,2,1,stimuli/fractals/93c.jpg,stimuli/fractals/93a.jpg,stimuli/fractals/93b.jpg,-225,225,-225,75,-75,225,375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/9c.jpg,-375,-225,2000,,0.709085,,,0,33,33,33,1,118,2,3,stimuli/fractals/9c.jpg,stimuli/fractals/9b.jpg,stimuli/fractals/9a.jpg,-375,-225,-375,-75,-225,-225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,LLP,2,stimuli/fractals/93c.jpg,-225,75,500,,1.29792,,,0,34,34,34,1,119,2,0,stimuli/fractals/93c.jpg,stimuli/fractals/93a.jpg,stimuli/fractals/93b.jpg,-225,225,-225,75,-75,225,375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/127a.jpg,-375,75,1000,,0.874435,,,0,35,35,35,1,120,2,0,stimuli/fractals/127a.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127b.jpg,-375,75,-375,225,-375,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,LLP,1,stimuli/fractals/106b.jpg,225,-75,3000,,1.456165,,,0,36,36,36,1,121,2,2,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,225,-75,75,-75,375,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,LLP,2,stimuli/fractals/9c.jpg,-375,-75,1000,,1.31639,,,0,37,37,37,1,122,2,0,stimuli/fractals/9c.jpg,stimuli/fractals/9b.jpg,stimuli/fractals/9a.jpg,-375,-225,-375,-75,-225,-225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,1,stimuli/fractals/58b.jpg,-375,225,2000,,0.827085,,,0,38,38,38,1,123,2,1,stimuli/fractals/58b.jpg,stimuli/fractals/58a.jpg,stimuli/fractals/58c.jpg,-375,225,-375,75,-225,225,-75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,,,,,,,,LLP,2,stimuli/fractals/106b.jpg,75,-75,2000,,0.801955,,,0,39,39,39,1,124,2,0,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,225,-75,75,-75,375,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,ERP,2,stimuli/fractals/58b.jpg,-375,225,1000,,1.03289,,,0,40,40,40,1,125,2,0,stimuli/fractals/58b.jpg,stimuli/fractals/58a.jpg,stimuli/fractals/58c.jpg,-375,225,-375,75,-225,225,-75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,jUXDHrfV,igen,igen,2020-07-10_11h51.39.253,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,,,,,,,,BL,0,stimuli/fractals/64a.jpg,225,-75,1000,,0.87475,,,0,41,41,41,1,126,2,0,stimuli/fractals/64a.jpg,stimuli/fractals/64b.jpg,stimuli/fractals/64c.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
