TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,run_1.thisRepN,run_1.thisTrialN,run_1.thisN,run_1.thisIndex,setup_text.started,setup_text.stopped,main_image.started,main_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2000,1,OLP,1,3,stimuli/fractals/101b.jpg,212.1320344,212.1320344,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,0,0,0,0,8.468545998999616,None,9.533815438000602,None,456,001,2020_ápr_11_1705,trk-encoding,2020.1.0,545.0373935597842,
2,6000,1,OLP,1,3,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,0,1,1,1,,,10.497164301999874,None,456,001,2020_ápr_11_1705,trk-encoding,2020.1.0,545.0373935597842,
3,2000,1,LLP,1,5,stimuli/fractals/76b.jpg,212.1320344,212.1320344,stimuli/fractals/76b.jpg,stimuli/fractals/76c.jpg,stimuli/fractals/76a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,0,2,2,2,,,11.493939481999405,None,456,001,2020_ápr_11_1705,trk-encoding,2020.1.0,545.0373935597842,
4,1000,1,ERP,1,2,stimuli/fractals/19a.jpg,212.1320344,-212.1320344,stimuli/fractals/19a.jpg,stimuli/fractals/19c.jpg,stimuli/fractals/19b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,0,3,3,3,,,12.494218468997133,None,456,001,2020_ápr_11_1705,trk-encoding,2020.1.0,545.0373935597842,
