Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,comprehension_continue_key.rt,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,enc_fx_key.rt,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,OLP,1.0,stimuli/fractals/93a.jpg,375.0,-75.0,6000.0,,2.0,1.0,3.0,stimuli/fractals/93a.jpg,stimuli/fractals/93c.jpg,stimuli/fractals/93b.jpg,375,-75,375,75,375,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.1867940999946,None,228.1867940999946,None,None,228.1867940999946,None,234.203314399987,None,234.203314399987,None,None,234.203314399987,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/124b.jpg,75.0,-75.0,2000.0,,3.0,1.0,5.0,stimuli/fractals/124b.jpg,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,75,-75,225,-75,-75,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.20324529999925,None,237.20324529999925,None,None,237.20324529999925,None,239.2365068999934,None,239.2365068999934,None,None,239.2365068999934,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/111c.jpg,-75.0,225.0,1000.0,,4.0,1.0,2.0,stimuli/fractals/111c.jpg,stimuli/fractals/111b.jpg,stimuli/fractals/111a.jpg,-75,225,-75,75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.21980009999243,None,242.21980009999243,None,None,242.21980009999243,None,243.25308409999707,None,243.25308409999707,None,None,243.25308409999707,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/53b.jpg,375.0,225.0,5000.0,,5.0,1.0,0.0,stimuli/fractals/53c.jpg,stimuli/fractals/53b.jpg,stimuli/fractals/53a.jpg,375,225,375,75,225,225,-225,-225,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.2363408999954,None,246.2363408999954,None,None,246.2363408999954,None,251.25287959999696,None,251.25287959999696,None,None,251.25287959999696,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/93c.jpg,375.0,-75.0,3000.0,,6.0,1.0,0.0,stimuli/fractals/93a.jpg,stimuli/fractals/93c.jpg,stimuli/fractals/93b.jpg,375,-75,375,75,375,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.2528033999988,None,254.2528033999988,None,None,254.2528033999988,None,257.2693959999888,None,257.2693959999888,None,None,257.2693959999888,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/111c.jpg,-75.0,225.0,6000.0,,7.0,1.0,0.0,stimuli/fractals/111c.jpg,stimuli/fractals/111b.jpg,stimuli/fractals/111a.jpg,-75,225,-75,75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.26935099999537,None,260.26935099999537,None,None,260.26935099999537,None,266.2858460999996,None,266.2858460999996,None,None,266.2858460999996,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/61b.jpg,-75.0,-75.0,2000.0,,8.0,1.0,5.0,stimuli/fractals/61b.jpg,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,-75,-75,75,-75,-75,75,375,225,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.2858983999904,None,269.2858983999904,None,None,269.2858983999904,None,271.31917509999766,None,271.31917509999766,None,None,271.31917509999766,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/124b.jpg,225.0,-75.0,2000.0,,9.0,1.0,0.0,stimuli/fractals/124b.jpg,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,75,-75,225,-75,-75,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3024449999939,None,274.3024449999939,None,None,274.3024449999939,None,276.3190528999985,None,276.3190528999985,None,None,276.3190528999985,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/12a.jpg,-75.0,225.0,3000.0,,10.0,1.0,4.0,stimuli/fractals/12a.jpg,stimuli/fractals/12b.jpg,stimuli/fractals/12c.jpg,-75,225,75,225,-225,225,375,-75,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.3189941999881,None,279.3189941999881,None,None,279.3189941999881,None,282.3522363999946,None,282.3522363999946,None,None,282.3522363999946,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/7a.jpg,-225.0,75.0,2000.0,,11.0,1.0,1.0,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,-225,75,-375,75,-225,-75,375,-75,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.335520099994,None,285.335520099994,None,None,285.335520099994,None,287.36878109999816,None,287.36878109999816,None,None,287.36878109999816,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/109b.jpg,-75.0,-225.0,2000.0,,12.0,1.0,4.0,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,stimuli/fractals/109c.jpg,-75,-225,-75,-75,-225,-225,375,225,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.35203439999896,None,290.35203439999896,None,None,290.35203439999896,None,292.38531619998685,None,292.38531619998685,None,None,292.38531619998685,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/7a.jpg,-225.0,75.0,2000.0,,13.0,1.0,0.0,stimuli/fractals/7a.jpg,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,-225,75,-375,75,-225,-75,375,-75,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.36856949998764,None,295.36856949998764,None,None,295.36856949998764,None,297.3852273999946,None,297.3852273999946,None,None,297.3852273999946,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/61b.jpg,-75.0,-75.0,500.0,,14.0,1.0,0.0,stimuli/fractals/61b.jpg,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,-75,-75,75,-75,-75,75,375,225,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.38514239998767,None,300.38514239998767,None,None,300.38514239998767,None,300.9017775999964,None,300.9017775999964,None,None,300.9017775999964,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/12a.jpg,75.0,225.0,500.0,,15.0,1.0,0.0,stimuli/fractals/12a.jpg,stimuli/fractals/12b.jpg,stimuli/fractals/12c.jpg,-75,225,75,225,-225,225,375,-75,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.90170789998956,None,303.90170789998956,None,None,303.90170789998956,None,304.4183639999974,None,304.4183639999974,None,None,304.4183639999974,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/89c.jpg,75.0,225.0,1000.0,,16.0,1.0,2.0,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,75,225,-75,225,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.4182889999938,None,307.4182889999938,None,None,307.4182889999938,None,308.45159019999846,None,308.45159019999846,None,None,308.45159019999846,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/109a.jpg,-75.0,-225.0,3000.0,,17.0,1.0,0.0,stimuli/fractals/109b.jpg,stimuli/fractals/109a.jpg,stimuli/fractals/109c.jpg,-75,-225,-75,-75,-225,-225,375,225,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4348514999874,None,311.4348514999874,None,None,311.4348514999874,None,314.4514540999953,None,314.4514540999953,None,None,314.4514540999953,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/142b.jpg,75.0,-75.0,4000.0,,18.0,1.0,1.0,stimuli/fractals/142b.jpg,stimuli/fractals/142a.jpg,stimuli/fractals/142c.jpg,75,-75,-75,-75,75,75,-375,225,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4513702999975,None,317.4513702999975,None,None,317.4513702999975,None,321.48464409999724,None,321.48464409999724,None,None,321.48464409999724,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/89c.jpg,-75.0,225.0,1000.0,,19.0,1.0,0.0,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,75,225,-75,225,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4678600999905,None,324.4678600999905,None,None,324.4678600999905,None,325.4845231999934,None,325.4845231999934,None,None,325.4845231999934,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/142a.jpg,75.0,-75.0,2000.0,,20.0,1.0,0.0,stimuli/fractals/142b.jpg,stimuli/fractals/142a.jpg,stimuli/fractals/142c.jpg,75,-75,-75,-75,75,75,-375,225,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.48441319999984,None,328.48441319999984,None,None,328.48441319999984,None,330.50106049999886,None,330.50106049999886,None,None,330.50106049999886,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,BL,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,5000.0,,21.0,1.0,0.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.5010065999959,None,333.5010065999959,None,None,333.5010065999959,None,338.53417319999426,None,338.53417319999426,None,None,338.53417319999426,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/99c.jpg,375.0,75.0,1000.0,,22.0,1.0,3.0,stimuli/fractals/99c.jpg,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,375,75,375,225,225,75,-225,-225,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.5174360999954,None,341.5174360999954,None,None,341.5174360999954,None,342.5507755999861,None,342.5507755999861,None,None,342.5507755999861,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/45b.jpg,75.0,75.0,2000.0,,23.0,1.0,5.0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,75,75,-75,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.53400869999314,None,345.53400869999314,None,None,345.53400869999314,None,347.56729169999016,None,347.56729169999016,None,None,347.56729169999016,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/21a.jpg,375.0,225.0,1000.0,,24.0,1.0,2.0,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,375,225,375,75,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.55056559998775,None,350.55056559998775,None,None,350.55056559998775,None,351.5838956999942,None,351.5838956999942,None,None,351.5838956999942,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/14c.jpg,-75.0,75.0,2000.0,,25.0,1.0,5.0,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-75,75,-75,225,75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.567097799998,None,354.567097799998,None,None,354.567097799998,None,356.6003839999903,None,356.6003839999903,None,None,356.6003839999903,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/99c.jpg,375.0,75.0,1000.0,,26.0,1.0,0.0,stimuli/fractals/99c.jpg,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,375,75,375,225,225,75,-225,-225,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.5836691000004,None,359.5836691000004,None,None,359.5836691000004,None,360.6002840000001,None,360.6002840000001,None,None,360.6002840000001,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/21a.jpg,375.0,225.0,5000.0,,27.0,1.0,0.0,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,375,225,375,75,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6002251999889,None,363.6002251999889,None,None,363.6002251999889,None,368.6167553999985,None,368.6167553999985,None,None,368.6167553999985,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/51a.jpg,225.0,225.0,2000.0,,28.0,1.0,3.0,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,225,225,75,225,375,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.6166911999899,None,371.6166911999899,None,None,371.6166911999899,None,373.64999649999663,None,373.64999649999663,None,None,373.64999649999663,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/45b.jpg,-75.0,75.0,4000.0,,29.0,1.0,0.0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,75,75,-75,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.6332265999954,None,376.6332265999954,None,None,376.6332265999954,None,380.6498075999989,None,380.6498075999989,None,None,380.6498075999989,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/114a.jpg,-75.0,75.0,1000.0,,30.0,1.0,2.0,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,-75,75,-225,75,75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.64970639999956,None,383.64970639999956,None,None,383.64970639999956,None,384.6830479999917,None,384.6830479999917,None,None,384.6830479999917,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/14c.jpg,-75.0,75.0,3000.0,,31.0,1.0,0.0,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-75,75,-75,225,75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.6662878999923,None,387.6662878999923,None,None,387.6662878999923,None,390.69953189999796,None,390.69953189999796,None,None,390.69953189999796,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/51c.jpg,225.0,225.0,4000.0,,32.0,1.0,0.0,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,225,225,75,225,375,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.68281719999504,None,393.68281719999504,None,None,393.68281719999504,None,397.6993918999942,None,397.6993918999942,None,None,397.6993918999942,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/114b.jpg,-75.0,75.0,1000.0,,33.0,1.0,0.0,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,-75,75,-225,75,75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.69931449998694,None,400.69931449998694,None,None,400.69931449998694,None,401.71594569999434,None,401.71594569999434,None,None,401.71594569999434,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/23a.jpg,-375.0,-75.0,3000.0,,34.0,1.0,4.0,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-375,-75,-375,-225,-225,-75,375,225,,,,,,,,,,,,,0,0,0,0,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.71585889998823,None,404.71585889998823,None,None,404.71585889998823,None,407.73245179999503,None,407.73245179999503,None,None,407.73245179999503,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/25c.jpg,-375.0,225.0,7000.0,,35.0,1.0,1.0,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,-375,225,-225,225,-375,75,375,-75,,,,,,,,,,,,,0,0,0,0,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.73238349999883,None,410.73238349999883,None,None,410.73238349999883,None,417.76554639999813,None,417.76554639999813,None,None,417.76554639999813,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
