Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,comprehension_continue_key.rt,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,enc_fx_key.rt,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,LLP,1.0,stimuli/fractals/84c.jpg,375.0,-75.0,1000.0,,36.0,1.0,4.0,stimuli/fractals/84c.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84b.jpg,375,-75,225,-75,375,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.74880419998954,None,420.74880419998954,None,None,420.74880419998954,None,421.78210249998665,None,421.78210249998665,None,None,421.78210249998665,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/25b.jpg,-375.0,225.0,1000.0,,37.0,1.0,0.0,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,-375,225,-225,225,-375,75,375,-75,,,,,,,,,,,,,0,0,0,0,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.7653594999865,None,424.7653594999865,None,None,424.7653594999865,None,425.78203979998943,None,425.78203979998943,None,None,425.78203979998943,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/49a.jpg,-375.0,75.0,3000.0,,38.0,1.0,1.0,stimuli/fractals/49a.jpg,stimuli/fractals/49c.jpg,stimuli/fractals/49b.jpg,-375,75,-375,-75,-375,225,375,75,,,,,,,,,,,,,0,0,0,0,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.78191789999255,None,428.78191789999255,None,None,428.78191789999255,None,431.81516989998636,None,431.81516989998636,None,None,431.81516989998636,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/23a.jpg,-375.0,-75.0,2000.0,,39.0,1.0,0.0,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-375,-75,-375,-225,-225,-75,375,225,,,,,,,,,,,,,0,0,0,0,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.79843169999367,None,434.79843169999367,None,None,434.79843169999367,None,436.81507099999,None,436.81507099999,None,None,436.81507099999,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/49a.jpg,-375.0,-75.0,1000.0,,40.0,1.0,0.0,stimuli/fractals/49a.jpg,stimuli/fractals/49c.jpg,stimuli/fractals/49b.jpg,-375,75,-375,-75,-375,225,375,75,,,,,,,,,,,,,0,0,0,0,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.8150120999926,None,439.8150120999926,None,None,439.8150120999926,None,440.8316263999877,None,440.8316263999877,None,None,440.8316263999877,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/84c.jpg,225.0,-75.0,3000.0,,41.0,1.0,0.0,stimuli/fractals/84c.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84b.jpg,375,-75,225,-75,375,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.83154909999575,None,443.83154909999575,None,None,443.83154909999575,None,446.8648028999887,None,446.8648028999887,None,None,446.8648028999887,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,BL,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,3000.0,,42.0,1.0,0.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.84808239999984,None,449.84808239999984,None,None,449.84808239999984,None,452.86466669999936,None,452.86466669999936,None,None,452.86466669999936,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/108a.jpg,75.0,-75.0,2000.0,,43.0,1.0,2.0,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,75,-75,75,75,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.8646117999888,None,455.8646117999888,None,None,455.8646117999888,None,457.89785909999046,None,457.89785909999046,None,None,457.89785909999046,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/32a.jpg,-75.0,75.0,2000.0,,44.0,1.0,5.0,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-75,75,75,75,-75,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.88112289999845,None,460.88112289999845,None,None,460.88112289999845,None,462.91440259999945,None,462.91440259999945,None,None,462.91440259999945,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/129a.jpg,-375.0,225.0,1000.0,,45.0,1.0,5.0,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.8976638999884,None,465.8976638999884,None,None,465.8976638999884,None,466.93097289999423,None,466.93097289999423,None,None,466.93097289999423,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/108c.jpg,75.0,-75.0,4000.0,,46.0,1.0,0.0,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,75,-75,75,75,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.914240299986,None,469.914240299986,None,None,469.914240299986,None,473.9307967999921,None,473.9307967999921,None,None,473.9307967999921,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/18c.jpg,-375.0,-75.0,1000.0,,47.0,1.0,1.0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,-375,-75,-375,-225,-225,-75,225,-225,,,,,,,,,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.93072029999166,None,476.93072029999166,None,None,476.93072029999166,None,477.9640212999948,None,477.9640212999948,None,None,477.9640212999948,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/59c.jpg,225.0,-225.0,1000.0,,48.0,1.0,3.0,stimuli/fractals/59c.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59b.jpg,225,-225,75,-225,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.9472955999954,None,480.9472955999954,None,None,480.9472955999954,None,481.98058939998737,None,481.98058939998737,None,None,481.98058939998737,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/18c.jpg,-375.0,-225.0,1000.0,,49.0,1.0,0.0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,-375,-75,-375,-225,-225,-75,225,-225,,,,,,,,,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.9638716999907,None,484.9638716999907,None,None,484.9638716999907,None,485.9805070000002,None,485.9805070000002,None,None,485.9805070000002,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/32c.jpg,-75.0,75.0,1000.0,,50.0,1.0,0.0,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-75,75,75,75,-75,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.9804269999877,None,488.9804269999877,None,None,488.9804269999877,None,489.99705719998747,None,489.99705719998747,None,None,489.99705719998747,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/129a.jpg,-375.0,225.0,3000.0,,51.0,1.0,0.0,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.9969882000005,None,492.9969882000005,None,None,492.9969882000005,None,496.0135687999864,None,496.0135687999864,None,None,496.0135687999864,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/59c.jpg,225.0,-225.0,3000.0,,52.0,1.0,0.0,stimuli/fractals/59c.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59b.jpg,225,-225,75,-225,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.01350669999374,None,499.01350669999374,None,None,499.01350669999374,None,502.0301053000003,None,502.0301053000003,None,None,502.0301053000003,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/103a.jpg,-375.0,225.0,500.0,,53.0,1.0,1.0,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,-375,225,-375,75,-225,225,75,-225,,,,,,,,,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.03003629999876,None,505.03003629999876,None,None,505.03003629999876,None,505.56335159999435,None,505.56335159999435,None,None,505.56335159999435,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/98a.jpg,375.0,75.0,1000.0,,54.0,1.0,4.0,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,375,75,375,225,225,75,-75,-225,,,,,,,,,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.5465991999954,None,508.5465991999954,None,None,508.5465991999954,None,509.57990489999065,None,509.57990489999065,None,None,509.57990489999065,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/103c.jpg,-375.0,225.0,1000.0,,55.0,1.0,0.0,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,-375,225,-375,75,-225,225,75,-225,,,,,,,,,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.5631597999891,None,512.5631597999891,None,None,512.5631597999891,None,513.5798130999901,None,513.5798130999901,None,None,513.5798130999901,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,1.0,stimuli/fractals/122a.jpg,-225.0,-75.0,1000.0,,56.0,1.0,4.0,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,stimuli/fractals/122b.jpg,-225,-75,-225,75,-225,-225,375,225,,,,,,,,,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.5797317999968,None,516.5797317999968,None,None,516.5797317999968,None,517.6130732999882,None,517.6130732999882,None,None,517.6130732999882,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/123a.jpg,75.0,-75.0,500.0,,57.0,1.0,2.0,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,75,-75,75,-225,-75,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5962874999968,None,520.5962874999968,None,None,520.5962874999968,None,521.1129512999905,None,521.1129512999905,None,None,521.1129512999905,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,1.0,stimuli/fractals/4b.jpg,75.0,-225.0,2000.0,,58.0,1.0,3.0,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,75,-225,-75,-225,75,-75,-375,75,,,,,,,,,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.1128666000004,None,524.1128666000004,None,None,524.1128666000004,None,526.1461488999921,None,526.1461488999921,None,None,526.1461488999921,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,2.0,stimuli/fractals/98b.jpg,375.0,75.0,500.0,,59.0,1.0,0.0,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,375,75,375,225,225,75,-75,-225,,,,,,,,,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.1294160999969,None,529.1294160999969,None,None,529.1294160999969,None,529.6460691999964,None,529.6460691999964,None,None,529.6460691999964,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/123a.jpg,75.0,-75.0,6000.0,,60.0,1.0,0.0,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,75,-75,75,-225,-75,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.6459885999939,None,532.6459885999939,None,None,532.6459885999939,None,538.6791967999889,None,538.6791967999889,None,None,538.6791967999889,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,LLP,2.0,stimuli/fractals/122a.jpg,-225.0,75.0,8000.0,,61.0,1.0,0.0,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,stimuli/fractals/122b.jpg,-225,-75,-225,75,-225,-225,375,225,,,,,,,,,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6624362000002,None,541.6624362000002,None,None,541.6624362000002,None,549.6789124999923,None,549.6789124999923,None,None,549.6789124999923,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,ERP,2.0,stimuli/fractals/4b.jpg,75.0,-225.0,7000.0,,62.0,1.0,0.0,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,75,-225,-75,-225,75,-75,-375,75,,,,,,,,,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6788100999984,None,552.6788100999984,None,f,552.6788100999984,None,559.695316399986,None,559.695316399986,None,None,559.695316399986,None,,,,,,,,,,,,,,,,,,2.7276480000000447,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,BL,0.0,stimuli/fractals/35a.jpg,225.0,-75.0,1000.0,,63.0,1.0,0.0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.6952418000001,None,562.6952418000001,None,None,562.6952418000001,None,563.7118980999949,None,563.7118980999949,None,None,563.7118980999949,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/83c.jpg,375.0,-225.0,4000.0,,64.0,1.0,1.0,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,375,-225,375,-75,225,-225,-75,225,,,,,,,,,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.7118020999915,None,566.7118020999915,None,None,566.7118020999915,None,570.7283924999938,None,570.7283924999938,None,None,570.7283924999938,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,OLP,1.0,stimuli/fractals/20b.jpg,75.0,225.0,2000.0,,65.0,1.0,1.0,stimuli/fractals/20b.jpg,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,75,225,75,75,225,225,-375,-225,,,,,,,,,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.728286499987,None,573.728286499987,None,None,573.728286499987,None,575.7449283999886,None,575.7449283999886,None,None,575.7449283999886,None,,,,,,,,,,,,,,,,,,,i,i,i,i,i,2020_Jul_08_1633,TRK-online,2020.1.3,59.996964153197254,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.7448306999868,None,578.7448306999868,None,None,578.7448306999868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
