Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text.started,rec_fx_text.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text.started,rec_trial_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Demo,OBJ,LURE,,stimuli/fractals//181b.jpg,300.0,0.0,2300,,,,,,,,,,,,,,,,stimuli/fractals//181c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.31500667400178,None,121.31500667400178,None,121.31500667400178,None,121.31500667400178,None,right,0.398310181000852,123.31171810800151,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,OBJ,LURE,,stimuli/fractals//149a.jpg,300.0,0.0,1000,,,,,,,,,,,,,,,,stimuli/fractals//149b.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.85285977300009,None,123.85285977300009,None,123.85285977300009,None,123.85285977300009,None,right,0.08867887599990354,125.84938919599881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,OBJ,LURE,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.08741621399895,None,126.08741621399895,None,126.08741621399895,None,126.08741621399895,None,right,0.6162080240028445,128.08637356799954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,OBJ,LURE,,stimuli/fractals//167a.jpg,300.0,0.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//167b.jpg,-300.0,0.0,OBJ-TARGET,Hasonló Képek,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.83766144699985,None,128.83766144699985,None,128.83766144699985,None,128.83766144699985,None,right,1.7221650279971072,130.83524747699994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,OBJ,FOIL,,stimuli/fractals//163a.jpg,300.0,0.0,600,,,,,,,,,,,,,,,,stimuli/fractals//173c.jpg,-300.0,0.0,-,Új Képek,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6975189770019,None,132.6975189770019,None,132.6975189770019,None,132.6975189770019,None,right,1.7460929939989,134.6958554039993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,LOC,LURE,,stimuli/fractals//166a.jpg,-300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//166a.jpg,-212.1320344,-212.1320344,"LOC-TARGET, OBJ-LURE",Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5828021160014,None,136.5828021160014,None,136.5828021160014,None,136.5828021160014,None,right,0.13804408500072896,138.58187431799888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,LOC,LURE,,stimuli/fractals//159a.jpg,0.0,300.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//159a.jpg,-212.1320344,212.1320344,LOC-LURE,Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.8679147039984,None,138.8679147039984,None,138.8679147039984,None,138.8679147039984,None,right,0.31026844599909964,140.864327487001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,LOC,LURE,,stimuli/fractals//148b.jpg,212.1320344,212.1320344,800,,,,,,,,,,,,,,,,stimuli/fractals//148b.jpg,0.0,300.0,LOC-FOIL,Hasonló Helyek,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.31120722700143,None,141.31120722700143,None,141.31120722700143,None,141.31120722700143,None,right,1.3045712870007264,143.30974014599997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-212.1320344,212.1320344,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.77044322599977,None,144.77044322599977,None,144.77044322599977,None,144.77044322599977,None,right,0.20260824499928276,146.7684082429987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,1200,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-300.0,0.0,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.12233007399846,None,147.12233007399846,None,147.12233007399846,None,147.12233007399846,None,right,0.40494462800052133,149.11593524199998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5261993540007,None,right,0.2012784400030796,154.52361125099924,None,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,212.1320344,212.1320344,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.72651327600033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.73224504899918,None,156.74711354399915,None,156.74711354399915,None,None,156.74711354399915,None,156.74711354399915,None,156.8229441680014,None,156.8229441680014,None,None,156.8229441680014,None,156.8229441680014,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-300.0,0.0,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.75465735199978,None,159.75465735199978,None,None,159.75465735199978,None,159.75465735199978,None,159.82830519900017,None,159.82830519900017,None,None,159.82830519900017,None,159.82830519900017,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,0.0,300.0,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.76602637500037,None,162.76602637500037,None,None,162.76602637500037,None,162.76602637500037,None,162.83928742699936,None,162.83928742699936,None,None,162.83928742699936,None,162.83928742699936,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,LOC,LURE,,stimuli/fractals/159a.jpg,212.1320344,212.1320344,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.7796578410016,None,166.78705032500147,None,166.78705032500147,None,None,166.78705032500147,None,166.78705032500147,None,166.86828347499977,None,166.86828347499977,None,None,166.86828347499977,None,166.86828347499977,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,LOC,FOIL,,stimuli/fractals/148b.jpg,-212.1320344,-212.1320344,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.79833548600072,None,169.79833548600072,None,None,169.79833548600072,None,169.79833548600072,None,169.8696667080003,None,169.8696667080003,None,None,169.8696667080003,None,169.8696667080003,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-300.0,0.0,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.80710120599906,None,172.80710120599906,None,None,172.80710120599906,None,172.80710120599906,None,172.8791786440015,None,172.8791786440015,None,None,172.8791786440015,None,172.8791786440015,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8133609409997,None,right,1.175277346999792,175.8133609409997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,OBJ,FOIL,,stimuli/fractals/102b.jpg,300.0,0.0,500,,1,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.55906440200124,None,179.55906440200124,None,None,179.55906440200124,None,179.55906440200124,None,180.13819213600073,None,180.13819213600073,None,None,180.13819213600073,None,180.13819213600073,None,176.9919866579985,None,177.9969839559999,None,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,OBJ,LURE,,stimuli/fractals/101c.jpg,212.1320344,212.1320344,1000,,2,None,,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,1,,1.0,OLP,stimuli/fractals/101b.jpg,212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0709242890007,None,183.0709242890007,None,None,183.0709242890007,None,183.0709242890007,None,184.14761467800054,None,184.14761467800054,None,None,184.14761467800054,None,184.14761467800054,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,OBJ,TARGET,,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,2000,,3,None,,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,1,,2.0,OLP,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0817239249991,None,187.0817239249991,None,None,187.0817239249991,None,187.0817239249991,None,189.15290375599943,None,189.15290375599943,None,None,189.15290375599943,None,189.15290375599943,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,OBJ,FOIL,,stimuli/fractals/57a.jpg,-212.1320344,-212.1320344,3000,,4,None,,None,None,None,None,None,None,None,None,None,None,None,,,,,,1,,0.0,FOIL,None,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.64528344399878,None,193.64528344399878,None,None,193.64528344399878,None,193.64528344399878,None,196.72165837400098,None,196.72165837400098,None,None,196.72165837400098,None,196.72165837400098,None,,,192.08658709000156,None,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
,OBJ,TARGET,,stimuli/fractals/15b.jpg,-212.1320344,-212.1320344,2000,,5,None,,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,stimuli/fractals/15c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344,,,,,,1,,12.0,OLP,stimuli/fractals/15b.jpg,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.65835475800122,None,199.65835475800122,None,None,199.65835475800122,None,199.65835475800122,None,201.73155536899867,None,201.73155536899867,None,None,201.73155536899867,None,201.73155536899867,None,,,,,456456,001,2020_ápr_28_1537,trk-encoding,2020.1.0,882.4307507235555,
