Task,TrialType,StimType,CurrentImage,DemoImage,CurrentX,CurrentY,DemoX,DemoY,InPractice,DemoText,Jitter,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,demo_start_text.started,demo_start_text.stopped,demo_interior.started,demo_interior.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.14548380021006,None,66.16202810010873,None,71.51214030012488,None,right,11.266374200116843,72.49973340006545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,TARGET,stimuli/fractals/177b.jpg,None,-75,-75,None,None,None,Régi Kép,1100,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49973340006545,None,83.7957524000667,None,85.36245820019394,None,85.36245820019394,None,85.36245820019394,None,85.36245820019394,None,right,0.9083113998640329,87.34585390007123,None,87.34585390007123,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,LURE,stimuli/fractals/177c.jpg,None,-75,-75,None,None,None,Új Kép,1800,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.31250970019028,None,88.31250970019028,None,88.31250970019028,None,88.31250970019028,None,right,0.662150900112465,90.2959325001575,None,90.2959325001575,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,TARGET,stimuli/fractals/167a.jpg,None,-75,-75,None,None,None,Régi Kép,1000,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99592660018243,None,90.99592660018243,None,90.99592660018243,None,90.99592660018243,None,right,0.9068022000137717,92.97932070004754,None,92.97932070004754,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,LURE,stimuli/fractals/167b.jpg,None,-75,-75,None,None,None,Új Kép,2300,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.92936090007424,None,93.92936090007424,None,93.92936090007424,None,93.92936090007424,None,right,0.9974177000112832,95.91272090002894,None,95.91272090002894,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,TARGET,stimuli/fractals/163a.jpg,None,-75,-75,None,None,None,Régi Kép,800,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.94605290004984,None,96.94605290004984,None,96.94605290004984,None,96.94605290004984,None,right,0.38967219996266067,98.92944330000319,None,98.92944330000319,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,OBJ,FOIL,stimuli/fractals/173c.jpg,None,-75,-75,None,None,None,Új Kép,1500,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3627726000268,None,99.3627726000268,None,99.3627726000268,None,99.3627726000268,None,right,0.5239764999132603,101.34618190000765,None,101.34618190000765,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,TARGET,stimuli/fractals/166a.jpg,None,-75,225,None,None,None,Régi Hely,800,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.91286640008911,None,101.91286640008911,None,101.91286640008911,None,101.91286640008911,None,right,0.17395389988087118,103.89624790009111,None,103.89624790009111,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,LURE,stimuli/fractals/166a.jpg,None,-225,225,None,None,None,Új Hely,1500,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.11286510014907,None,104.11286510014907,None,104.11286510014907,None,104.11286510014907,None,right,0.5898478000890464,106.09629180002958,None,106.09629180002958,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,TARGET,stimuli/fractals/159a.jpg,None,-375,225,None,None,None,Régi Hely,800,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.74634650000371,None,106.74634650000371,None,106.74634650000371,None,106.74634650000371,None,right,0.46875,108.72968490002677,None,108.72968490002677,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,LURE,stimuli/fractals/159a.jpg,None,-375,75,None,None,None,Új Hely,800,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.26303740008734,None,109.26303740008734,None,109.26303740008734,None,109.26303740008734,None,right,0.3842964998912066,111.24638270004652,None,111.24638270004652,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,TARGET,stimuli/fractals/177b.jpg,None,-375,225,None,None,None,Régi Hely,1200,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.69643320003524,None,111.69643320003524,None,111.69643320003524,None,111.69643320003524,None,right,0.26222799997776747,113.67985010007396,None,113.67985010007396,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,FOIL,stimuli/fractals/177b.jpg,None,-75,-225,None,None,None,Új Hely,1000,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.99655840010382,None,113.99655840010382,None,113.99655840010382,None,113.99655840010382,None,right,0.4982449000235647,115.97984030004591,None,115.97984030004591,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,TARGET,stimuli/fractals/148b.jpg,None,225,-75,None,None,None,Régi Hely,1500,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.51319570001215,None,116.51319570001215,None,116.51319570001215,None,116.51319570001215,None,right,0.5974762998521328,118.49657880002633,None,118.49657880002633,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
Demo,LOC,FOIL,stimuli/fractals/148b.jpg,None,-225,225,None,None,None,Új Hely,800,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.12992890016176,None,119.12992890016176,None,119.12992890016176,None,119.12992890016176,None,right,0.5654135998338461,121.11330730002373,None,121.11330730002373,None,,,,,,,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.69668760010973,None,right,0.5663260000292212,122.67997759999707,None,,,i,i,f,24,17,2020_Jun_23_1405,TRK-online,2020.1.3,59.983720364162636,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.67997759999707,None,,,,,,,,,,
