Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,comprehension_continue_key.rt,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,,,OLP,1,stimuli/fractals/112c.jpg,-75.0,225.0,2000,,43,1,2,stimuli/fractals/112c.jpg,stimuli/fractals/112b.jpg,stimuli/fractals/112a.jpg,-75,225,75,225,-75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.69383140001446,None,359.69383140001446,None,f,359.69383140001446,None,361.72723939991556,None,361.72723939991556,None,f,1.793335200054571,361.72723939991556,None,,,,,,,1.282702799886465,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/95c.jpg,375.0,-225.0,2000,,44,1,5,stimuli/fractals/95c.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95b.jpg,375,-225,375,-75,225,-225,-225,75,,,,,,,,,,,,,0,0,0,0,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.71058579999954,None,364.71058579999954,None,None,364.71058579999954,None,366.74424399994314,None,366.74424399994314,None,j,0.40849830000661314,366.74424399994314,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/145c.jpg,-75.0,-75.0,1000,,45,1,5,stimuli/fractals/145c.jpg,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,-75,-75,-225,-75,-75,75,375,225,,,,,,,,,,,,,0,0,0,0,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.7274058999028,None,369.7274058999028,None,j,369.7274058999028,None,370.7440402000211,None,370.7440402000211,None,j,0.9448623999487609,370.7440402000211,None,,,,,,,0.7531680001411587,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/112b.jpg,-225.0,-225.0,4000,,46,1,0,stimuli/fractals/112c.jpg,stimuli/fractals/112b.jpg,stimuli/fractals/112a.jpg,-225,-225,-75,-225,-375,-225,225,75,,,,,,,,,,,,,0,0,0,0,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.7441523000598,None,373.7441523000598,None,f,373.7441523000598,None,377.77783000003546,None,377.77783000003546,None,j,1.406825999962166,377.77783000003546,None,,,,,,,3.336579400114715,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/86a.jpg,-225.0,75.0,1000,,47,1,1,stimuli/fractals/86a.jpg,stimuli/fractals/86b.jpg,stimuli/fractals/86c.jpg,-225,75,-225,-75,-225,225,375,-225,,,,,,,,,,,,,0,0,0,0,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.76108990004286,None,380.76108990004286,None,None,380.76108990004286,None,381.77771509997547,None,381.77771509997547,None,f,0.8386657999362797,381.77771509997547,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/119c.jpg,75.0,-225.0,1000,,48,1,3,stimuli/fractals/119c.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119a.jpg,75,-225,-75,-225,225,-225,-375,225,,,,,,,,,,,,,0,0,0,0,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7777088000439,None,384.7777088000439,None,None,384.7777088000439,None,385.8113676998764,None,385.8113676998764,None,j,0.6132908998988569,385.8113676998764,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/86a.jpg,-225.0,75.0,1000,,49,1,0,stimuli/fractals/86a.jpg,stimuli/fractals/86b.jpg,stimuli/fractals/86c.jpg,-225,-75,-225,75,-375,-75,375,225,,,,,,,,,,,,,0,0,0,0,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.7945926999673,None,388.7945926999673,None,None,388.7945926999673,None,389.81121549988165,None,389.81121549988165,None,f,0.6134937999304384,389.81121549988165,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/95a.jpg,-375.0,-75.0,1000,,50,1,0,stimuli/fractals/95c.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95b.jpg,-375,-75,-375,75,-375,-225,375,-75,,,,,,,,,,,,,0,0,0,0,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.811262199888,None,392.811262199888,None,None,392.811262199888,None,393.82794089987874,None,393.82794089987874,None,f,1.9328101000282913,393.82794089987874,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/145c.jpg,-375.0,-75.0,3000,,51,1,0,stimuli/fractals/145c.jpg,stimuli/fractals/145a.jpg,stimuli/fractals/145b.jpg,-375,-75,-375,75,-225,-75,375,-75,,,,,,,,,,,,,0,0,0,0,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.8280259000603,None,396.8280259000603,None,None,396.8280259000603,None,399.8448836999014,None,399.8448836999014,None,f,2.6756801998708397,399.8448836999014,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/119c.jpg,-225.0,-75.0,3000,,52,1,0,stimuli/fractals/119c.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119a.jpg,-225,-75,-75,-75,-225,75,375,75,,,,,,,,,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.84495120006613,None,402.84495120006613,None,f,402.84495120006613,None,405.86171690002084,None,405.86171690002084,None,f,0.2829791000112891,405.86171690002084,None,,,,,,,2.2117302999831736,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/55c.jpg,-225.0,225.0,500,,53,1,1,stimuli/fractals/55c.jpg,stimuli/fractals/55b.jpg,stimuli/fractals/55a.jpg,-225,225,-225,75,-375,225,75,-225,,,,,,,,,,,,,0,0,0,0,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.8618846000172,None,408.8618846000172,None,f,408.8618846000172,None,409.3951487999875,None,409.3951487999875,None,j,0.5495615000836551,409.3951487999875,None,,,,,,,0.08280950016342103,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/103a.jpg,375.0,-75.0,1000,,54,1,4,stimuli/fractals/103a.jpg,stimuli/fractals/103b.jpg,stimuli/fractals/103c.jpg,375,-75,375,75,375,-225,-375,225,,,,,,,,,,,,,0,0,0,0,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.37858959985897,None,412.37858959985897,None,None,412.37858959985897,None,413.4118904999923,None,413.4118904999923,None,f,0.3726221998222172,413.4118904999923,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/55b.jpg,-375.0,-225.0,1000,,55,1,0,stimuli/fractals/55c.jpg,stimuli/fractals/55b.jpg,stimuli/fractals/55a.jpg,-375,-225,-375,-75,-225,-225,225,75,,,,,,,,,,,,,0,0,0,0,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3952424998861,None,416.3952424998861,None,None,416.3952424998861,None,417.43018050002865,None,417.43018050002865,None,j,0.5864329999312758,417.43018050002865,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/29c.jpg,-75.0,75.0,1000,,56,1,4,stimuli/fractals/29c.jpg,stimuli/fractals/29b.jpg,stimuli/fractals/29a.jpg,-75,75,-225,75,75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4120404999703,None,420.4120404999703,None,None,420.4120404999703,None,421.44801159994677,None,421.44801159994677,None,f,0.792705100029707,421.44801159994677,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/52a.jpg,225.0,-225.0,500,,57,1,2,stimuli/fractals/52a.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52c.jpg,225,-225,375,-225,225,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.4286533999257,None,424.4286533999257,None,None,424.4286533999257,None,424.9453251999803,None,424.9453251999803,None,f,1.887281300034374,424.9453251999803,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/131a.jpg,-225.0,-225.0,2000,,58,1,3,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-225,-225,-375,-225,-225,-75,375,225,,,,,,,,,,,,,0,0,0,0,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.9454038999975,None,427.9454038999975,None,None,427.9454038999975,None,429.9621351000387,None,429.9621351000387,None,f,0.4222933000419289,429.9621351000387,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/103b.jpg,-75.0,225.0,500,,59,1,0,stimuli/fractals/103a.jpg,stimuli/fractals/103b.jpg,stimuli/fractals/103c.jpg,-75,225,75,225,-75,75,375,-225,,,,,,,,,,,,,0,0,0,0,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.962192799896,None,432.962192799896,None,None,432.962192799896,None,433.49551669997163,None,433.49551669997163,None,j,0.7451848001219332,433.49551669997163,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/52a.jpg,-75.0,-75.0,6000,,60,1,0,stimuli/fractals/52a.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52c.jpg,-75,-75,-225,-75,-75,75,375,225,,,,,,,,,,,,,0,0,0,0,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4788832999766,None,436.4788832999766,None,j,436.4788832999766,None,442.49570339987986,None,442.49570339987986,None,f,2.9046668999362737,442.49570339987986,None,,,,,,,4.377818200038746,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/29c.jpg,-225.0,-225.0,8000,,61,1,0,stimuli/fractals/29c.jpg,stimuli/fractals/29b.jpg,stimuli/fractals/29a.jpg,-375,-225,-225,-225,-375,-75,75,225,,,,,,,,,,,,,0,0,0,0,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.49590680003166,None,445.49590680003166,None,None,445.49590680003166,None,453.512795599876,None,453.512795599876,None,j,0.42376080015674233,453.512795599876,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,2,stimuli/fractals/131a.jpg,-375.0,-225.0,7000,,62,1,0,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375,-225,-375,-75,-225,-225,225,225,,,,,,,,,,,,,0,0,0,0,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.51283859997056,None,456.51283859997056,None,f,456.51283859997056,None,463.52967319986783,None,463.52967319986783,None,None,,463.52967319986783,None,,,,,,,2.9198696000967175,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,BL,0,stimuli/fractals/90c.jpg,75.0,-225.0,1000,,63,1,0,stimuli/fractals/90c.jpg,stimuli/fractals/90b.jpg,stimuli/fractals/90a.jpg,75,-225,225,-225,-75,-225,-375,225,,,,,,,,,,,,,0,0,0,0,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.529732799856,None,466.529732799856,None,f,466.529732799856,None,467.5463721000124,None,467.5463721000124,None,f,2.8862642000894994,467.5463721000124,None,,,,,,,0.6710192000027746,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/45c.jpg,375.0,-225.0,4000,,64,1,1,stimuli/fractals/45c.jpg,stimuli/fractals/45b.jpg,stimuli/fractals/45a.jpg,375,-225,225,-225,375,-75,-375,75,,,,,,,,,,,,,0,0,0,0,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.546476499876,None,470.546476499876,None,f,470.546476499876,None,474.5799952999223,None,474.5799952999223,None,j,2.1407371000386775,474.5799952999223,None,,,,,,,3.837803900009021,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/66c.jpg,75.0,225.0,2000,,65,1,1,stimuli/fractals/66c.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66b.jpg,75,225,225,225,-75,225,-375,-75,,,,,,,,,,,,,0,0,0,0,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.56329680001363,None,477.56329680001363,None,None,477.56329680001363,None,479.5800121000502,None,479.5800121000502,None,None,,479.5800121000502,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/45b.jpg,225.0,-75.0,4000,,66,1,0,stimuli/fractals/45c.jpg,stimuli/fractals/45b.jpg,stimuli/fractals/45a.jpg,225,-75,75,-75,375,-75,-225,225,,,,,,,,,,,,,0,0,0,0,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.58006759989075,None,482.58006759989075,None,j,482.58006759989075,None,486.6161116999574,None,486.6161116999574,None,f,0.8005234999582171,486.6161116999574,None,,,,,,,3.8525115000084043,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,2,stimuli/fractals/66a.jpg,-375.0,75.0,1000,,67,1,0,stimuli/fractals/66c.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66b.jpg,-375,75,-225,75,-375,-75,375,-225,,,,,,,,,,,,,0,0,0,0,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.596888900036,None,489.596888900036,None,None,489.596888900036,None,490.6136809999589,None,490.6136809999589,None,None,,490.6136809999589,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/37a.jpg,225.0,-75.0,3000,,68,1,4,stimuli/fractals/37a.jpg,stimuli/fractals/37c.jpg,stimuli/fractals/37b.jpg,225,-75,75,-75,375,-75,-225,225,,,,,,,,,,,,,0,0,0,0,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.6136507000774,None,493.6136507000774,None,j,493.6136507000774,None,496.6470558999572,None,496.6470558999572,None,None,,496.6470558999572,None,,,,,,,2.3390319999307394,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,1,stimuli/fractals/96a.jpg,75.0,-225.0,1000,,69,1,2,stimuli/fractals/96a.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96b.jpg,75,-225,-75,-225,75,-75,-375,75,,,,,,,,,,,,,0,0,0,0,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.63048819988035,None,499.63048819988035,None,None,499.63048819988035,None,500.66383829992265,None,500.66383829992265,None,j,2.832551500061527,500.66383829992265,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,OLP,1,stimuli/fractals/67a.jpg,225.0,-75.0,1000,,70,1,3,stimuli/fractals/67a.jpg,stimuli/fractals/67b.jpg,stimuli/fractals/67c.jpg,225,-75,225,-225,375,-75,-375,225,,,,,,,,,,,,,0,0,0,0,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.6473069000058,None,503.6473069000058,None,None,503.6473069000058,None,504.68312900001183,None,504.68312900001183,None,f,0.4773434998933226,504.68312900001183,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,ERP,1,stimuli/fractals/1c.jpg,75.0,-75.0,500,,71,1,5,stimuli/fractals/1c.jpg,stimuli/fractals/1a.jpg,stimuli/fractals/1b.jpg,75,-75,225,-75,75,75,-375,225,,,,,,,,,,,,,0,0,0,0,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.6639761000406,None,507.6639761000406,None,None,507.6639761000406,None,508.19733119988814,None,508.19733119988814,None,j,0.8431951000820845,508.19733119988814,None,,,,,,,,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
,,,,,,,,LLP,2,stimuli/fractals/96a.jpg,-375.0,75.0,7000,,72,1,0,stimuli/fractals/96a.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96b.jpg,-375,-75,-375,75,-225,-75,225,225,,,,,,,,,,,,,0,0,0,0,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.1807067999616,None,511.1807067999616,None,j,511.1807067999616,None,518.1974996998906,None,518.1974996998906,None,f,1.6591624999418855,518.1974996998906,None,,,,,,,4.907684199977666,,,,,,,,,,,i,i,1,1,1,2020_Jun_04_1328,TRK-online,2020.1.3,59.97774823957859,
