TrialIndex,Jitter,ScannerRun,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,run_1.thisRepN,run_1.thisTrialN,run_1.thisN,run_1.thisIndex,setup_text.started,setup_text.stopped,main_image.started,main_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2000,1,OLP,1,3,stimuli/fractals/28c.jpg,212.1320344,212.1320344,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,stimuli/fractals/28b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,0,0,0,0,6.394647504999739,None,7.462529252999957,None,456456,001,2020_ápr_11_1841,trk-encoding,2020.1.0,969.2626460998521,
2,6000,1,OLP,1,3,stimuli/fractals/96b.jpg,212.1320344,-212.1320344,stimuli/fractals/96b.jpg,stimuli/fractals/96c.jpg,stimuli/fractals/96a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,0,1,1,1,,,8.426144167999155,None,456456,001,2020_ápr_11_1841,trk-encoding,2020.1.0,969.2626460998521,
3,2000,1,LLP,1,5,stimuli/fractals/30c.jpg,212.1320344,212.1320344,stimuli/fractals/30c.jpg,stimuli/fractals/30b.jpg,stimuli/fractals/30a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,0,2,2,2,,,9.423111166997842,None,456456,001,2020_ápr_11_1841,trk-encoding,2020.1.0,969.2626460998521,
4,1000,1,ERP,1,2,stimuli/fractals/36c.jpg,212.1320344,-212.1320344,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0,0,3,3,3,,,10.42120273099863,None,456456,001,2020_ápr_11_1841,trk-encoding,2020.1.0,969.2626460998521,
5,5000,1,OLP,2,0,stimuli/fractals/28a.jpg,212.1320344,212.1320344,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,stimuli/fractals/28b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,0,4,4,4,,,11.422796816998016,None,456456,001,2020_ápr_11_1841,trk-encoding,2020.1.0,969.2626460998521,
