experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_continue_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,rec_fx_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.18975,,,,,,,,ERP,1,stimuli/fractals/91c.jpg,75,75,1000,,,,0,34,34,34,1,203,3,3,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,stimuli/fractals/91a.jpg,75,75,-75,75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.320075,,,,,,,,OLP,1,stimuli/fractals/72c.jpg,75,-225,2000,,,,0,35,35,35,1,204,3,4,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,75,-225,75,-75,225,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.13811,,,,,,,,ERP,2,stimuli/fractals/74c.jpg,225,-75,2000,,,,0,36,36,36,1,205,3,0,stimuli/fractals/74c.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,225,-75,75,-75,225,-225,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.313235,,,,,,,,LLP,1,stimuli/fractals/3c.jpg,-75,-225,7000,,,,0,37,37,37,1,206,3,1,stimuli/fractals/3c.jpg,stimuli/fractals/3b.jpg,stimuli/fractals/3a.jpg,-75,-225,-75,-75,-225,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.357505,,,,,,,,ERP,2,stimuli/fractals/91c.jpg,75,75,6000,,,,0,38,38,38,1,207,3,0,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,stimuli/fractals/91a.jpg,75,75,-75,75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.754605,,,,,,,,LLP,2,stimuli/fractals/3c.jpg,-75,-75,2000,,,,0,39,39,39,1,208,3,0,stimuli/fractals/3c.jpg,stimuli/fractals/3b.jpg,stimuli/fractals/3a.jpg,-75,-225,-75,-75,-225,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.23506,,,,,,,,OLP,2,stimuli/fractals/72b.jpg,75,-225,6000,,,,0,40,40,40,1,209,3,0,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,stimuli/fractals/72a.jpg,75,-225,75,-75,225,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.026145,,,,,,,,BL,0,stimuli/fractals/35a.jpg,225,-75,3000,,,,0,41,41,41,1,210,3,0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.404885,,,,,,,,ERP,1,stimuli/fractals/10c.jpg,225,-225,1000,,,,0,42,42,42,1,211,3,2,stimuli/fractals/10c.jpg,stimuli/fractals/10b.jpg,stimuli/fractals/10a.jpg,225,-225,225,-75,375,-225,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.345765,,,,,,,,OLP,1,stimuli/fractals/1b.jpg,75,-225,2000,,,,0,43,43,43,1,212,3,2,stimuli/fractals/1b.jpg,stimuli/fractals/1c.jpg,stimuli/fractals/1a.jpg,75,-225,225,-225,-75,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.323865,,,,,,,,OLP,1,stimuli/fractals/40a.jpg,225,225,2000,,,,0,44,44,44,1,213,3,3,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40c.jpg,225,225,375,225,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.97151,,,,,,,,ERP,2,stimuli/fractals/10c.jpg,225,-225,1000,,,,0,45,45,45,1,214,3,0,stimuli/fractals/10c.jpg,stimuli/fractals/10b.jpg,stimuli/fractals/10a.jpg,225,-225,225,-75,375,-225,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.52953,,,,,,,,OLP,2,stimuli/fractals/1c.jpg,75,-225,1000,,,,0,46,46,46,1,215,3,0,stimuli/fractals/1b.jpg,stimuli/fractals/1c.jpg,stimuli/fractals/1a.jpg,75,-225,225,-225,-75,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.50882,,,,,,,,ERP,1,stimuli/fractals/143a.jpg,225,-225,5000,,,,0,47,47,47,1,216,3,3,stimuli/fractals/143a.jpg,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,225,-225,75,-225,375,-225,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.15627,,,,,,,,OLP,2,stimuli/fractals/40b.jpg,225,225,500,,,,0,48,48,48,1,217,3,0,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,stimuli/fractals/40c.jpg,225,225,375,225,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,2.285795,,,,,,,,ERP,1,stimuli/fractals/11a.jpg,-225,225,1000,,,,0,49,49,49,1,218,3,5,stimuli/fractals/11a.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11c.jpg,-225,225,-375,225,-75,225,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.305175,,,,,,,,OLP,1,stimuli/fractals/13a.jpg,75,-225,4000,,,,0,50,50,50,1,219,3,1,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,75,-225,-75,-225,75,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.49311,,,,,,,,ERP,2,stimuli/fractals/143a.jpg,225,-225,1000,,,,0,51,51,51,1,220,3,0,stimuli/fractals/143a.jpg,stimuli/fractals/143c.jpg,stimuli/fractals/143b.jpg,225,-225,75,-225,375,-225,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.46163,,,,,,,,OLP,2,stimuli/fractals/13c.jpg,75,-225,3000,,,,0,52,52,52,1,221,3,0,stimuli/fractals/13a.jpg,stimuli/fractals/13c.jpg,stimuli/fractals/13b.jpg,75,-225,-75,-225,75,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.760525,,,,,,,,OLP,1,stimuli/fractals/43b.jpg,375,-225,1000,,,,0,53,53,53,1,222,3,4,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,375,-225,225,-225,375,-75,75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.43207,,,,,,,,ERP,1,stimuli/fractals/136a.jpg,-75,-75,2000,,,,0,54,54,54,1,223,3,5,stimuli/fractals/136a.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136b.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.421595,,,,,,,,ERP,2,stimuli/fractals/11a.jpg,-225,225,3000,,,,0,55,55,55,1,224,3,0,stimuli/fractals/11a.jpg,stimuli/fractals/11b.jpg,stimuli/fractals/11c.jpg,-225,225,-375,225,-75,225,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.74743,,,,,,,,OLP,1,stimuli/fractals/102b.jpg,-225,-75,2000,,,,0,56,56,56,1,225,3,4,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,-225,-75,-225,-225,-75,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,2.018015,,,,,,,,OLP,1,stimuli/fractals/63c.jpg,375,225,2000,,,,0,57,57,57,1,226,3,1,stimuli/fractals/63c.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63b.jpg,375,225,225,225,375,75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.9271,,,,,,,,OLP,2,stimuli/fractals/43a.jpg,375,-225,3000,,,,0,58,58,58,1,227,3,0,stimuli/fractals/43b.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43c.jpg,375,-225,225,-225,375,-75,75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.06965,,,,,,,,OLP,2,stimuli/fractals/63a.jpg,375,225,4000,,,,0,59,59,59,1,228,3,0,stimuli/fractals/63c.jpg,stimuli/fractals/63a.jpg,stimuli/fractals/63b.jpg,375,225,225,225,375,75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.220695,,,,,,,,ERP,2,stimuli/fractals/136a.jpg,-75,-75,5000,,,,0,60,60,60,1,229,3,0,stimuli/fractals/136a.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136b.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.121975,,,,,,,,OLP,2,stimuli/fractals/102a.jpg,-225,-75,3000,,,,0,61,61,61,1,230,3,0,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,-225,-75,-225,-225,-75,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.70372,,,,,,,,BL,0,stimuli/fractals/35a.jpg,225,-75,500,,,,0,62,62,62,1,231,3,0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.535535,,,,,,,,ERP,1,stimuli/fractals/41b.jpg,225,-225,7000,,,,0,63,63,63,1,232,3,4,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,225,-225,75,-225,225,-75,-75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,2.14935,,,,,,,,OLP,1,stimuli/fractals/26a.jpg,-75,-75,1000,,,,0,64,64,64,1,233,3,4,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,stimuli/fractals/26c.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.72293,,,,,,,,ERP,1,stimuli/fractals/88b.jpg,-225,75,2000,,,,0,65,65,65,1,234,3,5,stimuli/fractals/88b.jpg,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,-225,75,-225,-75,-75,75,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.45176,,,,,,,,LLP,1,stimuli/fractals/36c.jpg,-75,75,1000,,,,0,66,66,66,1,235,3,5,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,-75,75,-75,225,75,75,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.554945,,,,,,,,ERP,1,stimuli/fractals/140b.jpg,75,225,2000,,,,0,67,67,67,1,236,3,2,stimuli/fractals/140b.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140a.jpg,75,225,-75,225,75,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.7669,,,,,,,,ERP,2,stimuli/fractals/41b.jpg,225,-225,3000,,,,0,68,68,68,1,237,3,0,stimuli/fractals/41b.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41c.jpg,225,-225,75,-225,225,-75,-75,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.330935,,,,,,,,OLP,2,stimuli/fractals/26b.jpg,-75,-75,1000,,,,0,69,69,69,1,238,3,0,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,stimuli/fractals/26c.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.74006,,,,,,,,ERP,2,stimuli/fractals/140b.jpg,75,225,3000,,,,0,70,70,70,1,239,3,0,stimuli/fractals/140b.jpg,stimuli/fractals/140c.jpg,stimuli/fractals/140a.jpg,75,225,-75,225,75,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.95209,,,,,,,,ERP,2,stimuli/fractals/88b.jpg,-225,75,1000,,,,0,71,71,71,1,240,3,0,stimuli/fractals/88b.jpg,stimuli/fractals/88c.jpg,stimuli/fractals/88a.jpg,-225,75,-225,-75,-75,75,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.40234,,,,,,,,LLP,2,stimuli/fractals/36c.jpg,-75,225,2000,,,,0,72,72,72,1,241,3,0,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,stimuli/fractals/36b.jpg,-75,75,-75,225,75,75,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,2.3693,,,,,,,,LLP,1,stimuli/fractals/58b.jpg,75,75,1000,,,,0,73,73,73,1,242,3,3,stimuli/fractals/58b.jpg,stimuli/fractals/58c.jpg,stimuli/fractals/58a.jpg,75,75,75,225,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
