experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,end_practice_key.keys,end_practice_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_fx_key.rt,comprehension_continue_key.rt,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_enc_run.ran,enc_run_end_key.keys,enc_run_end_key.rt,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_runs.ran,inter_task_break_key.keys,inter_task_break_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,BlockNr,Filler,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_blocks.ran,end_rec_run_key.keys,end_rec_run_key.rt,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_runs.ran,rec_fx_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,0.86878,,,,,,,,OLP,1,stimuli/fractals/47c.jpg,-225,225,3000,,,,0,1,1,1,1,86,2,2,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-225,225,-375,225,-225,75,75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.875835,,,,,,,,LLP,2,stimuli/fractals/119a.jpg,225,225,2000,,,,0,2,2,2,1,87,2,0,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119c.jpg,225,75,225,225,375,75,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.055635,,,,,,,,OLP,1,stimuli/fractals/16a.jpg,-75,-75,3000,,,,0,3,3,3,1,88,2,1,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.765325,,,,,,,,OLP,2,stimuli/fractals/47a.jpg,-225,225,3000,,,,0,4,4,4,1,89,2,0,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-225,225,-375,225,-225,75,75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.171025,,,,,,,,OLP,2,stimuli/fractals/16b.jpg,-75,-75,4000,,,,0,5,5,5,1,90,2,0,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-75,-75,-75,75,-75,-225,375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.98332,,,,,,,,ERP,1,stimuli/fractals/44a.jpg,-375,75,3000,,,,0,6,6,6,1,91,2,3,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44c.jpg,-375,75,-375,225,-225,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.64231,,,,,,,,ERP,1,stimuli/fractals/66b.jpg,225,75,2000,,,,0,7,7,7,1,92,2,3,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,225,75,225,225,375,75,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,0.99838,,,,,,,,OLP,1,stimuli/fractals/75c.jpg,-75,-225,8000,,,,0,8,8,8,1,93,2,5,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75b.jpg,-75,-225,75,-225,-225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.869805,,,,,,,,LLP,1,stimuli/fractals/120a.jpg,-375,225,1000,,,,0,9,9,9,1,94,2,5,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.876265,,,,,,,,ERP,2,stimuli/fractals/44a.jpg,-375,75,500,,,,0,10,10,10,1,95,2,0,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44c.jpg,-375,75,-375,225,-225,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.653465,,,,,,,,ERP,2,stimuli/fractals/66b.jpg,225,75,2000,,,,0,11,11,11,1,96,2,0,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,225,75,225,225,375,75,-375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.921625,,,,,,,,LLP,1,stimuli/fractals/24c.jpg,225,75,2000,,,,0,12,12,12,1,97,2,4,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,225,75,75,75,225,225,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.777055,,,,,,,,ERP,1,stimuli/fractals/144a.jpg,375,75,6000,,,,0,13,13,13,1,98,2,4,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,375,75,375,-75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.728495,,,,,,,,OLP,2,stimuli/fractals/75a.jpg,-75,-225,4000,,,,0,14,14,14,1,99,2,0,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75b.jpg,-75,-225,75,-225,-225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.6674,,,,,,,,LLP,2,stimuli/fractals/120a.jpg,-375,75,3000,,,,0,15,15,15,1,100,2,0,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,-375,225,-375,75,-225,225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.87391,,,,,,,,LLP,1,stimuli/fractals/52c.jpg,225,-75,6000,,,,0,16,16,16,1,101,2,2,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,225,-75,225,75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,2.10625,,,,,,,,LLP,2,stimuli/fractals/24c.jpg,75,75,2000,,,,0,17,17,17,1,102,2,0,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,225,75,75,75,225,225,-225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.00553,,,,,,,,ERP,2,stimuli/fractals/144a.jpg,375,75,1000,,,,0,18,18,18,1,103,2,0,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,375,75,375,-75,225,75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.31789,,,,,,,,LLP,2,stimuli/fractals/52c.jpg,225,75,3000,,,,0,19,19,19,1,104,2,0,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,225,-75,225,75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.954965,,,,,,,,BL,0,stimuli/fractals/35a.jpg,225,-75,1000,,,,0,20,20,20,1,105,2,0,stimuli/fractals/35a.jpg,stimuli/fractals/35c.jpg,stimuli/fractals/35b.jpg,225,-75,225,75,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.90781,,,,,,,,ERP,1,stimuli/fractals/86a.jpg,225,-225,1000,,,,0,21,21,21,1,106,2,4,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,225,-225,75,-225,225,-75,-375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.105415,,,,,,,,OLP,1,stimuli/fractals/34a.jpg,-225,75,1000,,,,0,22,22,22,1,107,2,5,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,-225,75,-375,75,-75,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.973335,,,,,,,,LLP,1,stimuli/fractals/55c.jpg,375,-225,5000,,,,0,23,23,23,1,108,2,5,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,375,-225,375,-75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.758105,,,,,,,,OLP,1,stimuli/fractals/33b.jpg,225,-75,2000,,,,0,24,24,24,1,109,2,2,stimuli/fractals/33b.jpg,stimuli/fractals/33c.jpg,stimuli/fractals/33a.jpg,225,-75,225,-225,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.146145,,,,,,,,ERP,1,stimuli/fractals/127b.jpg,375,75,1000,,,,0,25,25,25,1,110,2,4,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,375,75,375,-75,225,75,-225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.729395,,,,,,,,ERP,2,stimuli/fractals/86a.jpg,225,-225,2000,,,,0,26,26,26,1,111,2,0,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,225,-225,75,-225,225,-75,-375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.12051,,,,,,,,OLP,2,stimuli/fractals/33c.jpg,225,-75,5000,,,,0,27,27,27,1,112,2,0,stimuli/fractals/33b.jpg,stimuli/fractals/33c.jpg,stimuli/fractals/33a.jpg,225,-75,225,-225,75,-75,-375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.3724,,,,,,,,OLP,2,stimuli/fractals/34c.jpg,-225,75,1000,,,,0,28,28,28,1,113,2,0,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,-225,75,-375,75,-75,75,225,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.834345,,,,,,,,LLP,2,stimuli/fractals/55c.jpg,375,-75,1000,,,,0,29,29,29,1,114,2,0,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,375,-225,375,-75,225,-225,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.291555,,,,,,,,ERP,2,stimuli/fractals/127b.jpg,375,75,2000,,,,0,30,30,30,1,115,2,0,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,375,75,375,-75,225,75,-225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.62008,,,,,,,,ERP,1,stimuli/fractals/101a.jpg,-375,75,5000,,,,0,31,31,31,1,116,2,3,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101b.jpg,-375,75,-375,225,-375,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,1.13852,,,,,,,,LLP,1,stimuli/fractals/92c.jpg,-225,225,6000,,,,0,32,32,32,1,117,2,1,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,-225,225,-225,75,-75,225,375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.860335,,,,,,,,LLP,1,stimuli/fractals/81b.jpg,-375,-225,2000,,,,0,33,33,33,1,118,2,3,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-375,-225,-375,-75,-225,-225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.776585,,,,,,,,LLP,2,stimuli/fractals/92c.jpg,-225,75,500,,,,0,34,34,34,1,119,2,0,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,-225,225,-225,75,-75,225,375,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,f,0.688605,,,,,,,,ERP,2,stimuli/fractals/101a.jpg,-375,75,1000,,,,0,35,35,35,1,120,2,0,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101b.jpg,-375,75,-375,225,-375,-75,375,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,0.987995,,,,,,,,LLP,1,stimuli/fractals/15c.jpg,225,-75,3000,,,,0,36,36,36,1,121,2,2,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225,-75,75,-75,375,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.819115,,,,,,,,LLP,2,stimuli/fractals/81b.jpg,-375,-75,1000,,,,0,37,37,37,1,122,2,0,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-375,-225,-375,-75,-225,-225,375,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.434555,,,,,,,,ERP,1,stimuli/fractals/131a.jpg,-375,225,2000,,,,0,38,38,38,1,123,2,1,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375,225,-375,75,-225,225,-75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.050995,,,,,,,,LLP,2,stimuli/fractals/15c.jpg,75,-75,2000,,,,0,39,39,39,1,124,2,0,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225,-75,75,-75,375,-75,-375,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,6M9zLYMB,igen,igen,2020-07-09_17h42.31.373,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,j,1.34229,,,,,,,,ERP,2,stimuli/fractals/131a.jpg,-375,225,1000,,,,0,40,40,40,1,125,2,0,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375,225,-375,75,-225,225,-75,-225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
