lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,start_encoding_text.started,start_encoding_text.stopped,participant,date,expName,psychopyVersion,frameRate,
6.845464761994663,None,right,1.3074959839941585,6.845464761994663,None,,,pilot,2020_ápr_28_2105,trk-encoding,2020.1.0,1008.9939706652489,
,,,,,,8.158969616997638,None,,,,,,
