Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.rt,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,A feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elolvastam és megértettem. (igen/nem)*,Az adatkezelési tájékoztatót (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elolvastam és megértettem. (igen/nem)*,Nem,Kor,Oktatás éve,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.010173441,None,79.010173441,None,None,79.010173441,None,84.08435068000017,None,84.08435068000017,None,j,0.7501266479994229,84.08435068000017,None,87.09239694000007,None,87.09239694000007,None,87.09239694000007,None,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.01847892499973,None,88.01847892499973,None,None,88.01847892499973,None,88.89426446299967,None,88.89426446299967,None,f,1.302124695999737,88.89426446299967,None,91.90286798899979,None,91.90286798899979,None,91.90286798899979,None,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,EncodingPractice,OBJ,TARGET,1,stimuli/fractals/167a.jpg,300.0,0.0,500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.82706564,None,92.82706564,None,None,92.82706564,None,93.39886190099969,None,93.39886190099969,None,j,2.367480068000077,93.39886190099969,None,96.40507947300011,None,96.40507947300011,None,96.40507947300011,None,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.33862245199998,None,97.33862245199998,None,None,97.33862245199998,None,98.90775659999963,None,98.90775659999963,None,f,1.6649358229997233,98.90775659999963,None,101.91595001099995,None,101.91595001099995,None,101.91595001099995,None,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.84381478999967,None,right,0.6766115899999932,103.84205628899963,None,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,,,OLP,1,stimuli/fractals/101b.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/101b.jpg,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.59281863500019,None,106.59281863500019,None,None,106.59281863500019,None,108.66548044000047,None,108.66548044000047,None,None,,108.66548044000047,None,,,,,,,,,,,,,103.84205628899963,None,104.52152421600022,None,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,,,OLP,1,stimuli/fractals/97b.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.59951997400003,None,111.59951997400003,None,None,111.59951997400003,None,117.67167588600023,None,117.67167588600023,None,None,,117.67167588600023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,j,Köszönjük!,"Ön ennek a körnek kevesebb, mint háromnegyedében tudott a képekre figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,120.64661549500033,None,120.64661549500033,None,f,0,4.834526888000255,121.64354172200001,None,126.493077524,None,right,11.350095476000206,128.9980308940003,None,128.9980308940003,None,127.99955242299984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
"Mit gondol, ebben a körben milyen arányban tudott figyelni a képek helyére? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,j,Köszönjük!,"Ön ebben a körnek kevesebb, mint háromnegyedében tudott a képek helyszínére figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képek helyszínére. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,140.3655846040001,None,140.3655846040001,None,j,1,12.34364492899931,141.36197228899982,None,153.7126717609999,None,None,,156.21535697080017,None,156.21535697080017,None,155.21832163700037,155.21832163700037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_máj_14_1115,TRK-online,2020.1.0,830.5873423714434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.13564349199987,None,156.22514906200013,None,right,14.906899485000395,156.22514906200013,None,,,,,,,,,,
