Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,rec_trial_key.rt,participant,session,date,expName,psychopyVersion,frameRate,
Demo,OBJ,LURE,,stimuli/fractals//181b.jpg,300.0,0.0,2300,,,,,,,,,,,,,,,,stimuli/fractals//181c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.65113869999914,None,111.65113869999914,None,111.65113869999914,None,111.65113869999914,None,right,1.8840890739993483,113.64554600599877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,OBJ,LURE,,stimuli/fractals//149a.jpg,300.0,0.0,1000,,,,,,,,,,,,,,,,stimuli/fractals//149b.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.66797523399873,None,115.66797523399873,None,115.66797523399873,None,115.66797523399873,None,right,1.1283221570010937,117.65777632000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,OBJ,LURE,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.93091922800158,None,118.93091922800158,None,118.93091922800158,None,118.93091922800158,None,right,0.9729603279993171,120.92904767900109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,OBJ,LURE,,stimuli/fractals//167a.jpg,300.0,0.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//167b.jpg,-300.0,0.0,OBJ-TARGET,Hasonló Képek,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0331537589991,None,122.0331537589991,None,122.0331537589991,None,122.0331537589991,None,right,4.628808967998339,124.02917472099944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,OBJ,FOIL,,stimuli/fractals//163a.jpg,300.0,0.0,600,,,,,,,,,,,,,,,,stimuli/fractals//173c.jpg,-300.0,0.0,-,Új Képek,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.7926568570001,None,128.7926568570001,None,128.7926568570001,None,128.7926568570001,None,right,3.620054486000299,130.78987868100012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,LOC,LURE,,stimuli/fractals//166a.jpg,-300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//166a.jpg,-212.1320344,-212.1320344,"LOC-TARGET, OBJ-LURE",Hasonló Helyek,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.54527080800108,None,134.54527080800108,None,134.54527080800108,None,134.54527080800108,None,right,0.14558828000008361,136.54058081900075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,LOC,LURE,,stimuli/fractals//159a.jpg,0.0,300.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//159a.jpg,-212.1320344,212.1320344,LOC-LURE,Hasonló Helyek,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.83273492800072,None,136.83273492800072,None,136.83273492800072,None,136.83273492800072,None,right,1.9237256899978092,138.8243030400008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,LOC,LURE,,stimuli/fractals//148b.jpg,212.1320344,212.1320344,800,,,,,,,,,,,,,,,,stimuli/fractals//148b.jpg,0.0,300.0,LOC-FOIL,Hasonló Helyek,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.8802379350018,None,140.8802379350018,None,140.8802379350018,None,140.8802379350018,None,right,0.8648718149997876,142.87761560700164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-212.1320344,212.1320344,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.89528685199912,None,143.89528685199912,None,143.89528685199912,None,143.89528685199912,None,right,2.3967058779999206,145.89337770800194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,1200,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-300.0,0.0,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.4375939290003,None,148.4375939290003,None,148.4375939290003,None,148.4375939290003,None,right,0.3333017799996014,150.43639858200186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.7732299340023,None,right,0.8733029050017649,155.7686934960002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,212.1320344,212.1320344,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.64381921400127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.6470106759989,None,158.66021439240066,None,158.66021439240066,None,None,158.66021439240066,None,158.66021439240066,None,158.66021439240066,None,158.73509466900214,None,158.73509466900214,None,None,158.73509466900214,None,158.73509466900214,None,158.73509466900214,None,161.6786871410004,None,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-300.0,0.0,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.66423503689984,None,162.66423503689984,None,None,162.66423503689984,None,162.66423503689984,None,162.66423503689984,None,162.73491869400095,None,162.73491869400095,None,j,162.73491869400095,None,162.73491869400095,None,162.73491869400095,None,165.6785025220015,None,2.714218795998022,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,0.0,300.0,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6724405040004,None,166.6724405040004,None,None,166.6724405040004,None,166.6724405040004,None,166.6724405040004,None,166.74491034600214,None,166.74491034600214,None,j,166.74491034600214,None,166.74491034600214,None,166.74491034600214,None,169.6854752950021,None,2.188559305999661,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,LOC,LURE,,stimuli/fractals/159a.jpg,212.1320344,212.1320344,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.68034825799987,None,171.6931616059992,None,171.6931616059992,None,None,171.6931616059992,None,171.6931616059992,None,171.6931616059992,None,171.77308847600216,None,171.77308847600216,None,f,171.77308847600216,None,171.77308847600216,None,171.77308847600216,None,174.70701379399907,None,2.075817436998477,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,LOC,FOIL,,stimuli/fractals/148b.jpg,-212.1320344,-212.1320344,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.70326509200095,None,175.70326509200095,None,None,175.70326509200095,None,175.70326509200095,None,175.70326509200095,None,175.77396570800192,None,175.77396570800192,None,k,175.77396570800192,None,175.77396570800192,None,175.77396570800192,None,178.71595407100176,None,2.355718648999755,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-300.0,0.0,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.7136958129995,None,179.7136958129995,None,None,179.7136958129995,None,179.7136958129995,None,179.7136958129995,None,179.78544180500103,None,179.78544180500103,None,None,179.78544180500103,None,179.78544180500103,None,179.78544180500103,None,182.72500574600053,None,,789789,001,2020_ápr_28_1626,trk-encoding,2020.1.0,368.2047942905104,
