Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,comprehension_continue_key.rt,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,demo_start_text.started,demo_start_text.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
,,,,,,EncodingPractice,LOC,FOIL,1,stimuli/fractals/148b.jpg,212.1320344,212.1320344,1000,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24069518799661,None,81.24069518799661,None,None,81.24069518799661,None,82.31043607299944,None,82.31043607299944,None,f,0.6301960369964945,82.31043607299944,None,85.32026321999729,None,85.32026321999729,None,85.32026321999729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,EncodingPractice,LOC,LURE,1,stimuli/fractals/159a.jpg,0.0,300.0,5000,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.24873199500144,None,86.24873199500144,None,None,86.24873199500144,None,91.32251101699512,None,91.32251101699512,None,j,0.4983064469997771,91.32251101699512,None,94.32980086500174,None,94.32980086500174,None,94.32980086500174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,EncodingPractice,OBJ,LURE,1,stimuli/fractals/177b.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.25413367900182,None,95.25413367900182,None,None,95.25413367900182,None,96.12822043999768,None,96.12822043999768,None,f,1.0577093869942473,96.12822043999768,None,99.13752227700024,None,99.13752227700024,None,99.13752227700024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/181c.jpg,-300.0,0.0,3000,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06160532999638,None,100.06160532999638,None,None,100.06160532999638,None,103.1335385650018,None,103.1335385650018,None,j,1.6074679670055048,103.1335385650018,None,106.14142380200065,None,106.14142380200065,None,106.14142380200065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,EncodingPractice,-,-,1,stimuli/fractals/163a.jpg,300.0,0.0,800,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.06751611999789,None,107.06751611999789,None,None,107.06751611999789,None,107.93660547799664,None,107.93660547799664,None,None,,107.93660547799664,None,110.94369273199845,None,110.94369273199845,None,110.94369273199845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,EncodingPractice,LOC,TARGET,1,stimuli/fractals/166a.jpg,-300.0,0.0,1500,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.87654380499589,None,111.87654380499589,None,None,111.87654380499589,None,113.44675984599598,None,113.44675984599598,None,f,0.8334937690015067,113.44675984599598,None,116.45591661299841,None,116.45591661299841,None,116.45591661299841,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.38395399000001,None,right,0.5922021040023537,118.38103168499947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,OLP,1,stimuli/fractals/46c.jpg,212.1320344,212.1320344,2000,,1,1,3,stimuli/fractals/46c.jpg,stimuli/fractals/46a.jpg,stimuli/fractals/46b.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.04468596199877,None,121.04468596199877,None,None,121.04468596199877,None,123.25301404499623,None,123.25301404499623,None,f,1.0166992459999165,123.25301404499623,None,,,,,,,,,,,,,118.38103168499947,None,118.97598468299839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,OLP,1,stimuli/fractals/120a.jpg,212.1320344,-212.1320344,6000,,2,1,3,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.1286928319969,None,131.1286928319969,None,k,1,2.481590752999182,132.12431945400022,None,134.60867515499558,None,None,137.6108245788011,None,137.6108245788011,None,136.61408940499678,136.61408940499678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.92114674000186,None,140.92114674000186,None,None,140.92114674000186,None,147.10227383500023,None,147.10227383500023,None,f,2.147972481994657,147.10227383500023,None,,,,,,,,,,,,,,,138.85280015099852,None,137.61984611499793,None,right,1.229627699998673,137.61984611499793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,LLP,1,stimuli/fractals/22c.jpg,212.1320344,212.1320344,2000,,3,1,5,stimuli/fractals/22c.jpg,stimuli/fractals/22a.jpg,stimuli/fractals/22b.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.692441854997,None,156.692441854997,None,j,0,0.465412520999962,157.68762137799786,None,158.1632301569989,None,right,161.1652889659963,None,161.1652889659963,None,160.16762778699922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.31750252199708,None,171.31750252199708,None,None,171.31750252199708,None,173.49333132000174,None,173.49333132000174,None,j,1.0117414000051212,173.49333132000174,None,,,,,,,,,,,,,,,169.24904803800018,None,162.5941295629964,None,right,6.652195381997444,162.5941295629964,None,1.4259459329987294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0317177850011,None,181.0317177850011,None,k,1,0.15767060000507627,182.0284503840012,None,182.18890028700116,None,None,185.19268654979822,None,185.19268654979822,None,184.1946426469949,184.1946426469949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.201079845996,None,right,1.3752737590039033,185.201079845996,None,,191.576053236,None,186.57922148299986,None,right,0.5546068679977907,191.576053236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.13265218699962,None,194.13184371499665,None,right,0.35148763000324834,199.12817033399915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.12817033399915,None,199.482167629998,None,right,0.31726192699716194,204.4785542690006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.4785542690006,None,199.482167629998,None,204.7983543090013,None,right,0.38577924000128405,209.79415849199722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.79415849199722,None,204.7983543090013,None,210.1822112929949,None,right,1.7630180979977013,211.17850520299544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
Hány másodperce lesz a döntésre egy-egy képről?,D: 2mp    F: 3mp    J: 4mp   K: 5mp,j,A helyes válasz 4 mp. ,A helyes válasz 4 mp. ,"A döntésre 4 másodperce lesz.
Minden képet nézzen meg figyelmesen, és minden képre adjon választ, akkor is, ha a döntés nehéz.

A döntését így jelölje:
Régi - F
Hasonló - J
Új – K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.96660250100103,None,212.96660250100103,None,j,1,0.858696057999623,213.9631959269973,None,214.8296585049975,None,None,217.84217152479977,None,217.84217152479977,None,216.84592695500032,216.84592695500032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.17850520299544,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
"Mely billenytűvel jelzi azokat a képeket, amely hasonlít egy, az első feladatban látott képhez? ",D billentyű    F billentyű   J billentyű    K billentyű,j,A helyes válasz: J billentyű.,A helyes válasz: J billentyű.,"A döntésre 4 másodperce lesz.
Minden képet nézzen meg figyelmesen, és minden képre adjon választ, akkor is, ha a döntés nehéz.

A döntését így jelölje:
Régi - F
Hasonló - J
Új – K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.8564862860003,None,217.8564862860003,None,j,1,4.465846927996608,218.85399148999568,None,223.3265145549958,None,None,226.32399184580134,None,226.32399184580134,None,225.32643989699864,225.32643989699864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/149a.jpg,300.0,0.0,1000,,,,,,,,,,,,,,,,stimuli/fractals/149b.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.32486287700158,None,227.98310717199638,None,227.98310717199638,None,227.98310717199638,None,227.98310717199638,None,right,0.6005217260026257,229.97908538000047,None,229.97908538000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/181b.jpg,300.0,0.0,2300,,,,,,,,,,,,,,,,stimuli/fractals/181c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.72733343399887,None,230.72733343399887,None,230.72733343399887,None,230.72733343399887,None,right,0.9019424870057264,232.7238129699981,None,232.7238129699981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals/177c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.7758890010009,None,233.7758890010009,None,233.7758890010009,None,233.7758890010009,None,right,0.7886086319995229,235.76968243400188,None,235.76968243400188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/167a.jpg,300.0,0.0,1500,,,,,,,,,,,,,,,,stimuli/fractals/167b.jpg,-300.0,0.0,OBJ-TARGET,Hasonló Képek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.69188046999625,None,236.69188046999625,None,236.69188046999625,None,236.69188046999625,None,right,0.5960702599986689,238.68863721999514,None,238.68863721999514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,,,,2020_máj_15_0231,TRK-online,2020.1.0,445.6766710061434,
