Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,comprehension_enc_run.thisRepN,comprehension_enc_run.thisTrialN,comprehension_enc_run.thisN,comprehension_enc_run.thisIndex,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,experiment_information_text.started,experiment_information_text.stopped,experiment_information_key.keys,experiment_information_key.rt,experiment_information_key.started,experiment_information_key.stopped,experiment_information_continue.started,experiment_information_continue.stopped,comprehension_question_text.started,comprehension_question_text.stopped,comprehension_question_answers.started,comprehension_question_answers.stopped,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_key.started,comprehension_key.stopped,comprehension_feedback_text.started,comprehension_feedback_text.stopped,comprehension_continue_key.keys,comprehension_continue_key.started,comprehension_continue_key.stopped,comprehension_continue_text.started,comprehension_continue_text.stopped,comprehension_repeat_text.started,comprehension_repeat_text.stopped,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,lab_introduction_continue.started,lab_introduction_continue.stopped,lab_members.started,lab_members.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,instructions_1_continue.started,instructions_1_continue.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,instructions_2_continue.started,instructions_2_continue.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,enc_instructions_3_continue.started,enc_instructions_3_continue.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_interior.started,enc_fx_interior.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_interior.started,enc_trial_interior.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_interior.started,enc_practice_feedback_interior.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,enc_trial_key.rt,enc_fx_key.rt,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,end_practice_continue.started,end_practice_continue.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,inter_task_break_continue.started,inter_task_break_continue.stopped,inter_task_break_text.started,inter_task_break_text.stopped,inter_task_break_key.keys,inter_task_break_key.rt,inter_task_break_key.started,inter_task_break_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions_1_continue.started,rec_instructions_1_continue.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instructions_2_continue.started,rec_instructions_2_continue.stopped,rec_instruction_2_title.started,rec_instruction_2_title.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_3_continue.started,rec_instructions_3_continue.stopped,rec_instruction_3_title.started,rec_instruction_3_title.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,rec_instructions_4_continue.started,rec_instructions_4_continue.stopped,comprehension_continue_key.rt,demo_start_text.started,demo_start_text.stopped,demo_interior.started,demo_interior.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_continue.started,demo_continue.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,demo_end_continue.started,demo_end_continue.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_interior.started,rec_fx_interior.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_fx_text_block.started,rec_fx_text_block.stopped,rec_fx_instructions_text.started,rec_fx_instructions_text.stopped,rec_trial_interior.started,rec_trial_interior.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.rt,rec_trial_key.started,rec_trial_key.stopped,rec_trial_text_block.started,rec_trial_text_block.stopped,rec_trial_instructions_text.started,rec_trial_instructions_text.stopped,rec_practice_feedback_text.started,rec_practice_feedback_text.stopped,start_rec_run_text.started,start_rec_run_text.stopped,start_rec_block_text.started,start_rec_block_text.stopped,A vizsgálat feltételeibe (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) beleegyezem (igen/nem).,Az adatkezelési feltételeket (https://sites.google.com/view/magnesesrezonancia/vizsgálatok/online-vizsgálat) elfogadom (igen/nem).,Nem*,Kor*,Oktatás éve (oktatási intézményben eltöltött összes évek száma)*,date,expName,psychopyVersion,frameRate,
"Mely billenytűvel jelzi azokat a képeket, amely ugyanolyan, mint egy első feladatban látott kép? ",D billentyű    F billentyű   J billentyű    K billentyű,f,A helyes válasz: F billentyű.,A helyes válasz: F billentyű.,"A döntésre 4 másodperce lesz.
Minden képet nézzen meg figyelmesen, és minden képre adjon választ, akkor is, ha a döntés nehéz.

A döntését így jelölje:
Régi - F
Új – K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1235715999501,None,285.1235715999501,None,j,0,0.774418400018476,286.1068769999547,None,286.90685499995016,None,right,289.89012760005426,None,289.89012760005426,None,288.9068231000565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5353075000457466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/163a.jpg,-225,-225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4401634000242,None,292.00676659995224,None,292.00676659995224,None,292.00676659995224,None,292.00676659995224,None,right,7.212677899980918,293.9725797000574,None,293.9725797000574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,FOIL,,stimuli/fractals/173c.jpg,-225,-225,1500,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.23907849995885,None,301.23907849995885,None,301.23907849995885,None,301.23907849995885,None,right,5.026932900073007,303.222359700012,None,303.222359700012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/177b.jpg,-375,225,1100,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.28890629997477,None,308.28890629997477,None,308.28890629997477,None,308.28890629997477,None,right,2.8011029000626877,310.2721902000485,None,310.2721902000485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/177c.jpg,-375,225,1800,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1054909999948,None,313.1054909999948,None,313.1054909999948,None,313.1054909999948,None,right,0.6644046999281272,315.0887375000166,None,315.0887375000166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,TARGET,,stimuli/fractals/167a.jpg,225,225,1000,,,,,,,,,,,,,,,,None,None,None,None,Régi Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.78875680000056,None,315.78875680000056,None,315.78875680000056,None,315.78875680000056,None,right,1.477330100024119,317.77201880002394,None,317.77201880002394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,OBJ,LURE,,stimuli/fractals/167b.jpg,225,225,2300,,,,,,,,,,,,,,,,None,None,None,None,Új Kép,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.28864429995883,None,319.28864429995883,None,319.28864429995883,None,319.28864429995883,None,right,0.48930030001793057,321.27193519996945,None,321.27193519996945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/177b.jpg,-375,225,1200,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8219150999794,None,321.8219150999794,None,321.8219150999794,None,321.8219150999794,None,right,1.7080708999419585,323.80523409997113,None,323.80523409997113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,FOIL,,stimuli/fractals/177b.jpg,225,-75,1000,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.55516029999126,None,325.55516029999126,None,325.55516029999126,None,325.55516029999126,None,right,0.6869854000397027,327.53844250005204,None,327.53844250005204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/166a.jpg,-75,225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.2884348999942,None,328.2884348999942,None,328.2884348999942,None,328.2884348999942,None,right,0.86559030006174,330.27171610004734,None,330.27171610004734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,LURE,,stimuli/fractals/166a.jpg,75,225,1500,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.1716659000376,None,331.1716659000376,None,331.1716659000376,None,331.1716659000376,None,right,1.806180200073868,333.1550093999831,None,333.1550093999831,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/159a.jpg,-375,225,800,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0216055000201,None,335.0216055000201,None,335.0216055000201,None,335.0216055000201,None,right,0.6123663999605924,337.00488929997664,None,337.00488929997664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,LURE,,stimuli/fractals/159a.jpg,-225,225,800,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.67153799999505,None,337.67153799999505,None,337.67153799999505,None,337.67153799999505,None,right,0.5706573000643402,339.6548219999531,None,339.6548219999531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,TARGET,,stimuli/fractals/148b.jpg,225,-75,1500,,,,,,,,,,,,,,,,None,None,None,None,Régi Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.28814780001994,None,340.28814780001994,None,340.28814780001994,None,340.28814780001994,None,right,0.17781730007845908,342.2714262000518,None,342.2714262000518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,Demo,LOC,FOIL,,stimuli/fractals/148b.jpg,-375,225,800,,,,,,,,,,,,,,,,None,None,None,None,Új Hely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4880637000315,None,342.4880637000315,None,342.4880637000315,None,342.4880637000315,None,right,0.07400220003910363,344.47137509996537,None,344.47137509996537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.5713802999817,None,right,0.14267700002528727,345.55467630003113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,225,-75,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.721373999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.55467630003113,None,346.7213270999491,None,347.7213243500097,None,347.7213243500097,None,None,347.7213243500097,None,347.7213243500097,None,347.7213243500097,None,347.77132459997665,None,347.77132459997665,None,f,2.5801844999659806,347.77132459997665,None,347.77132459997665,None,347.77132459997665,None,351.7378732999787,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-75,225,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.7378453499638,None,353.7378453499638,None,None,353.7378453499638,None,353.7378453499638,None,353.7378453499638,None,353.7544943999965,None,353.7544943999965,None,None,,353.7544943999965,None,353.7544943999965,None,353.7544943999965,None,357.7543901000172,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,225,225,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.7543453000253,None,359.7543453000253,None,None,359.7543453000253,None,359.7543453000253,None,359.7543453000253,None,359.7876803999534,None,359.7876803999534,None,k,3.901429699966684,359.7876803999534,None,359.7876803999534,None,359.7876803999534,None,363.78758989996277,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,LOC,FOIL,,stimuli/fractals/159a.jpg,-75,-225,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.78756800002884,None,366.7875202000141,None,366.7875202000141,None,None,366.7875202000141,None,366.7875202000141,None,366.7875202000141,None,366.8375129000051,None,366.8375129000051,None,k,2.1797168999910355,366.8375129000051,None,366.8375129000051,None,366.8375129000051,None,370.8207575000124,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,LOC,LURE,,stimuli/fractals/148b.jpg,225,-225,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.82070000004023,None,372.82070000004023,None,None,372.82070000004023,None,372.82070000004023,None,372.82070000004023,None,372.85406399995554,None,372.85406399995554,None,k,1.7873205000068992,372.85406399995554,None,372.85406399995554,None,372.85406399995554,None,376.8539394000545,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
,,,,,,RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-75,225,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.85389460006263,None,378.85389460006263,None,None,378.85389460006263,None,378.85389460006263,None,378.85389460006263,None,378.8872721999651,None,378.8872721999651,None,f,1.7619779999367893,378.8872721999651,None,378.8872721999651,None,378.8872721999651,None,382.8871347999666,None,,,,,i,i,n,n,n,2020_Jul_03_1234,TRK-online,2020.1.3,60.001500034952706,
