Task,TrialType,StimType,Order,CurrentImage,CurrentX,CurrentY,Jitter,Section,TrialIndex,ScannerRun,Delay,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,DemoImage,DemoX,DemoY,InPractice,DemoText,BlockNr,Filler,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_runs.thisRepN,enc_runs.thisTrialN,enc_runs.thisN,enc_runs.thisIndex,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_runs.thisRepN,rec_runs.thisTrialN,rec_runs.thisN,rec_runs.thisIndex,rec_blocks.thisRepN,rec_blocks.thisTrialN,rec_blocks.thisN,rec_blocks.thisIndex,lab_thanks.started,lab_thanks.stopped,lab_key.keys,lab_key.rt,lab_key.started,lab_key.stopped,start_encoding_text.started,start_encoding_text.stopped,enc_instructions_1_text.started,enc_instructions_1_text.stopped,enc_instructions_1_image.started,enc_instructions_1_image.stopped,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_1_key.started,enc_instructions_1_key.stopped,enc_instructions_2_text.started,enc_instructions_2_text.stopped,enc_instructions_2_image.started,enc_instructions_2_image.stopped,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key.started,enc_instructions_2_key.stopped,enc_instructions_3_text.started,enc_instructions_3_text.stopped,enc_instructions_3_key.keys,enc_instructions_3_key.rt,enc_instructions_3_key.started,enc_instructions_3_key.stopped,start_practice_text.started,start_practice_text.stopped,enc_fx_map.started,enc_fx_map.stopped,enc_fx_cross.started,enc_fx_cross.stopped,enc_fx_key.keys,enc_fx_key.started,enc_fx_key.stopped,enc_trial_map.started,enc_trial_map.stopped,enc_trial_main_image.started,enc_trial_main_image.stopped,enc_trial_key.keys,enc_trial_key.rt,enc_trial_key.started,enc_trial_key.stopped,enc_practice_feedback_map.started,enc_practice_feedback_map.stopped,enc_practice_feedback_image.started,enc_practice_feedback_image.stopped,enc_practice_feedback_text.started,enc_practice_feedback_text.stopped,end_practice_text.started,end_practice_text.stopped,end_practice_key.keys,end_practice_key.rt,end_practice_key.started,end_practice_key.stopped,start_enc_run_text.started,start_enc_run_text.stopped,end_enc_run_text.started,end_enc_run_text.stopped,enc_run_end_key.keys,enc_run_end_key.rt,enc_run_end_key.started,enc_run_end_key.stopped,start_recognition_text.started,start_recognition_text.stopped,rec_instructions_1_text.started,rec_instructions_1_text.stopped,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_1_key.started,rec_instructions_1_key.stopped,rec_instructions2_text.started,rec_instructions2_text.stopped,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_2_key.started,rec_instructions_2_key.stopped,rec_instrauction_3_text.started,rec_instrauction_3_text.stopped,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_3_key.started,rec_instructions_3_key.stopped,rec_instructions_4_text.started,rec_instructions_4_text.stopped,rec_instructions_4_key.keys,rec_instructions_4_key.rt,rec_instructions_4_key.started,rec_instructions_4_key.stopped,demo_map.started,demo_map.stopped,demo_main_image.started,demo_main_image.stopped,demo_image.started,demo_image.stopped,demo_text.started,demo_text.stopped,demo_key.keys,demo_key.rt,demo_key.started,demo_key.stopped,demo_end_text.started,demo_end_text.stopped,demo_end_key.keys,demo_end_key.rt,demo_end_key.started,demo_end_key.stopped,rec_practice_block_text.started,rec_practice_block_text.stopped,rec_fx_map.started,rec_fx_map.stopped,rec_fx_cross.started,rec_fx_cross.stopped,rec_fx_key.keys,rec_fx_key.started,rec_fx_key.stopped,rec_trial_map.started,rec_trial_map.stopped,rec_trial_main_image.started,rec_trial_main_image.stopped,rec_trial_key.keys,rec_trial_key.started,rec_trial_key.stopped,start_rec_run_text.started,start_rec_run_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Demo,OBJ,LURE,,stimuli/fractals//149a.jpg,300.0,0.0,1000,,,,,,,,,,,,,,,,stimuli/fractals//149b.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.64697352299845,None,100.64697352299845,None,100.64697352299845,None,100.64697352299845,None,right,1.0552307719990495,102.63899061199845,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,OBJ,LURE,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177c.jpg,-300.0,0.0,-,Hasonló Képek,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.84298933399987,None,103.84298933399987,None,103.84298933399987,None,103.84298933399987,None,right,0.06696020099843736,105.84030104799967,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,OBJ,LURE,,stimuli/fractals//167a.jpg,300.0,0.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//167b.jpg,-300.0,0.0,OBJ-TARGET,Hasonló Képek,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.04098102499847,None,106.04098102499847,None,106.04098102499847,None,106.04098102499847,None,right,0.5657919479999691,108.03750667400163,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,OBJ,FOIL,,stimuli/fractals//163a.jpg,300.0,0.0,600,,,,,,,,,,,,,,,,stimuli/fractals//173c.jpg,-300.0,0.0,-,Új Képek,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.74059382099949,None,108.74059382099949,None,108.74059382099949,None,108.74059382099949,None,right,0.061681702001806116,110.74028727300174,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,LOC,LURE,,stimuli/fractals//166a.jpg,-300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//166a.jpg,-212.1320344,-212.1320344,"LOC-TARGET, OBJ-LURE",Hasonló Helyek,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.94292305199997,None,110.94292305199997,None,110.94292305199997,None,110.94292305199997,None,right,1.1674846549976792,112.94223563299965,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,LOC,LURE,,stimuli/fractals//159a.jpg,0.0,300.0,1500,,,,,,,,,,,,,,,,stimuli/fractals//159a.jpg,-212.1320344,212.1320344,LOC-LURE,Hasonló Helyek,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2556146470015,None,114.2556146470015,None,114.2556146470015,None,114.2556146470015,None,right,4.947417963998305,116.25027342600151,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,LOC,LURE,,stimuli/fractals//148b.jpg,212.1320344,212.1320344,800,,,,,,,,,,,,,,,,stimuli/fractals//148b.jpg,0.0,300.0,LOC-FOIL,Hasonló Helyek,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.33251791300063,None,121.33251791300063,None,121.33251791300063,None,121.33251791300063,None,right,0.09131411500129616,123.33020064399898,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,800,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-212.1320344,212.1320344,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.57086760200036,None,123.57086760200036,None,123.57086760200036,None,123.57086760200036,None,right,0.8182124070008285,125.56704078400071,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
Demo,LOC,FOIL,,stimuli/fractals//177b.jpg,300.0,0.0,1200,,,,,,,,,,,,,,,,stimuli/fractals//177b.jpg,-300.0,0.0,OBJ-LURE,Új Helyek,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5401122459989,None,126.5401122459989,None,126.5401122459989,None,126.5401122459989,None,right,1.4979085790000681,128.53669578300105,None,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.03808351000043,None,right,0.10284945600142237,135.03549011799987,None,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,OBJ,FOIL,,stimuli/fractals/156b.jpg,212.1320344,212.1320344,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.1400576039996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.14450079000017,None,137.1550397351988,None,137.1550397351988,None,None,137.1550397351988,None,137.2270060439987,None,137.2270060439987,None,None,137.2270060439987,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,OBJ,LURE,,stimuli/fractals/166c.jpg,-300.0,0.0,0.6,,1,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.16137674740168,None,140.16137674740168,None,None,140.16137674740168,None,140.23131255800035,None,140.23131255800035,None,None,140.23131255800035,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,OBJ,TARGET,,stimuli/fractals/167a.jpg,0.0,300.0,2.0,,2,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.16958730400074,None,143.16958730400074,None,None,143.16958730400074,None,143.24066207299984,None,143.24066207299984,None,None,143.24066207299984,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,LOC,LURE,,stimuli/fractals/159a.jpg,212.1320344,212.1320344,1.0,,4,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.17939800900058,None,147.18642210300095,None,147.18642210300095,None,None,147.18642210300095,None,147.26309822099938,None,147.26309822099938,None,None,147.26309822099938,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,LOC,FOIL,,stimuli/fractals/148b.jpg,-212.1320344,-212.1320344,1.5,,5,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.198516602999,None,150.198516602999,None,None,150.198516602999,None,150.26856515500185,None,150.26856515500185,None,None,150.26856515500185,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
RecognitionPractice,LOC,TARGET,,stimuli/fractals/166a.jpg,-300.0,0.0,1.0,,6,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.20942221600126,None,153.20942221600126,None,None,153.20942221600126,None,153.280661615001,None,153.280661615001,None,None,153.280661615001,None,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2146470689986,None,right,163.57649612399837,156.2146470689986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456465,001,2020_ápr_28_1444,trk-encoding,2020.1.0,447.43373935114425,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.79390855399834,None,,,,,,,
