TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
16,1000,,1,OBJ,LURE,stimuli/fractals/12c.jpg,-75.0,225.0,10.0,LLP,stimuli/fractals/12a.jpg,-75.0,225.0,stimuli/fractals/12a.jpg,stimuli/fractals/12b.jpg,stimuli/fractals/12c.jpg,-75.0,225.0,75.0,225.0,-225.0,225.0,375.0,-75.0
17,1000,,1,OBJ,TARGET,stimuli/fractals/89c.jpg,75.0,225.0,16.0,LLP,stimuli/fractals/89c.jpg,75.0,225.0,stimuli/fractals/89c.jpg,stimuli/fractals/89a.jpg,stimuli/fractals/89b.jpg,75.0,225.0,-75.0,225.0,225.0,225.0,-375.0,-225.0
18,500,,1,OBJ,FOIL,stimuli/fractals/126b.jpg,-225.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
19,3000,,2,LOC,TARGET,stimuli/fractals/21a.jpg,375.0,225.0,24.0,ERP,stimuli/fractals/21a.jpg,375.0,225.0,stimuli/fractals/21a.jpg,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,375.0,225.0,375.0,75.0,225.0,225.0,-375.0,-225.0
20,2000,,2,LOC,FOIL,stimuli/fractals/51a.jpg,-375.0,-225.0,28.0,OLP,stimuli/fractals/51a.jpg,225.0,225.0,stimuli/fractals/51a.jpg,stimuli/fractals/51c.jpg,stimuli/fractals/51b.jpg,225.0,225.0,75.0,225.0,375.0,225.0,-375.0,-225.0
21,1000,,2,LOC,LURE,stimuli/fractals/45b.jpg,75.0,-75.0,23.0,LLP,stimuli/fractals/45b.jpg,75.0,75.0,stimuli/fractals/45b.jpg,stimuli/fractals/45c.jpg,stimuli/fractals/45a.jpg,75.0,75.0,-75.0,75.0,75.0,-75.0,-375.0,-225.0
22,3000,,2,LOC,TARGET,stimuli/fractals/14c.jpg,-75.0,75.0,25.0,ERP,stimuli/fractals/14c.jpg,-75.0,75.0,stimuli/fractals/14c.jpg,stimuli/fractals/14a.jpg,stimuli/fractals/14b.jpg,-75.0,75.0,-75.0,225.0,75.0,75.0,375.0,-225.0
23,1000,,2,LOC,TARGET,stimuli/fractals/23a.jpg,-375.0,-75.0,34.0,ERP,stimuli/fractals/23a.jpg,-375.0,-75.0,stimuli/fractals/23a.jpg,stimuli/fractals/23c.jpg,stimuli/fractals/23b.jpg,-375.0,-75.0,-375.0,-225.0,-225.0,-75.0,375.0,225.0
24,1000,,2,LOC,TARGET,stimuli/fractals/84c.jpg,375.0,-75.0,36.0,LLP,stimuli/fractals/84c.jpg,375.0,-75.0,stimuli/fractals/84c.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84b.jpg,375.0,-75.0,225.0,-75.0,375.0,-225.0,-225.0,75.0
25,1000,,2,LOC,FOIL,stimuli/fractals/49a.jpg,375.0,75.0,38.0,LLP,stimuli/fractals/49a.jpg,-375.0,75.0,stimuli/fractals/49a.jpg,stimuli/fractals/49c.jpg,stimuli/fractals/49b.jpg,-375.0,75.0,-375.0,-75.0,-375.0,225.0,375.0,75.0
26,5000,,2,LOC,TARGET,stimuli/fractals/18c.jpg,-375.0,-75.0,47.0,LLP,stimuli/fractals/18c.jpg,-375.0,-75.0,stimuli/fractals/18c.jpg,stimuli/fractals/18b.jpg,stimuli/fractals/18a.jpg,-375.0,-75.0,-375.0,-225.0,-225.0,-75.0,225.0,-225.0
27,500,,2,LOC,FOIL,stimuli/fractals/114a.jpg,375.0,-225.0,30.0,OLP,stimuli/fractals/114a.jpg,-75.0,75.0,stimuli/fractals/114a.jpg,stimuli/fractals/114b.jpg,stimuli/fractals/114c.jpg,-75.0,75.0,-225.0,75.0,75.0,75.0,375.0,-225.0
28,1000,,2,LOC,LURE,stimuli/fractals/25c.jpg,-375.0,75.0,35.0,OLP,stimuli/fractals/25c.jpg,-375.0,225.0,stimuli/fractals/25c.jpg,stimuli/fractals/25b.jpg,stimuli/fractals/25a.jpg,-375.0,225.0,-225.0,225.0,-375.0,75.0,375.0,-75.0
29,2000,,2,LOC,FOIL,stimuli/fractals/122a.jpg,375.0,225.0,56.0,LLP,stimuli/fractals/122a.jpg,-225.0,-75.0,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,stimuli/fractals/122b.jpg,-225.0,-75.0,-225.0,75.0,-225.0,-225.0,375.0,225.0
30,8000,,2,LOC,FOIL,stimuli/fractals/129a.jpg,375.0,-225.0,45.0,ERP,stimuli/fractals/129a.jpg,-375.0,225.0,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,-375.0,225.0,-375.0,75.0,-225.0,225.0,375.0,-225.0
31,3000,,2,LOC,FOIL,stimuli/fractals/59c.jpg,-375.0,225.0,48.0,ERP,stimuli/fractals/59c.jpg,225.0,-225.0,stimuli/fractals/59c.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59b.jpg,225.0,-225.0,75.0,-225.0,225.0,-75.0,-375.0,225.0
32,500,,2,LOC,FOIL,stimuli/fractals/123a.jpg,-375.0,225.0,57.0,ERP,stimuli/fractals/123a.jpg,75.0,-75.0,stimuli/fractals/123a.jpg,stimuli/fractals/123c.jpg,stimuli/fractals/123b.jpg,75.0,-75.0,75.0,-225.0,-75.0,-75.0,-375.0,225.0
33,2000,,2,LOC,LURE,stimuli/fractals/57b.jpg,75.0,-75.0,69.0,LLP,stimuli/fractals/57b.jpg,75.0,75.0,stimuli/fractals/57b.jpg,stimuli/fractals/57a.jpg,stimuli/fractals/57c.jpg,75.0,75.0,-75.0,75.0,75.0,-75.0,-375.0,-225.0
34,1000,,2,LOC,TARGET,stimuli/fractals/94c.jpg,225.0,225.0,75.0,LLP,stimuli/fractals/94c.jpg,225.0,225.0,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,225.0,225.0,375.0,225.0,225.0,75.0,-75.0,-225.0
35,1000,,2,LOC,LURE,stimuli/fractals/119a.jpg,375.0,75.0,85.0,LLP,stimuli/fractals/119a.jpg,225.0,75.0,stimuli/fractals/119a.jpg,stimuli/fractals/119b.jpg,stimuli/fractals/119c.jpg,225.0,75.0,225.0,225.0,375.0,75.0,-225.0,-225.0
36,1000,,2,LOC,FOIL,stimuli/fractals/108a.jpg,-375.0,225.0,43.0,OLP,stimuli/fractals/108a.jpg,75.0,-75.0,stimuli/fractals/108a.jpg,stimuli/fractals/108c.jpg,stimuli/fractals/108b.jpg,75.0,-75.0,75.0,75.0,225.0,-75.0,-375.0,225.0
37,2000,,3,OBJ,FOIL,stimuli/fractals/139b.jpg,-375.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
38,1000,,3,OBJ,FOIL,stimuli/fractals/38c.jpg,375.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
39,6000,,3,OBJ,LURE,stimuli/fractals/120b.jpg,-375.0,225.0,94.0,LLP,stimuli/fractals/120a.jpg,-375.0,225.0,stimuli/fractals/120a.jpg,stimuli/fractals/120c.jpg,stimuli/fractals/120b.jpg,-375.0,225.0,-375.0,75.0,-225.0,225.0,375.0,-225.0
40,2000,,3,OBJ,TARGET,stimuli/fractals/24c.jpg,225.0,75.0,97.0,LLP,stimuli/fractals/24c.jpg,225.0,75.0,stimuli/fractals/24c.jpg,stimuli/fractals/24a.jpg,stimuli/fractals/24b.jpg,225.0,75.0,75.0,75.0,225.0,225.0,-225.0,-225.0
41,1000,,3,OBJ,TARGET,stimuli/fractals/4b.jpg,75.0,-225.0,58.0,ERP,stimuli/fractals/4b.jpg,75.0,-225.0,stimuli/fractals/4b.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,75.0,-225.0,-75.0,-225.0,75.0,-75.0,-375.0,75.0
42,3000,,3,OBJ,LURE,stimuli/fractals/32b.jpg,-75.0,75.0,44.0,OLP,stimuli/fractals/32a.jpg,-75.0,75.0,stimuli/fractals/32a.jpg,stimuli/fractals/32c.jpg,stimuli/fractals/32b.jpg,-75.0,75.0,75.0,75.0,-75.0,225.0,375.0,-225.0
43,1000,,3,OBJ,TARGET,stimuli/fractals/52c.jpg,225.0,-75.0,101.0,LLP,stimuli/fractals/52c.jpg,225.0,-75.0,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,225.0,-75.0,225.0,75.0,225.0,-225.0,-375.0,225.0
44,5000,,3,OBJ,TARGET,stimuli/fractals/65a.jpg,-75.0,-75.0,71.0,ERP,stimuli/fractals/65a.jpg,-75.0,-75.0,stimuli/fractals/65a.jpg,stimuli/fractals/65b.jpg,stimuli/fractals/65c.jpg,-75.0,-75.0,-225.0,-75.0,-75.0,75.0,375.0,225.0
45,1000,,3,OBJ,TARGET,stimuli/fractals/55c.jpg,375.0,-225.0,108.0,LLP,stimuli/fractals/55c.jpg,375.0,-225.0,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,375.0,-225.0,375.0,-75.0,225.0,-225.0,-375.0,225.0
46,3000,,3,OBJ,TARGET,stimuli/fractals/92c.jpg,-225.0,225.0,117.0,LLP,stimuli/fractals/92c.jpg,-225.0,225.0,stimuli/fractals/92c.jpg,stimuli/fractals/92a.jpg,stimuli/fractals/92b.jpg,-225.0,225.0,-225.0,75.0,-75.0,225.0,375.0,-75.0
47,1000,,3,OBJ,LURE,stimuli/fractals/103b.jpg,-375.0,225.0,53.0,OLP,stimuli/fractals/103a.jpg,-375.0,225.0,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,-375.0,225.0,-375.0,75.0,-225.0,225.0,75.0,-225.0
48,1000,,3,OBJ,LURE,stimuli/fractals/98c.jpg,375.0,75.0,54.0,OLP,stimuli/fractals/98a.jpg,375.0,75.0,stimuli/fractals/98a.jpg,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,375.0,75.0,375.0,225.0,225.0,75.0,-75.0,-225.0
49,3000,,3,OBJ,FOIL,stimuli/fractals/29b.jpg,-375.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
50,2000,,3,OBJ,FOIL,stimuli/fractals/46a.jpg,375.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
51,3000,,3,OBJ,LURE,stimuli/fractals/128c.jpg,-375.0,-75.0,79.0,ERP,stimuli/fractals/128a.jpg,-375.0,-75.0,stimuli/fractals/128a.jpg,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,-375.0,-75.0,-375.0,75.0,-225.0,-75.0,375.0,-225.0
52,1000,,3,OBJ,LURE,stimuli/fractals/83a.jpg,375.0,-225.0,64.0,OLP,stimuli/fractals/83c.jpg,375.0,-225.0,stimuli/fractals/83c.jpg,stimuli/fractals/83b.jpg,stimuli/fractals/83a.jpg,375.0,-225.0,375.0,-75.0,225.0,-225.0,-75.0,225.0
53,2000,,3,OBJ,LURE,stimuli/fractals/44c.jpg,-375.0,75.0,91.0,ERP,stimuli/fractals/44a.jpg,-375.0,75.0,stimuli/fractals/44a.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44c.jpg,-375.0,75.0,-375.0,225.0,-225.0,75.0,225.0,-225.0
54,3000,,3,OBJ,LURE,stimuli/fractals/20a.jpg,75.0,225.0,65.0,OLP,stimuli/fractals/20b.jpg,75.0,225.0,stimuli/fractals/20b.jpg,stimuli/fractals/20c.jpg,stimuli/fractals/20a.jpg,75.0,225.0,75.0,75.0,225.0,225.0,-375.0,-225.0
55,2000,,4,LOC,LURE,stimuli/fractals/81b.jpg,-225.0,-225.0,118.0,LLP,stimuli/fractals/81b.jpg,-375.0,-225.0,stimuli/fractals/81b.jpg,stimuli/fractals/81a.jpg,stimuli/fractals/81c.jpg,-375.0,-225.0,-375.0,-75.0,-225.0,-225.0,375.0,-225.0
56,4000,,4,LOC,LURE,stimuli/fractals/68a.jpg,-75.0,225.0,68.0,OLP,stimuli/fractals/68a.jpg,-75.0,75.0,stimuli/fractals/68a.jpg,stimuli/fractals/68c.jpg,stimuli/fractals/68b.jpg,-75.0,75.0,-75.0,-75.0,-75.0,225.0,375.0,-225.0
57,4000,,4,LOC,LURE,stimuli/fractals/66b.jpg,375.0,75.0,92.0,ERP,stimuli/fractals/66b.jpg,225.0,75.0,stimuli/fractals/66b.jpg,stimuli/fractals/66a.jpg,stimuli/fractals/66c.jpg,225.0,75.0,225.0,225.0,375.0,75.0,-375.0,-75.0
58,1000,,4,LOC,FOIL,stimuli/fractals/27b.jpg,-375.0,225.0,70.0,OLP,stimuli/fractals/27b.jpg,225.0,-225.0,stimuli/fractals/27b.jpg,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,225.0,-225.0,75.0,-225.0,375.0,-225.0,-375.0,225.0
59,5000,,4,LOC,FOIL,stimuli/fractals/15c.jpg,-375.0,225.0,121.0,LLP,stimuli/fractals/15c.jpg,225.0,-75.0,stimuli/fractals/15c.jpg,stimuli/fractals/15b.jpg,stimuli/fractals/15a.jpg,225.0,-75.0,75.0,-75.0,375.0,-75.0,-375.0,225.0
60,3000,,4,LOC,LURE,stimuli/fractals/69b.jpg,-375.0,-75.0,76.0,OLP,stimuli/fractals/69b.jpg,-225.0,-75.0,stimuli/fractals/69b.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69a.jpg,-225.0,-75.0,-75.0,-75.0,-375.0,-75.0,375.0,75.0
61,1000,,4,LOC,TARGET,stimuli/fractals/30c.jpg,225.0,-75.0,130.0,LLP,stimuli/fractals/30c.jpg,225.0,-75.0,stimuli/fractals/30c.jpg,stimuli/fractals/30a.jpg,stimuli/fractals/30b.jpg,225.0,-75.0,225.0,75.0,75.0,-75.0,-225.0,225.0
62,1000,,4,LOC,TARGET,stimuli/fractals/97a.jpg,-75.0,225.0,78.0,OLP,stimuli/fractals/97a.jpg,-75.0,225.0,stimuli/fractals/97a.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97b.jpg,-75.0,225.0,75.0,225.0,-75.0,75.0,375.0,-225.0
63,1000,,4,LOC,FOIL,stimuli/fractals/67b.jpg,-375.0,-75.0,131.0,LLP,stimuli/fractals/67b.jpg,225.0,75.0,stimuli/fractals/67b.jpg,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,225.0,75.0,75.0,75.0,375.0,75.0,-375.0,-75.0
64,1000,,4,LOC,LURE,stimuli/fractals/47c.jpg,-225.0,75.0,86.0,OLP,stimuli/fractals/47c.jpg,-225.0,225.0,stimuli/fractals/47c.jpg,stimuli/fractals/47a.jpg,stimuli/fractals/47b.jpg,-225.0,225.0,-375.0,225.0,-225.0,75.0,75.0,-225.0
65,2000,,4,LOC,LURE,stimuli/fractals/16a.jpg,-75.0,-225.0,88.0,OLP,stimuli/fractals/16a.jpg,-75.0,-75.0,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,stimuli/fractals/16c.jpg,-75.0,-75.0,-75.0,75.0,-75.0,-225.0,375.0,225.0
66,1000,,4,LOC,TARGET,stimuli/fractals/75c.jpg,-75.0,-225.0,93.0,OLP,stimuli/fractals/75c.jpg,-75.0,-225.0,stimuli/fractals/75c.jpg,stimuli/fractals/75a.jpg,stimuli/fractals/75b.jpg,-75.0,-225.0,75.0,-225.0,-225.0,-225.0,-375.0,225.0
67,4000,,4,LOC,LURE,stimuli/fractals/144a.jpg,225.0,75.0,98.0,ERP,stimuli/fractals/144a.jpg,375.0,75.0,stimuli/fractals/144a.jpg,stimuli/fractals/144b.jpg,stimuli/fractals/144c.jpg,375.0,75.0,375.0,-75.0,225.0,75.0,-375.0,-225.0
68,2000,,4,LOC,LURE,stimuli/fractals/86a.jpg,225.0,-75.0,106.0,ERP,stimuli/fractals/86a.jpg,225.0,-225.0,stimuli/fractals/86a.jpg,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,225.0,-225.0,75.0,-225.0,225.0,-75.0,-375.0,75.0
69,3000,,4,LOC,LURE,stimuli/fractals/127b.jpg,225.0,75.0,110.0,ERP,stimuli/fractals/127b.jpg,375.0,75.0,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,375.0,75.0,375.0,-75.0,225.0,75.0,-225.0,225.0
70,500,,4,LOC,TARGET,stimuli/fractals/34a.jpg,-225.0,75.0,107.0,OLP,stimuli/fractals/34a.jpg,-225.0,75.0,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,stimuli/fractals/34b.jpg,-225.0,75.0,-375.0,75.0,-75.0,75.0,225.0,-225.0
71,1000,,4,LOC,TARGET,stimuli/fractals/79b.jpg,75.0,-225.0,138.0,LLP,stimuli/fractals/79b.jpg,75.0,-225.0,stimuli/fractals/79b.jpg,stimuli/fractals/79a.jpg,stimuli/fractals/79c.jpg,75.0,-225.0,225.0,-225.0,-75.0,-225.0,-375.0,225.0
72,2000,,4,LOC,FOIL,stimuli/fractals/33b.jpg,-375.0,-225.0,109.0,OLP,stimuli/fractals/33b.jpg,225.0,-75.0,stimuli/fractals/33b.jpg,stimuli/fractals/33c.jpg,stimuli/fractals/33a.jpg,225.0,-75.0,225.0,-225.0,75.0,-75.0,-375.0,-225.0
73,1000,,5,OBJ,LURE,stimuli/fractals/118c.jpg,-375.0,-225.0,128.0,OLP,stimuli/fractals/118a.jpg,-375.0,-225.0,stimuli/fractals/118a.jpg,stimuli/fractals/118b.jpg,stimuli/fractals/118c.jpg,-375.0,-225.0,-225.0,-225.0,-375.0,-75.0,225.0,225.0
74,2000,,5,OBJ,FOIL,stimuli/fractals/80c.jpg,-375.0,-75.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
75,500,,5,OBJ,TARGET,stimuli/fractals/101a.jpg,-375.0,75.0,116.0,ERP,stimuli/fractals/101a.jpg,-375.0,75.0,stimuli/fractals/101a.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101b.jpg,-375.0,75.0,-375.0,225.0,-375.0,-75.0,375.0,75.0
76,1000,,5,OBJ,TARGET,stimuli/fractals/131a.jpg,-375.0,225.0,123.0,ERP,stimuli/fractals/131a.jpg,-375.0,225.0,stimuli/fractals/131a.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131b.jpg,-375.0,225.0,-375.0,75.0,-225.0,225.0,-75.0,-225.0
77,4000,,5,OBJ,FOIL,stimuli/fractals/6c.jpg,-225.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
78,1000,,5,OBJ,FOIL,stimuli/fractals/22b.jpg,375.0,-225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
79,2000,,5,OBJ,LURE,stimuli/fractals/110b.jpg,225.0,225.0,139.0,LLP,stimuli/fractals/110a.jpg,225.0,225.0,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,225.0,225.0,225.0,75.0,75.0,225.0,-225.0,-75.0
80,1000,,5,OBJ,FOIL,stimuli/fractals/42b.jpg,-225.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
81,3000,,5,OBJ,LURE,stimuli/fractals/113a.jpg,375.0,75.0,127.0,ERP,stimuli/fractals/113c.jpg,375.0,75.0,stimuli/fractals/113c.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113a.jpg,375.0,75.0,375.0,225.0,375.0,-75.0,-375.0,-225.0
82,5000,,5,OBJ,FOIL,stimuli/fractals/56c.jpg,-225.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
83,3000,,5,OBJ,TARGET,stimuli/fractals/77a.jpg,-225.0,-225.0,140.0,OLP,stimuli/fractals/77a.jpg,-225.0,-225.0,stimuli/fractals/77a.jpg,stimuli/fractals/77c.jpg,stimuli/fractals/77b.jpg,-225.0,-225.0,-225.0,-75.0,-375.0,-225.0,225.0,225.0
84,4000,,5,OBJ,TARGET,stimuli/fractals/134b.jpg,-75.0,75.0,149.0,OLP,stimuli/fractals/134b.jpg,-75.0,75.0,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,-75.0,75.0,-75.0,225.0,-75.0,-75.0,375.0,-225.0
85,2000,,5,OBJ,LURE,stimuli/fractals/82b.jpg,-225.0,-225.0,134.0,ERP,stimuli/fractals/82a.jpg,-225.0,-225.0,stimuli/fractals/82a.jpg,stimuli/fractals/82c.jpg,stimuli/fractals/82b.jpg,-225.0,-225.0,-225.0,-75.0,-75.0,-225.0,225.0,75.0
86,4000,,5,OBJ,FOIL,stimuli/fractals/104c.jpg,-375.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
87,2000,,5,OBJ,LURE,stimuli/fractals/78a.jpg,-225.0,225.0,137.0,ERP,stimuli/fractals/78b.jpg,-225.0,225.0,stimuli/fractals/78b.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78a.jpg,-225.0,225.0,-75.0,225.0,-225.0,75.0,375.0,75.0
88,1000,,5,OBJ,TARGET,stimuli/fractals/100b.jpg,-75.0,225.0,150.0,ERP,stimuli/fractals/100b.jpg,-75.0,225.0,stimuli/fractals/100b.jpg,stimuli/fractals/100a.jpg,stimuli/fractals/100c.jpg,-75.0,225.0,-225.0,225.0,75.0,225.0,375.0,-225.0
89,8000,,5,OBJ,FOIL,stimuli/fractals/138a.jpg,375.0,225.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
90,3000,,5,OBJ,TARGET,stimuli/fractals/85a.jpg,375.0,-225.0,160.0,OLP,stimuli/fractals/85a.jpg,375.0,-225.0,stimuli/fractals/85a.jpg,stimuli/fractals/85b.jpg,stimuli/fractals/85c.jpg,375.0,-225.0,375.0,-75.0,225.0,-225.0,-375.0,225.0
91,3000,,6,LOC,TARGET,stimuli/fractals/132b.jpg,75.0,225.0,141.0,LLP,stimuli/fractals/132b.jpg,75.0,225.0,stimuli/fractals/132b.jpg,stimuli/fractals/132c.jpg,stimuli/fractals/132a.jpg,75.0,225.0,225.0,225.0,-75.0,225.0,-375.0,-225.0
92,1000,,6,LOC,FOIL,stimuli/fractals/71b.jpg,375.0,-75.0,155.0,ERP,stimuli/fractals/71b.jpg,-75.0,225.0,stimuli/fractals/71b.jpg,stimuli/fractals/71c.jpg,stimuli/fractals/71a.jpg,-75.0,225.0,75.0,225.0,-75.0,75.0,375.0,-75.0
93,4000,,6,LOC,FOIL,stimuli/fractals/107b.jpg,-225.0,75.0,163.0,OLP,stimuli/fractals/107b.jpg,375.0,-225.0,stimuli/fractals/107b.jpg,stimuli/fractals/107c.jpg,stimuli/fractals/107a.jpg,375.0,-225.0,225.0,-225.0,375.0,-75.0,-225.0,75.0
94,1000,,6,LOC,TARGET,stimuli/fractals/106b.jpg,-225.0,-225.0,183.0,OLP,stimuli/fractals/106b.jpg,-225.0,-225.0,stimuli/fractals/106b.jpg,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,-225.0,-225.0,-75.0,-225.0,-375.0,-225.0,225.0,225.0
95,3000,,6,LOC,LURE,stimuli/fractals/130a.jpg,-375.0,-75.0,159.0,ERP,stimuli/fractals/130a.jpg,-375.0,-225.0,stimuli/fractals/130a.jpg,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,-375.0,-225.0,-225.0,-225.0,-375.0,-75.0,75.0,75.0
