TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
11,6000,,1,OBJ,LURE,stimuli/fractals/22b.jpg,212.1320344,212.1320344,3.0,LLP,stimuli/fractals/22c.jpg,212.1320344,212.1320344,stimuli/fractals/22c.jpg,stimuli/fractals/22a.jpg,stimuli/fractals/22b.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344
12,2000,,1,OBJ,FOIL,stimuli/fractals/37c.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
13,2000,,1,OBJ,LURE,stimuli/fractals/144c.jpg,0.0,300.0,11.0,ERP,stimuli/fractals/144b.jpg,0.0,300.0,stimuli/fractals/144b.jpg,stimuli/fractals/144a.jpg,stimuli/fractals/144c.jpg,0.0,300.0,-212.1320344,212.1320344,212.1320344,212.1320344,0.0,-300.0
14,3000,,1,OBJ,FOIL,stimuli/fractals/136b.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
15,2000,,1,OBJ,LURE,stimuli/fractals/101a.jpg,-300.0,0.0,22.0,ERP,stimuli/fractals/101b.jpg,-300.0,0.0,stimuli/fractals/101b.jpg,stimuli/fractals/101c.jpg,stimuli/fractals/101a.jpg,-300.0,0.0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
16,1000,,1,OBJ,LURE,stimuli/fractals/80c.jpg,212.1320344,-212.1320344,10.0,LLP,stimuli/fractals/80b.jpg,212.1320344,-212.1320344,stimuli/fractals/80b.jpg,stimuli/fractals/80a.jpg,stimuli/fractals/80c.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-300.0,0.0
17,1000,,1,OBJ,TARGET,stimuli/fractals/102b.jpg,-212.1320344,-212.1320344,16.0,LLP,stimuli/fractals/102b.jpg,-212.1320344,-212.1320344,stimuli/fractals/102b.jpg,stimuli/fractals/102a.jpg,stimuli/fractals/102c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,300.0,0.0
18,500,,1,OBJ,FOIL,stimuli/fractals/68c.jpg,212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
19,3000,,2,LOC,TARGET,stimuli/fractals/110c.jpg,212.1320344,-212.1320344,24.0,ERP,stimuli/fractals/110c.jpg,212.1320344,-212.1320344,stimuli/fractals/110c.jpg,stimuli/fractals/110a.jpg,stimuli/fractals/110b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
20,2000,,2,LOC,FOIL,stimuli/fractals/131a.jpg,0.0,300.0,28.0,OLP,stimuli/fractals/131a.jpg,0.0,-300.0,stimuli/fractals/131a.jpg,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,0.0,-300.0,212.1320344,-212.1320344,-212.1320344,-212.1320344,0.0,300.0
21,1000,,2,LOC,LURE,stimuli/fractals/95b.jpg,300.0,0.0,23.0,LLP,stimuli/fractals/95b.jpg,212.1320344,-212.1320344,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
22,3000,,2,LOC,TARGET,stimuli/fractals/54a.jpg,-300.0,0.0,25.0,ERP,stimuli/fractals/54a.jpg,-300.0,0.0,stimuli/fractals/54a.jpg,stimuli/fractals/54c.jpg,stimuli/fractals/54b.jpg,-300.0,0.0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
23,1000,,2,LOC,TARGET,stimuli/fractals/87c.jpg,0.0,300.0,34.0,ERP,stimuli/fractals/87c.jpg,0.0,300.0,stimuli/fractals/87c.jpg,stimuli/fractals/87a.jpg,stimuli/fractals/87b.jpg,0.0,300.0,-212.1320344,212.1320344,212.1320344,212.1320344,0.0,-300.0
24,1000,,2,LOC,TARGET,stimuli/fractals/21b.jpg,-212.1320344,212.1320344,36.0,LLP,stimuli/fractals/21b.jpg,-212.1320344,212.1320344,stimuli/fractals/21b.jpg,stimuli/fractals/21c.jpg,stimuli/fractals/21a.jpg,-212.1320344,212.1320344,0.0,300.0,-300.0,0.0,212.1320344,-212.1320344
25,1000,,2,LOC,FOIL,stimuli/fractals/91c.jpg,0.0,300.0,38.0,LLP,stimuli/fractals/91c.jpg,212.1320344,-212.1320344,stimuli/fractals/91c.jpg,stimuli/fractals/91b.jpg,stimuli/fractals/91a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
26,5000,,2,LOC,TARGET,stimuli/fractals/104c.jpg,0.0,-300.0,47.0,LLP,stimuli/fractals/104c.jpg,0.0,-300.0,stimuli/fractals/104c.jpg,stimuli/fractals/104a.jpg,stimuli/fractals/104b.jpg,0.0,-300.0,-212.1320344,-212.1320344,212.1320344,-212.1320344,0.0,300.0
27,500,,2,LOC,FOIL,stimuli/fractals/52b.jpg,-212.1320344,212.1320344,30.0,OLP,stimuli/fractals/52b.jpg,300.0,0.0,stimuli/fractals/52b.jpg,stimuli/fractals/52c.jpg,stimuli/fractals/52a.jpg,300.0,0.0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
28,1000,,2,LOC,LURE,stimuli/fractals/12a.jpg,-300.0,0.0,35.0,OLP,stimuli/fractals/12a.jpg,-212.1320344,212.1320344,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,stimuli/fractals/12b.jpg,-212.1320344,212.1320344,0.0,300.0,-300.0,0.0,212.1320344,-212.1320344
29,2000,,2,LOC,FOIL,stimuli/fractals/11a.jpg,-212.1320344,212.1320344,56.0,LLP,stimuli/fractals/11a.jpg,212.1320344,-212.1320344,stimuli/fractals/11a.jpg,stimuli/fractals/11c.jpg,stimuli/fractals/11b.jpg,212.1320344,-212.1320344,300.0,0.0,0.0,-300.0,-212.1320344,212.1320344
30,8000,,2,LOC,FOIL,stimuli/fractals/30c.jpg,300.0,0.0,45.0,ERP,stimuli/fractals/30c.jpg,-300.0,0.0,stimuli/fractals/30c.jpg,stimuli/fractals/30b.jpg,stimuli/fractals/30a.jpg,-300.0,0.0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300.0,0.0
31,3000,,2,LOC,FOIL,stimuli/fractals/26c.jpg,300.0,0.0,48.0,ERP,stimuli/fractals/26c.jpg,-212.1320344,212.1320344,stimuli/fractals/26c.jpg,stimuli/fractals/26a.jpg,stimuli/fractals/26b.jpg,-212.1320344,212.1320344,-300.0,0.0,0.0,300.0,300.0,0.0
32,500,,2,LOC,FOIL,stimuli/fractals/109a.jpg,212.1320344,212.1320344,57.0,ERP,stimuli/fractals/109a.jpg,-212.1320344,-212.1320344,stimuli/fractals/109a.jpg,stimuli/fractals/109b.jpg,stimuli/fractals/109c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344
33,2000,,2,LOC,LURE,stimuli/fractals/34b.jpg,300.0,0.0,69.0,LLP,stimuli/fractals/34b.jpg,212.1320344,212.1320344,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,0.0,-300.0
34,1000,,2,LOC,TARGET,stimuli/fractals/23a.jpg,-212.1320344,-212.1320344,75.0,LLP,stimuli/fractals/23a.jpg,-212.1320344,-212.1320344,stimuli/fractals/23a.jpg,stimuli/fractals/23b.jpg,stimuli/fractals/23c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,300.0,0.0
35,1000,,2,LOC,LURE,stimuli/fractals/61a.jpg,212.1320344,212.1320344,85.0,LLP,stimuli/fractals/61a.jpg,0.0,300.0,stimuli/fractals/61a.jpg,stimuli/fractals/61c.jpg,stimuli/fractals/61b.jpg,0.0,300.0,-212.1320344,212.1320344,212.1320344,212.1320344,0.0,-300.0
36,1000,,2,LOC,FOIL,stimuli/fractals/121b.jpg,-212.1320344,212.1320344,43.0,OLP,stimuli/fractals/121b.jpg,0.0,-300.0,stimuli/fractals/121b.jpg,stimuli/fractals/121a.jpg,stimuli/fractals/121c.jpg,0.0,-300.0,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
37,2000,,3,OBJ,FOIL,stimuli/fractals/69c.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
38,1000,,3,OBJ,FOIL,stimuli/fractals/62b.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
39,6000,,3,OBJ,LURE,stimuli/fractals/106a.jpg,212.1320344,-212.1320344,94.0,LLP,stimuli/fractals/106b.jpg,212.1320344,-212.1320344,stimuli/fractals/106b.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106a.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
40,2000,,3,OBJ,TARGET,stimuli/fractals/107c.jpg,-212.1320344,212.1320344,97.0,LLP,stimuli/fractals/107c.jpg,-212.1320344,212.1320344,stimuli/fractals/107c.jpg,stimuli/fractals/107b.jpg,stimuli/fractals/107a.jpg,-212.1320344,212.1320344,-300.0,0.0,0.0,300.0,300.0,0.0
41,1000,,3,OBJ,TARGET,stimuli/fractals/19a.jpg,212.1320344,-212.1320344,58.0,ERP,stimuli/fractals/19a.jpg,212.1320344,-212.1320344,stimuli/fractals/19a.jpg,stimuli/fractals/19c.jpg,stimuli/fractals/19b.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
42,3000,,3,OBJ,LURE,stimuli/fractals/2a.jpg,-212.1320344,-212.1320344,44.0,OLP,stimuli/fractals/2c.jpg,-212.1320344,-212.1320344,stimuli/fractals/2c.jpg,stimuli/fractals/2b.jpg,stimuli/fractals/2a.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344
43,1000,,3,OBJ,TARGET,stimuli/fractals/6b.jpg,-212.1320344,212.1320344,101.0,LLP,stimuli/fractals/6b.jpg,-212.1320344,212.1320344,stimuli/fractals/6b.jpg,stimuli/fractals/6a.jpg,stimuli/fractals/6c.jpg,-212.1320344,212.1320344,-300.0,0.0,0.0,300.0,300.0,0.0
44,5000,,3,OBJ,TARGET,stimuli/fractals/117a.jpg,300.0,0.0,71.0,ERP,stimuli/fractals/117a.jpg,300.0,0.0,stimuli/fractals/117a.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117b.jpg,300.0,0.0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
45,1000,,3,OBJ,TARGET,stimuli/fractals/78a.jpg,-212.1320344,-212.1320344,108.0,LLP,stimuli/fractals/78a.jpg,-212.1320344,-212.1320344,stimuli/fractals/78a.jpg,stimuli/fractals/78c.jpg,stimuli/fractals/78b.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344
46,3000,,3,OBJ,TARGET,stimuli/fractals/93b.jpg,0.0,300.0,117.0,LLP,stimuli/fractals/93b.jpg,0.0,300.0,stimuli/fractals/93b.jpg,stimuli/fractals/93c.jpg,stimuli/fractals/93a.jpg,0.0,300.0,212.1320344,212.1320344,-212.1320344,212.1320344,-212.1320344,-212.1320344
47,1000,,3,OBJ,LURE,stimuli/fractals/84c.jpg,-300.0,0.0,53.0,OLP,stimuli/fractals/84b.jpg,-300.0,0.0,stimuli/fractals/84b.jpg,stimuli/fractals/84a.jpg,stimuli/fractals/84c.jpg,-300.0,0.0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
48,1000,,3,OBJ,LURE,stimuli/fractals/128a.jpg,300.0,0.0,54.0,OLP,stimuli/fractals/128b.jpg,300.0,0.0,stimuli/fractals/128b.jpg,stimuli/fractals/128c.jpg,stimuli/fractals/128a.jpg,300.0,0.0,212.1320344,212.1320344,212.1320344,-212.1320344,-212.1320344,-212.1320344
49,3000,,3,OBJ,FOIL,stimuli/fractals/74c.jpg,0.0,300.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
50,2000,,3,OBJ,FOIL,stimuli/fractals/32b.jpg,,,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
51,3000,,3,OBJ,LURE,stimuli/fractals/118c.jpg,-300.0,0.0,79.0,ERP,stimuli/fractals/118b.jpg,-300.0,0.0,stimuli/fractals/118b.jpg,stimuli/fractals/118a.jpg,stimuli/fractals/118c.jpg,-300.0,0.0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300.0,0.0
52,1000,,3,OBJ,LURE,stimuli/fractals/138c.jpg,212.1320344,212.1320344,64.0,OLP,stimuli/fractals/138a.jpg,212.1320344,212.1320344,stimuli/fractals/138a.jpg,stimuli/fractals/138b.jpg,stimuli/fractals/138c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344
53,2000,,3,OBJ,LURE,stimuli/fractals/137c.jpg,212.1320344,212.1320344,91.0,ERP,stimuli/fractals/137a.jpg,212.1320344,212.1320344,stimuli/fractals/137a.jpg,stimuli/fractals/137b.jpg,stimuli/fractals/137c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344
54,3000,,3,OBJ,LURE,stimuli/fractals/143c.jpg,212.1320344,212.1320344,65.0,OLP,stimuli/fractals/143a.jpg,212.1320344,212.1320344,stimuli/fractals/143a.jpg,stimuli/fractals/143b.jpg,stimuli/fractals/143c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,0.0,-300.0
55,2000,,4,LOC,LURE,stimuli/fractals/127b.jpg,-212.1320344,212.1320344,118.0,LLP,stimuli/fractals/127b.jpg,0.0,300.0,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,0.0,300.0,212.1320344,212.1320344,-212.1320344,212.1320344,0.0,-300.0
56,4000,,4,LOC,LURE,stimuli/fractals/55c.jpg,212.1320344,-212.1320344,68.0,OLP,stimuli/fractals/55c.jpg,300.0,0.0,stimuli/fractals/55c.jpg,stimuli/fractals/55a.jpg,stimuli/fractals/55b.jpg,300.0,0.0,212.1320344,212.1320344,212.1320344,-212.1320344,-300.0,0.0
57,4000,,4,LOC,LURE,stimuli/fractals/40c.jpg,212.1320344,-212.1320344,92.0,ERP,stimuli/fractals/40c.jpg,0.0,-300.0,stimuli/fractals/40c.jpg,stimuli/fractals/40a.jpg,stimuli/fractals/40b.jpg,0.0,-300.0,-212.1320344,-212.1320344,212.1320344,-212.1320344,0.0,300.0
58,1000,,4,LOC,FOIL,stimuli/fractals/44c.jpg,0.0,-300.0,70.0,OLP,stimuli/fractals/44c.jpg,-212.1320344,212.1320344,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,stimuli/fractals/44a.jpg,-212.1320344,212.1320344,0.0,300.0,-300.0,0.0,0.0,-300.0
59,5000,,4,LOC,FOIL,stimuli/fractals/14c.jpg,212.1320344,212.1320344,121.0,LLP,stimuli/fractals/14c.jpg,0.0,-300.0,stimuli/fractals/14c.jpg,stimuli/fractals/14b.jpg,stimuli/fractals/14a.jpg,0.0,-300.0,-212.1320344,-212.1320344,212.1320344,-212.1320344,212.1320344,212.1320344
60,3000,,4,LOC,LURE,stimuli/fractals/129b.jpg,-212.1320344,-212.1320344,76.0,OLP,stimuli/fractals/129b.jpg,-300.0,0.0,stimuli/fractals/129b.jpg,stimuli/fractals/129a.jpg,stimuli/fractals/129c.jpg,-300.0,0.0,-212.1320344,212.1320344,-212.1320344,-212.1320344,300.0,0.0
61,1000,,4,LOC,TARGET,stimuli/fractals/38a.jpg,212.1320344,-212.1320344,130.0,LLP,stimuli/fractals/38a.jpg,212.1320344,-212.1320344,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,-212.1320344,212.1320344
62,1000,,4,LOC,TARGET,stimuli/fractals/116b.jpg,212.1320344,212.1320344,78.0,OLP,stimuli/fractals/116b.jpg,212.1320344,212.1320344,stimuli/fractals/116b.jpg,stimuli/fractals/116c.jpg,stimuli/fractals/116a.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,0.0,-300.0
63,1000,,4,LOC,FOIL,stimuli/fractals/28b.jpg,212.1320344,-212.1320344,131.0,LLP,stimuli/fractals/28b.jpg,-212.1320344,212.1320344,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,-212.1320344,212.1320344,0.0,300.0,-300.0,0.0,212.1320344,-212.1320344
64,1000,,4,LOC,LURE,stimuli/fractals/43c.jpg,-212.1320344,-212.1320344,86.0,OLP,stimuli/fractals/43c.jpg,0.0,-300.0,stimuli/fractals/43c.jpg,stimuli/fractals/43a.jpg,stimuli/fractals/43b.jpg,0.0,-300.0,212.1320344,-212.1320344,-212.1320344,-212.1320344,-212.1320344,212.1320344
65,2000,,4,LOC,LURE,stimuli/fractals/56b.jpg,212.1320344,-212.1320344,88.0,OLP,stimuli/fractals/56b.jpg,300.0,0.0,stimuli/fractals/56b.jpg,stimuli/fractals/56a.jpg,stimuli/fractals/56c.jpg,300.0,0.0,212.1320344,212.1320344,212.1320344,-212.1320344,-300.0,0.0
66,1000,,4,LOC,TARGET,stimuli/fractals/141a.jpg,0.0,300.0,93.0,OLP,stimuli/fractals/141a.jpg,0.0,300.0,stimuli/fractals/141a.jpg,stimuli/fractals/141b.jpg,stimuli/fractals/141c.jpg,0.0,300.0,-212.1320344,212.1320344,212.1320344,212.1320344,0.0,-300.0
67,4000,,4,LOC,LURE,stimuli/fractals/113a.jpg,300.0,0.0,98.0,ERP,stimuli/fractals/113a.jpg,212.1320344,-212.1320344,stimuli/fractals/113a.jpg,stimuli/fractals/113b.jpg,stimuli/fractals/113c.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
68,2000,,4,LOC,LURE,stimuli/fractals/132c.jpg,-212.1320344,-212.1320344,106.0,ERP,stimuli/fractals/132c.jpg,-300.0,0.0,stimuli/fractals/132c.jpg,stimuli/fractals/132b.jpg,stimuli/fractals/132a.jpg,-300.0,0.0,-212.1320344,212.1320344,-212.1320344,-212.1320344,212.1320344,-212.1320344
69,3000,,4,LOC,LURE,stimuli/fractals/134b.jpg,212.1320344,-212.1320344,110.0,ERP,stimuli/fractals/134b.jpg,300.0,0.0,stimuli/fractals/134b.jpg,stimuli/fractals/134a.jpg,stimuli/fractals/134c.jpg,300.0,0.0,212.1320344,212.1320344,212.1320344,-212.1320344,-300.0,0.0
70,500,,4,LOC,TARGET,stimuli/fractals/65b.jpg,0.0,-300.0,107.0,OLP,stimuli/fractals/65b.jpg,0.0,-300.0,stimuli/fractals/65b.jpg,stimuli/fractals/65a.jpg,stimuli/fractals/65c.jpg,0.0,-300.0,212.1320344,-212.1320344,-212.1320344,-212.1320344,0.0,300.0
71,1000,,4,LOC,TARGET,stimuli/fractals/86c.jpg,300.0,0.0,138.0,LLP,stimuli/fractals/86c.jpg,300.0,0.0,stimuli/fractals/86c.jpg,stimuli/fractals/86b.jpg,stimuli/fractals/86a.jpg,300.0,0.0,212.1320344,-212.1320344,212.1320344,212.1320344,-212.1320344,212.1320344
72,2000,,4,LOC,FOIL,stimuli/fractals/4a.jpg,300.0,0.0,109.0,OLP,stimuli/fractals/4a.jpg,-300.0,0.0,stimuli/fractals/4a.jpg,stimuli/fractals/4c.jpg,stimuli/fractals/4b.jpg,-300.0,0.0,-212.1320344,-212.1320344,-212.1320344,212.1320344,300.0,0.0
73,1000,,5,OBJ,LURE,stimuli/fractals/36a.jpg,-212.1320344,212.1320344,128.0,OLP,stimuli/fractals/36b.jpg,-212.1320344,212.1320344,stimuli/fractals/36b.jpg,stimuli/fractals/36c.jpg,stimuli/fractals/36a.jpg,-212.1320344,212.1320344,-300.0,0.0,0.0,300.0,300.0,0.0
74,2000,,5,OBJ,FOIL,stimuli/fractals/72a.jpg,,,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
75,500,,5,OBJ,TARGET,stimuli/fractals/112b.jpg,0.0,300.0,116.0,ERP,stimuli/fractals/112b.jpg,0.0,300.0,stimuli/fractals/112b.jpg,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,0.0,300.0,212.1320344,212.1320344,-212.1320344,212.1320344,0.0,-300.0
76,1000,,5,OBJ,TARGET,stimuli/fractals/99a.jpg,0.0,300.0,123.0,ERP,stimuli/fractals/99a.jpg,0.0,300.0,stimuli/fractals/99a.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99c.jpg,0.0,300.0,212.1320344,212.1320344,-212.1320344,212.1320344,0.0,-300.0
77,4000,,5,OBJ,FOIL,stimuli/fractals/89a.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
78,1000,,5,OBJ,FOIL,stimuli/fractals/124a.jpg,-300.0,0.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
79,2000,,5,OBJ,LURE,stimuli/fractals/16b.jpg,-300.0,0.0,139.0,LLP,stimuli/fractals/16a.jpg,-300.0,0.0,stimuli/fractals/16a.jpg,stimuli/fractals/16c.jpg,stimuli/fractals/16b.jpg,-300.0,0.0,-212.1320344,-212.1320344,-212.1320344,212.1320344,212.1320344,212.1320344
80,1000,,5,OBJ,FOIL,stimuli/fractals/83b.jpg,-212.1320344,-212.1320344,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
81,3000,,5,OBJ,LURE,stimuli/fractals/94c.jpg,-212.1320344,212.1320344,127.0,ERP,stimuli/fractals/94a.jpg,-212.1320344,212.1320344,stimuli/fractals/94a.jpg,stimuli/fractals/94b.jpg,stimuli/fractals/94c.jpg,-212.1320344,212.1320344,0.0,300.0,-300.0,0.0,0.0,-300.0
82,5000,,5,OBJ,FOIL,stimuli/fractals/122a.jpg,-300.0,0.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
83,3000,,5,OBJ,TARGET,stimuli/fractals/123a.jpg,212.1320344,-212.1320344,140.0,OLP,stimuli/fractals/123a.jpg,212.1320344,-212.1320344,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,212.1320344,-212.1320344,0.0,-300.0,300.0,0.0,0.0,300.0
84,4000,,5,OBJ,TARGET,stimuli/fractals/48a.jpg,-212.1320344,-212.1320344,149.0,OLP,stimuli/fractals/48a.jpg,-212.1320344,-212.1320344,stimuli/fractals/48a.jpg,stimuli/fractals/48b.jpg,stimuli/fractals/48c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,212.1320344,212.1320344
85,2000,,5,OBJ,LURE,stimuli/fractals/79c.jpg,212.1320344,212.1320344,134.0,ERP,stimuli/fractals/79a.jpg,212.1320344,212.1320344,stimuli/fractals/79a.jpg,stimuli/fractals/79b.jpg,stimuli/fractals/79c.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-300.0,0.0
86,4000,,5,OBJ,FOIL,stimuli/fractals/105a.jpg,0.0,300.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
87,2000,,5,OBJ,LURE,stimuli/fractals/59c.jpg,212.1320344,212.1320344,137.0,ERP,stimuli/fractals/59b.jpg,212.1320344,212.1320344,stimuli/fractals/59b.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59c.jpg,212.1320344,212.1320344,0.0,300.0,300.0,0.0,-212.1320344,-212.1320344
88,1000,,5,OBJ,TARGET,stimuli/fractals/27b.jpg,-212.1320344,-212.1320344,150.0,ERP,stimuli/fractals/27b.jpg,-212.1320344,-212.1320344,stimuli/fractals/27b.jpg,stimuli/fractals/27a.jpg,stimuli/fractals/27c.jpg,-212.1320344,-212.1320344,-300.0,0.0,0.0,-300.0,300.0,0.0
89,8000,,5,OBJ,FOIL,stimuli/fractals/145a.jpg,-300.0,0.0,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
90,3000,,5,OBJ,TARGET,stimuli/fractals/67b.jpg,212.1320344,212.1320344,160.0,OLP,stimuli/fractals/67b.jpg,212.1320344,212.1320344,stimuli/fractals/67b.jpg,stimuli/fractals/67c.jpg,stimuli/fractals/67a.jpg,212.1320344,212.1320344,300.0,0.0,0.0,300.0,-212.1320344,-212.1320344
